Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	('P13', 1)_alpha	('P13', 1)_xi	('P13', 1)_sigma	('P13', 2)_alpha	('P13', 2)_xi	('P13', 2)_sigma	('P13', 3)_alpha	('P13', 3)_xi	('P13', 3)_sigma
100.0	-10289.021484375	-2879.971923828125	-4049.583984375	-3359.4658203125	0.17652589082717896	0.4785722494125366	0.4038463830947876	1.508379340171814	1.8343490362167358	0.005902507342398167	1.5613163709640503	1.4361718893051147	0.005941792391240597	1.630394697189331	1.560058355331421	0.005943032912909985
200.0	-10500.208984375	-2881.18212890625	-4249.9140625	-3369.11328125	0.17707887291908264	0.53177410364151	0.4071894884109497	1.5078535079956055	1.8344542980194092	0.005897432565689087	1.5380492210388184	1.4402515888214111	0.005878254305571318	1.6286016702651978	1.560388207435608	0.005935719236731529
300.0	-10801.009765625	-2882.811767578125	-4536.017578125	-3382.180908203125	0.17781493067741394	0.6018370985984802	0.41167426109313965	1.507154941558838	1.8345950841903687	0.005890317726880312	1.5088903903961182	1.4451720714569092	0.005789448507130146	1.6262245178222656	1.5608240365982056	0.005925620440393686
400.0	-11162.193359375	-2884.798828125	-4878.9658203125	-3398.42919921875	0.17871172726154327	0.6825066804885864	0.41719722747802734	1.5063059329986572	1.834764838218689	0.005881681106984615	1.4770488739013672	1.450303316116333	0.005672943778336048	1.6233412027359009	1.5613497495651245	0.005913327913731337
500.0	-11501.0556640625	-2887.12158203125	-5196.0595703125	-3417.87451171875	0.1797596663236618	0.7623724341392517	0.4237323999404907	1.505317211151123	1.834963321685791	0.005871632602065802	1.4469517469406128	1.4550480842590332	0.005520770791918039	1.6199915409088135	1.561956524848938	0.005898985546082258
600.0	-11737.33203125	-2889.7705078125	-5406.908203125	-3440.65283203125	0.1809542030096054	0.8281154036521912	0.4312918484210968	1.5041934251785278	1.8351881504058838	0.005860230419784784	1.423136830329895	1.4590542316436768	0.0053243753500282764	1.616199016571045	1.5626381635665894	0.005882658064365387
700.0	-11887.33203125	-2892.74609375	-5527.58154296875	-3467.00390625	0.1822945773601532	0.8762312531471252	0.4399118423461914	1.5029377937316895	1.83543860912323	0.005847505293786526	1.4063571691513062	1.4623997211456299	0.005084205884486437	1.6119776964187622	1.5633901357650757	0.00586436502635479
800.0	-11999.716796875	-2896.049560546875	-5606.427734375	-3497.23876953125	0.1837824583053589	0.9116788506507874	0.4496462345123291	1.501550316810608	1.83571457862854	0.005833471193909645	1.3945515155792236	1.4653335809707642	0.004806435666978359	1.6073375940322876	1.5642081499099731	0.00584409199655056
900.0	-12099.9921875	-2899.689697265625	-5668.56787109375	-3531.73486328125	0.18542003631591797	0.9392096996307373	0.46056222915649414	1.5000303983688354	1.8360159397125244	0.0058181267231702805	1.3859179019927979	1.4680379629135132	0.004496702924370766	1.6022861003875732	1.5650887489318848	0.005821801256388426
1000.0	-12197.9453125	-2903.675048828125	-5723.3447265625	-3570.925537109375	0.18721196055412292	0.9615941643714905	0.4727379083633423	1.4983769655227661	1.8363430500030518	0.005801462568342686	1.379427194595337	1.470616340637207	0.004160882905125618	1.5968306064605713	1.5660279989242554	0.005797430872917175
1100.0	-12296.517578125	-2908.021484375	-5773.21826171875	-3615.277587890625	0.18916386365890503	0.9803245663642883	0.48625648021698	1.496586799621582	1.8366966247558594	0.00578346336260438	1.3745238780975342	1.473124623298645	0.003807969391345978	1.5909804105758667	1.5670207738876343	0.0057708946987986565
1200.0	-12395.01171875	-2912.743408203125	-5817.005859375	-3665.26220703125	0.19128254055976868	0.9961701035499573	0.501201331615448	1.4946568012237549	1.8370763063430786	0.0057641067542135715	1.3709189891815186	1.4755882024765015	0.0034534097649157047	1.5847465991973877	1.568062663078308	0.005742078647017479
1300.0	-12490.619140625	-2917.86181640625	-5851.4677734375	-3721.288818359375	0.19357594847679138	1.0094764232635498	0.5176466703414917	1.492583155632019	1.8374823331832886	0.00574336526915431	1.368477463722229	1.4780144691467285	0.0031219504307955503	1.5781469345092773	1.569146752357483	0.005710836034268141
1400.0	-12580.7626953125	-2923.398193359375	-5873.73388671875	-3783.630859375	0.19605335593223572	1.0203920602798462	0.5356448888778687	1.4903613328933716	1.8379151821136475	0.005721208173781633	1.3671339750289917	1.4804022312164307	0.0028457564767450094	1.5712066888809204	1.5702664852142334	0.005676985718309879
1500.0	-12666.2529296875	-2929.379150390625	-5884.61328125	-3852.2607421875	0.19872523844242096	1.0291355848312378	0.5552077293395996	1.48798668384552	1.8383769989013672	0.00569760100916028	1.3667986392974854	1.4827574491500854	0.0026512332260608673	1.563963532447815	1.5714117288589478	0.005640298128128052
1600.0	-12751.2109375	-2935.835205078125	-5888.6826171875	-3926.693359375	0.20160363614559174	1.0361980199813843	0.5762810111045837	1.4854538440704346	1.8388664722442627	0.005672507453709841	1.3672817945480347	1.4851112365722656	0.0025403390172868967	1.5564712285995483	1.5725713968276978	0.005600482691079378
1700.0	-12838.802734375	-2942.796875	-5890.2666015625	-4005.7392578125	0.20470191538333893	1.0422407388687134	0.5987116694450378	1.4827567338943481	1.8393851518630981	0.00564589025452733	1.3683375120162964	1.4875096082687378	0.0024903223384171724	1.548805832862854	1.573735237121582	0.005557183641940355
1800.0	-12928.8310546875	-2950.30810546875	-5891.234375	-4087.2880859375	0.2080354541540146	1.0478124618530273	0.6222096085548401	1.479889154434204	1.8399335145950317	0.005617701914161444	1.3697634935379028	1.4899934530258179	0.0024736709892749786	1.5410714149475098	1.5748860836029053	0.005509972106665373
1900.0	-13018.7373046875	-2958.41357421875	-5892.09423828125	-4168.2294921875	0.2116215080022812	1.053232192993164	0.6463167071342468	1.4768446683883667	1.8405125141143799	0.005587904714047909	1.371444582939148	1.4925888776779175	0.0024718372151255608	1.5333970785140991	1.5760101079940796	0.005458378698676825
2000.0	-13104.8271484375	-2967.162353515625	-5892.9462890625	-4244.71875	0.21547970175743103	1.0586501359939575	0.6704047918319702	1.4736160039901733	1.841122031211853	0.005556453485041857	1.3733274936676025	1.4953099489212036	0.0024755490012466908	1.5259402990341187	1.5770941972732544	0.005401946138590574
2100.0	-13183.369140625	-2976.618408203125	-5893.81396484375	-4312.9365234375	0.21963220834732056	1.0641319751739502	0.6937330961227417	1.4701956510543823	1.8417644500732422	0.005523305851966143	1.3753911256790161	1.498165249824524	0.0024810791946947575	1.5188626050949097	1.5781280994415283	0.0053403801284730434
2200.0	-13251.734375	-2986.850341796875	-5894.68359375	-4370.19970703125	0.22410456836223602	1.0697094202041626	0.7155821323394775	1.4665757417678833	1.842438817024231	0.00548841618001461	1.3776270151138306	1.501160979270935	0.002486865036189556	1.5123014450073242	1.5791062116622925	0.00527371047064662
2300.0	-13309.2353515625	-2997.9443359375	-5895.5595703125	-4415.7314453125	0.22892577946186066	1.0754010677337646	0.7354151606559753	1.4627476930618286	1.8431460857391357	0.005451743490993977	1.3800289630889893	1.5043034553527832	0.0024926529731601477	1.506337285041809	1.5800294876098633	0.005202407017350197
2400.0	-13357.013671875	-3009.9970703125	-5896.46728515625	-4450.54931640625	0.23412933945655823	1.0812231302261353	0.7529822587966919	1.4587035179138184	1.8438869714736938	0.005413245875388384	1.3825950622558594	1.5075976848602295	0.0024981037713587284	1.5009819269180298	1.5809041261672974	0.005127363838255405
2500.0	-13397.16015625	-3023.128173828125	-5897.37744140625	-4476.654296875	0.23975388705730438	1.087191104888916	0.7683026194572449	1.4544340372085571	1.844662070274353	0.005372885148972273	1.3853206634521484	1.5110496282577515	0.0025033261626958847	1.4961884021759033	1.5817383527755737	0.005049745552241802
2600.0	-13431.962890625	-3037.478515625	-5898.31103515625	-4496.17333984375	0.24584390223026276	1.0933204889297485	0.7815702557563782	1.4499309062957764	1.8454718589782715	0.005330626852810383	1.38820219039917	1.5146652460098267	0.0025082994252443314	1.4918808937072754	1.582542061805725	0.004970792215317488
2700.0	-13463.3564453125	-3053.2216796875	-5899.2548828125	-4510.8798828125	0.2524515688419342	1.0996284484863281	0.7930492758750916	1.445184350013733	1.8463160991668701	0.0052864402532577515	1.3912358283996582	1.5184509754180908	0.0025130228605121374	1.487975835800171	1.58332359790802	0.004891711752861738
2800.0	-13492.880859375	-3070.56689453125	-5900.224609375	-4522.08935546875	0.2596376836299896	1.1061314344406128	0.8030067086219788	1.440185785293579	1.847194790840149	0.005240302067250013	1.3944190740585327	1.5224132537841797	0.002517544664442539	1.4843956232070923	1.5840917825698853	0.004813619423657656
2900.0	-13521.732421875	-3089.7705078125	-5901.2236328125	-4530.73876953125	0.26747286319732666	1.112848162651062	0.8116797208786011	1.4349266290664673	1.8481073379516602	0.005192195065319538	1.3977460861206055	1.526558756828308	0.002521781250834465	1.4810740947723389	1.5848547220230103	0.004737536422908306
3000.0	-13550.8681640625	-3111.147705078125	-5902.25390625	-4537.466796875	0.2760400176048279	1.1197961568832397	0.8192650079727173	1.429398775100708	1.8490527868270874	0.005142112262547016	1.4012125730514526	1.5308940410614014	0.002525710267946124	1.4779574871063232	1.5856176614761353	0.004664399661123753
3100.0	-13581.107421875	-3135.08740234375	-5903.3017578125	-4542.71923828125	0.28543519973754883	1.1269946098327637	0.8259235620498657	1.4235955476760864	1.8500301837921143	0.005090056452900171	1.404814600944519	1.535426378250122	0.0025295361410826445	1.4750019311904907	1.5863806009292603	0.004595058970153332
3200.0	-13613.271484375	-3162.058349609375	-5904.38720703125	-4546.82666015625	0.29576900601387024	1.1344634294509888	0.8317852020263672	1.4175115823745728	1.8510372638702393	0.005036043003201485	1.4085509777069092	1.540162444114685	0.002533107064664364	1.4721717834472656	1.587153434753418	0.004530261270701885
3300.0	-13648.1650390625	-3192.629638671875	-5905.51416015625	-4550.021484375	0.3071666657924652	1.1422232389450073	0.8369557857513428	1.4111443758010864	1.8520712852478027	0.004980099853128195	1.412415862083435	1.5451093912124634	0.0025363212917000055	1.4694377183914185	1.5879367589950562	0.004470649641007185
3400.0	-13686.626953125	-3227.468017578125	-5906.65771484375	-4552.5009765625	0.3197663128376007	1.1502940654754639	0.8415231704711914	1.4044950008392334	1.853127360343933	0.0049222675152122974	1.416402816772461	1.5502746105194092	0.0025394312106072903	1.4667750597000122	1.5887354612350464	0.004416726063936949
3500.0	-13729.5908203125	-3267.322509765625	-5907.861328125	-4554.4072265625	0.3337133526802063	1.1586976051330566	0.845562219619751	1.397570252418518	1.8542015552520752	0.004862603731453419	1.4205108880996704	1.5556656122207642	0.0025422913022339344	1.464161992073059	1.5895520448684692	0.0043688490986824036
3600.0	-13777.9140625	-3312.968017578125	-5909.0751953125	-4555.87109375	0.3491496443748474	1.1674555540084839	0.8491376638412476	1.3903855085372925	1.8552863597869873	0.004801176022738218	1.424740195274353	1.5612891912460327	0.0025449744425714016	1.4615802764892578	1.5903902053833008	0.004327197093516588
3700.0	-13832.4365234375	-3365.092529296875	-5910.3466796875	-4556.9970703125	0.3661936819553375	1.1765897274017334	0.8523064255714417	1.3829667568206787	1.8563711643218994	0.004738059360533953	1.4290845394134521	1.5671528577804565	0.0025474033318459988	1.45901358127594	1.5912522077560425	0.004291781689971685
3800.0	-13893.611328125	-3424.08837890625	-5911.65283203125	-4557.86962890625	0.38491055369377136	1.186122179031372	0.8551201224327087	1.3753559589385986	1.8574460744857788	0.004673329181969166	1.4335417747497559	1.573263168334961	0.0025496252346783876	1.456443190574646	1.5921419858932495	0.004262436181306839
3900.0	-13961.30859375	-3489.73388671875	-5913.01904296875	-4558.55615234375	0.40526849031448364	1.1960746049880981	0.8576264381408691	1.367616891860962	1.8584961891174316	0.004607054870575666	1.4381119012832642	1.5796267986297607	0.0025515458546578884	1.453855276107788	1.593061089515686	0.00423884904012084
4000.0	-14034.3134765625	-3560.79931640625	-5914.40185546875	-4559.1123046875	0.4270850121974945	1.2064697742462158	0.8598678708076477	1.3598400354385376	1.8595062494277954	0.004539288580417633	1.4427924156188965	1.5862503051757812	0.0025533842854201794	1.4512361288070679	1.5940138101577759	0.0042205872014164925
4100.0	-14110.103515625	-3634.68212890625	-5915.83984375	-4559.58203125	0.4499722123146057	1.217329502105713	0.8618836998939514	1.3521519899368286	1.860459327697754	0.004470078274607658	1.4475845098495483	1.5931401252746582	0.0025549635756760836	1.4485723972320557	1.5950020551681519	0.004207119345664978
4200.0	-14184.66796875	-3707.35693359375	-5917.31689453125	-4559.99462890625	0.47330012917518616	1.2286746501922607	0.86370849609375	1.3447096347808838	1.8613414764404297	0.004399526864290237	1.4524970054626465	1.600300669670105	0.002556426450610161	1.4458521604537964	1.5960294008255005	0.004197869915515184
4300.0	-14253.1416015625	-3773.9208984375	-5918.8466796875	-4560.3740234375	0.4962175786495209	1.2405282258987427	0.8653736114501953	1.337693691253662	1.8621422052383423	0.004327959846705198	1.4575226306915283	1.6077380180358887	0.002557639731094241	1.443063735961914	1.5970977544784546	0.004192235879600048
4400.0	-14311.111328125	-3829.959716796875	-5920.4169921875	-4560.73486328125	0.5177743434906006	1.252909541130066	0.8669058680534363	1.3312753438949585	1.8628597259521484	0.0042562177404761314	1.4626697301864624	1.6154561042785645	0.002558681648224592	1.4401971101760864	1.5982108116149902	0.004189637489616871
4500.0	-14356.2919921875	-3873.167236328125	-5922.037109375	-4561.087890625	0.5371487140655518	1.2658395767211914	0.8683284521102905	1.325570821762085	1.8635010719299316	0.0041859447956085205	1.467944860458374	1.6234582662582397	0.0025596118066459894	1.4372422695159912	1.5993708372116089	0.004189517814666033
4600.0	-14389.1171875	-3903.978515625	-5923.701171875	-4561.4375	0.5538722276687622	1.2793388366699219	0.8696609139442444	1.32060706615448	1.8640803098678589	0.004119572229683399	1.4733468294143677	1.6317484378814697	0.0025603543035686016	1.434190034866333	1.6005806922912598	0.0041913664899766445
4700.0	-14411.9306640625	-3924.73779296875	-5925.4091796875	-4561.7841796875	0.5678964853286743	1.2934293746948242	0.8709189295768738	1.3163237571716309	1.86461341381073	0.004059820901602507	1.4788830280303955	1.6403288841247559	0.0025610318407416344	1.431032419204712	1.6018433570861816	0.004194748587906361
4800.0	-14427.587890625	-3938.30029296875	-5927.1513671875	-4562.13671875	0.5794804692268372	1.3081258535385132	0.8721151947975159	1.312608242034912	1.865116834640503	0.004008954390883446	1.4845609664916992	1.6492005586624146	0.0025614891201257706	1.4277613162994385	1.6031612157821655	0.004199288785457611
4900.0	-14438.49609375	-3947.0712890625	-5928.9326171875	-4562.49267578125	0.589015781879425	1.3234484195709229	0.8732597827911377	1.3093370199203491	1.865602970123291	0.003968296106904745	1.4903970956802368	1.6583646535873413	0.0025620129890739918	1.4243701696395874	1.6045368909835815	0.004204661585390568
5000.0	-14446.40234375	-3952.782958984375	-5930.763671875	-4562.85546875	0.5969005823135376	1.3394166231155396	0.8743596076965332	1.3063981533050537	1.8660798072814941	0.0039381044916808605	1.496382713317871	1.6678218841552734	0.0025624085683375597	1.4208524227142334	1.605973482131958	0.004210628569126129
5100.0	-14452.44140625	-3956.56982421875	-5932.63720703125	-4563.23388671875	0.6034814715385437	1.3560477495193481	0.8754210472106934	1.3037002086639404	1.8665566444396973	0.003917754162102938	1.5025341510772705	1.677571415901184	0.002562757348641753	1.4172015190124512	1.607473611831665	0.004216956906020641
5200.0	-14457.310546875	-3959.1572265625	-5934.5390625	-4563.61376953125	0.6090388894081116	1.37336003780365	0.8764477372169495	1.3011711835861206	1.8670430183410645	0.003906032769009471	1.5088518857955933	1.6876122951507568	0.0025629692245274782	1.4134118556976318	1.60904061794281	0.0042234985157847404
5300.0	-14461.4609375	-3960.985595703125	-5936.4765625	-4563.99951171875	0.6137927174568176	1.3913711309432983	0.8774413466453552	1.298755407333374	1.8675388097763062	0.00390144856646657	1.5153467655181885	1.697943091392517	0.002563223009929061	1.409477710723877	1.6106772422790527	0.004230122081935406
5400.0	-14465.181640625	-3962.32763671875	-5938.45654296875	-4564.3974609375	0.617913007736206	1.4101002216339111	0.878403902053833	1.296410083770752	1.8680481910705566	0.0039024478755891323	1.522019386291504	1.708562970161438	0.0025633554905653	1.4053943157196045	1.6123863458633423	0.004236739128828049
5500.0	-14468.6181640625	-3963.35009765625	-5940.4638671875	-4564.8037109375	0.6215307116508484	1.4295660257339478	0.8793350458145142	1.2941021919250488	1.8685765266418457	0.003907573409378529	1.5288779735565186	1.719469428062439	0.0025636039208620787	1.4011567831039429	1.6141717433929443	0.004243322182446718
5600.0	-14471.876953125	-3964.16015625	-5942.49560546875	-4565.220703125	0.6247450113296509	1.4497885704040527	0.8802350759506226	1.2918014526367188	1.8691235780715942	0.003915578126907349	1.5359230041503906	1.7306607961654663	0.002563823712989688	1.3967599868774414	1.6160359382629395	0.004249795340001583
