Iteration	Total_Loss	fm1_Loss	fm2_Loss	Lambda_hyp_1	Lambda_hyp_2	('sensor 1', 1)_alpha	('sensor 1', 1)_xi	('sensor 1', 1)_sigma	('sensor 1', 2)_alpha	('sensor 1', 2)_xi	('sensor 1', 2)_sigma
45000.0	8895.0244140625	1662.02197265625	7233.00244140625	0.29050731658935547	0.4532003700733185	30.10860252380371	10.719390869140625	0.522102952003479	36.05622482299805	2.4663662910461426	0.62143474817276
