Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	('T3', 1)_alpha	('T3', 1)_xi	('T3', 1)_sigma	('T3', 2)_alpha	('T3', 2)_xi	('T3', 2)_sigma	('T3', 3)_alpha	('T3', 3)_xi	('T3', 3)_sigma
1500.0	-11244.4580078125	-3592.443603515625	-4721.96044921875	-2930.0537109375	0.8767080307006836	0.8716118335723877	0.579819917678833	0.6333140730857849	1.3208229541778564	0.003998933359980583	1.2147372961044312	1.5040477514266968	0.002251299796625972	2.269867181777954	1.948447346687317	0.0057503716088831425
1600.0	-11275.095703125	-3594.60546875	-4727.72509765625	-2952.76611328125	0.8840468525886536	0.8694311380386353	0.5823878049850464	0.6336659789085388	1.3443138599395752	0.004000361077487469	1.205069899559021	1.5151655673980713	0.002251457190141082	2.3123862743377686	1.9783157110214233	0.005716413259506226
1700.0	-11305.51953125	-3596.756591796875	-4733.49755859375	-2975.26513671875	0.8917087912559509	0.8672690987586975	0.5847871899604797	0.6356212496757507	1.3683823347091675	0.0040029482915997505	1.1957409381866455	1.5267133712768555	0.002251851139590144	2.3542063236236572	2.0091190338134766	0.005680182483047247
1800.0	-11335.732421875	-3598.90234375	-4739.267578125	-2997.56201171875	0.8997081518173218	0.8651419281959534	0.5870384573936462	0.6386858224868774	1.393045425415039	0.004005784168839455	1.186856746673584	1.5386863946914673	0.0022524516098201275	2.3954403400421143	2.0408031940460205	0.00564161641523242
1900.0	-11365.71875	-3601.04443359375	-4745.03173828125	-3019.64306640625	0.908055305480957	0.8630654811859131	0.5891586542129517	0.6424856781959534	1.4183220863342285	0.004008500836789608	1.1785207986831665	1.5510811805725098	0.002253183163702488	2.436184883117676	2.0733206272125244	0.005600643809884787
2000.0	-11395.462890625	-3603.1865234375	-4750.77880859375	-3041.497802734375	0.9167606234550476	0.8610579371452332	0.5911624431610107	0.646747887134552	1.4442366361618042	0.004010982345789671	1.1708320379257202	1.5638957023620605	0.0022540695499628782	2.4765260219573975	2.106626510620117	0.00555720180273056
2100.0	-11424.974609375	-3605.33251953125	-4756.51025390625	-3063.13134765625	0.9258347153663635	0.859134316444397	0.5930622220039368	0.651282787322998	1.4708207845687866	0.004013204015791416	1.1638847589492798	1.5771294832229614	0.0022551091387867928	2.5165367126464844	2.140683650970459	0.005511234048753977
2200.0	-11454.23046875	-3607.484130859375	-4762.2216796875	-3084.524169921875	0.9352891445159912	0.8573113083839417	0.5948687791824341	0.6559621691703796	1.4981144666671753	0.004015185404568911	1.1577616930007935	1.5907835960388184	0.002256270032376051	2.556283473968506	2.17545747756958	0.00546268979087472
2300.0	-11483.251953125	-3609.64892578125	-4767.927734375	-3105.67626953125	0.9451360106468201	0.8556022644042969	0.5965915322303772	0.6607047915458679	1.5261640548706055	0.004016944207251072	1.1525367498397827	1.6048599481582642	0.00225755269639194	2.5958237648010254	2.2109172344207764	0.005411529913544655
2400.0	-11512.033203125	-3611.8291015625	-4773.6220703125	-3126.58251953125	0.9553870558738708	0.854017972946167	0.5982388854026794	0.665468692779541	1.5550155639648438	0.004018475767225027	1.148270606994629	1.619362235069275	0.002258962718769908	2.6352121829986572	2.2470340728759766	0.005357729736715555
2500.0	-11540.5615234375	-3614.030517578125	-4779.310546875	-3147.220947265625	0.9660535454750061	0.8525688648223877	0.5998184084892273	0.6702390909194946	1.5847113132476807	0.004019774962216616	1.1450072526931763	1.634294867515564	0.002260470762848854	2.6744942665100098	2.2837798595428467	0.005301279481500387
2600.0	-11568.8583984375	-3616.25537109375	-4785.00732421875	-3167.595703125	0.9771445393562317	0.8512607216835022	0.6013374328613281	0.67502760887146	1.615282416343689	0.00402083108201623	1.1427782773971558	1.6496633291244507	0.0022620682138949633	2.7137203216552734	2.3211264610290527	0.005242186598479748
2700.0	-11596.89453125	-3618.50244140625	-4790.7060546875	-3187.68505859375	0.9886663556098938	0.8500975370407104	0.6028018593788147	0.6798662543296814	1.646741271018982	0.00402161804959178	1.1415960788726807	1.6654750108718872	0.0022637690417468548	2.752920627593994	2.3590455055236816	0.005180490203201771
2800.0	-11624.662109375	-3620.77001953125	-4796.42578125	-3207.466796875	1.0006223917007446	0.8490802645683289	0.6042184233665466	0.6847939491271973	1.6790788173675537	0.004022129345685244	1.1414592266082764	1.6817365884780884	0.0022655483335256577	2.792149782180786	2.3975069522857666	0.0051162526942789555
2900.0	-11652.140625	-3623.05078125	-4802.1669921875	-3226.92333984375	1.0130125284194946	0.8482065200805664	0.6055927872657776	0.6898500919342041	1.7122646570205688	0.004022358916699886	1.1423513889312744	1.6984566450119019	0.0022673956118524075	2.8314383029937744	2.4364800453186035	0.005049579776823521
3000.0	-11679.306640625	-3625.338623046875	-4807.9287109375	-3246.03955078125	1.025834560394287	0.8474717736244202	0.6069298982620239	0.6950697898864746	1.7462506294250488	0.004022311419248581	1.1442443132400513	1.7156435251235962	0.0022693464998155832	2.870820999145508	2.475933313369751	0.004980621859431267
3100.0	-11706.119140625	-3627.62451171875	-4813.7236328125	-3264.77197265625	1.0390870571136475	0.846869707107544	0.608234703540802	0.700465977191925	1.7809797525405884	0.004022032953798771	1.1470987796783447	1.733306646347046	0.0022713413927704096	2.9103286266326904	2.5158393383026123	0.004909583833068609
3200.0	-11732.572265625	-3629.90234375	-4819.548828125	-3283.12060546875	1.0527697801589966	0.8463922739028931	0.6095115542411804	0.7060355544090271	1.8163957595825195	0.004021564498543739	1.1508667469024658	1.7514550685882568	0.0022734005469828844	2.94998836517334	2.5561718940734863	0.004836730193346739
3300.0	-11758.603515625	-3632.16552734375	-4825.40771484375	-3301.0302734375	1.0668851137161255	0.8460295796394348	0.6107642650604248	0.7117484211921692	1.8524538278579712	0.004020954016596079	1.155495047569275	1.7700978517532349	0.0022754885721951723	2.98982310295105	2.5969088077545166	0.0047623999416828156
3400.0	-11784.20703125	-3634.409423828125	-4831.29150390625	-3318.50634765625	1.0814402103424072	0.8457723259925842	0.6119954586029053	0.7175607681274414	1.8891258239746094	0.004020246211439371	1.1609269380569458	1.7892431020736694	0.0022776536643505096	3.029850482940674	2.6380324363708496	0.004687016364187002
3500.0	-11809.341796875	-3636.634765625	-4837.205078125	-3335.501953125	1.0964453220367432	0.8456108570098877	0.6132078766822815	0.7234274744987488	1.926400899887085	0.004019468557089567	1.167104959487915	1.8088994026184082	0.0022798252757638693	3.070084571838379	2.6795296669006348	0.004611074924468994
3600.0	-11834.001953125	-3638.841796875	-4843.14892578125	-3352.01220703125	1.1119122505187988	0.8455327153205872	0.6144035458564758	0.729310154914856	1.9642821550369263	0.004018653184175491	1.1739712953567505	1.8290741443634033	0.0022820145823061466	3.110535144805908	2.72139310836792	0.004535158164799213
3700.0	-11858.1298828125	-3641.029296875	-4849.10888671875	-3367.9912109375	1.127853274345398	0.8455297350883484	0.615583598613739	0.7351870536804199	2.002777338027954	0.00401780242100358	1.181469202041626	1.8497743606567383	0.002284260466694832	3.15120530128479	2.7636215686798096	0.004459941294044256
3800.0	-11881.7470703125	-3643.198486328125	-4855.091796875	-3383.45703125	1.144277811050415	0.8455929756164551	0.6167483925819397	0.7410499453544617	2.0418899059295654	0.004016892518848181	1.1895467042922974	1.871005892753601	0.0022865089122205973	3.1920952796936035	2.806220531463623	0.004386166576296091
3900.0	-11904.822265625	-3645.3486328125	-4861.08837890625	-3398.38525390625	1.161191701889038	0.8457136154174805	0.6178978681564331	0.7469265460968018	2.081608295440674	0.004015923477709293	1.1981528997421265	1.8927748203277588	0.002288777381181717	3.233199119567871	2.8492040634155273	0.004314642399549484
4000.0	-11927.357421875	-3647.474365234375	-4867.0947265625	-3412.787841796875	1.1785954236984253	0.8458831906318665	0.6190314292907715	0.7528546452522278	2.121894359588623	0.0040148780681192875	1.2072407007217407	1.9150865077972412	0.0022910628467798233	3.274506092071533	2.892592430114746	0.0042461976408958435
4100.0	-11949.353515625	-3649.57275390625	-4873.111328125	-3426.66943359375	1.1964848041534424	0.8460959196090698	0.6201481819152832	0.7588880658149719	2.1626834869384766	0.004013733472675085	1.2167689800262451	1.93794584274292	0.0022933585569262505	3.316002368927002	2.936415433883667	0.004181657452136278
4200.0	-11970.826171875	-3651.63330078125	-4879.12255859375	-3440.07080078125	1.2148517370224	0.8463453650474548	0.6212465763092041	0.7650787830352783	2.2038819789886475	0.004012512043118477	1.2267003059387207	1.9613573551177979	0.0022956705652177334	3.357670307159424	2.9807066917419434	0.004121796693652868
4300.0	-11991.7841796875	-3653.64794921875	-4885.138671875	-3452.997314453125	1.2336876392364502	0.8466251492500305	0.6223245859146118	0.771461546421051	2.2453761100769043	0.004011227749288082	1.237000584602356	1.9853246212005615	0.0022979448549449444	3.39949369430542	3.025503635406494	0.004067289177328348
4400.0	-12012.28515625	-3655.6083984375	-4891.13720703125	-3465.53955078125	1.2529869079589844	0.8469314575195312	0.6233812570571899	0.7780488133430481	2.28704571723938	0.004009920638054609	1.2476409673690796	2.009850025177002	0.0023002848029136658	3.441457986831665	3.0708425045013428	0.004018669947981834
4500.0	-12032.3505859375	-3657.50830078125	-4897.12646484375	-3477.7158203125	1.2727519273757935	0.8472604155540466	0.6244153380393982	0.7848200798034668	2.3287851810455322	0.004008632153272629	1.2585980892181396	2.03493595123291	0.0023025486152619123	3.4835498332977295	3.116758346557617	0.003976249136030674
4600.0	-12051.99609375	-3659.345703125	-4903.0986328125	-3489.55126953125	1.2929965257644653	0.8476081490516663	0.6254261136054993	0.7917138338088989	2.3705127239227295	0.004007407929748297	1.269851803779602	2.060581684112549	0.002304823836311698	3.5257606506347656	3.1632814407348633	0.003940165042877197
4700.0	-12071.3037109375	-3661.121826171875	-4909.0419921875	-3501.1396484375	1.31374990940094	0.8479727506637573	0.6264128684997559	0.7986499071121216	2.41219425201416	0.0040062894113361835	1.2813855409622192	2.0867865085601807	0.002307100687175989	3.568084239959717	3.210435152053833	0.003910308238118887
4800.0	-12090.265625	-3662.83935546875	-4914.9609375	-3512.465087890625	1.3350563049316406	0.8483525514602661	0.6273761987686157	0.8055394291877747	2.453845977783203	0.004005311522632837	1.2931878566741943	2.11354660987854	0.002309353556483984	3.610521078109741	3.258233070373535	0.003886387450620532
4900.0	-12108.953125	-3664.50390625	-4920.84375	-3523.60595703125	1.3569700717926025	0.8487451672554016	0.6283167004585266	0.8123027682304382	2.495521306991577	0.0040044584311544895	1.3052492141723633	2.140857458114624	0.002311548450961709	3.6530699729919434	3.306682825088501	0.0038679284043610096
5000.0	-12127.3525390625	-3666.13037109375	-4926.68408203125	-3534.5380859375	1.3795576095581055	0.8491489887237549	0.6292358040809631	0.8188824653625488	2.5373148918151855	0.004003750625997782	1.3175607919692993	2.1687142848968506	0.0023137747775763273	3.695735216140747	3.3557827472686768	0.00385433342307806
5100.0	-12145.521484375	-3667.722900390625	-4932.48291015625	-3545.31591796875	1.4028874635696411	0.8495650291442871	0.630135178565979	0.8252549767494202	2.579331398010254	0.004003139212727547	1.330113410949707	2.1971118450164795	0.002315930090844631	3.738525629043579	3.405519723892212	0.0038449978455901146
5200.0	-12163.4267578125	-3669.29443359375	-4938.22265625	-3555.9091796875	1.427026629447937	0.8499881029129028	0.6310175657272339	0.8314377665519714	2.621676445007324	0.004002614412456751	1.3428980112075806	2.226046085357666	0.0023180823773145676	3.781452178955078	3.45587420463562	0.0038391947746276855
5300.0	-12181.1015625	-3670.85107421875	-4943.90234375	-3566.34814453125	1.4520353078842163	0.8504199385643005	0.6318846344947815	0.8374698162078857	2.6644346714019775	0.004002113826572895	1.3559041023254395	2.255513906478882	0.002320202300325036	3.824523687362671	3.5068225860595703	0.003836281131953001
5400.0	-12198.5546875	-3672.3955078125	-4949.5400390625	-3576.619140625	1.4779627323150635	0.8508583307266235	0.632738471031189	0.843409538269043	2.707660675048828	0.004001634195446968	1.3691174983978271	2.285515546798706	0.0023223559837788343	3.867744207382202	3.558340549468994	0.003835643408820033
5500.0	-12215.71484375	-3673.9287109375	-4955.1083984375	-3586.677734375	1.5048460960388184	0.851300060749054	0.6335799694061279	0.8493200540542603	2.751375913619995	0.004001122433692217	1.3825244903564453	2.316053867340088	0.002324555767700076	3.911116361618042	3.6104085445404053	0.003836789634078741
5600.0	-12232.6904296875	-3675.45166015625	-4960.625	-3596.6142578125	1.5327119827270508	0.8517425060272217	0.6344099640846252	0.8552525639533997	2.7955691814422607	0.004000601824373007	1.3961102962493896	2.3471338748931885	0.002326660556718707	3.95463228225708	3.6630148887634277	0.003839293960481882
5700.0	-12249.3935546875	-3676.966552734375	-4966.08203125	-3606.3447265625	1.561578392982483	0.8521853089332581	0.6352278590202332	0.8612410426139832	2.8402087688446045	0.004000046290457249	1.4098600149154663	2.378763198852539	0.002328756731003523	3.9982824325561523	3.7161543369293213	0.0038427722174674273
5800.0	-12265.8662109375	-3678.467041015625	-4971.4765625	-3615.923095703125	1.5914579629898071	0.8526250123977661	0.6360318660736084	0.8673028349876404	2.8852508068084717	0.0039994684047997	1.4237613677978516	2.4109506607055664	0.0023308582603931427	4.042044639587402	3.769838809967041	0.003846989246085286
5900.0	-12282.1083984375	-3679.953125	-4976.8232421875	-3625.332275390625	1.6223628520965576	0.8530611395835876	0.6368212103843689	0.8734243512153625	2.9306581020355225	0.003998889122158289	1.4378020763397217	2.4437050819396973	0.0023329262621700764	4.085894584655762	3.8240888118743896	0.0038517096545547247
6000.0	-12298.130859375	-3681.423828125	-4982.1064453125	-3634.6005859375	1.6543054580688477	0.8534933924674988	0.6375925540924072	0.879591166973114	2.97640061378479	0.003998308442533016	1.4519743919372559	2.4770357608795166	0.0023350100964307785	4.129810810089111	3.878933906555176	0.003856730880215764
6100.0	-12313.98046875	-3682.880126953125	-4987.34765625	-3643.752685546875	1.687300443649292	0.8539178371429443	0.6383443474769592	0.8857918977737427	3.0224623680114746	0.003997737541794777	1.4662747383117676	2.510951519012451	0.0023370059207081795	4.1737751960754395	3.9344100952148438	0.0038619048427790403
6200.0	-12329.6357421875	-3684.321533203125	-4992.525390625	-3652.7890625	1.721362829208374	0.8543369770050049	0.6390737891197205	0.8920304179191589	3.068835496902466	0.003997176885604858	1.4806950092315674	2.545459270477295	0.0023390206042677164	4.2177581787109375	3.9905502796173096	0.0038671125657856464
6300.0	-12345.1328125	-3685.74658203125	-4997.66015625	-3661.726806640625	1.756505012512207	0.8547466993331909	0.639780580997467	0.8983309268951416	3.1155104637145996	0.003996606916189194	1.4952309131622314	2.580568313598633	0.002340944716706872	4.261770248413086	4.047377109527588	0.0038722732570022345
6400.0	-12360.4306640625	-3687.15380859375	-5002.7412109375	-3670.5361328125	1.7927342653274536	0.855149507522583	0.64046311378479	0.9047216176986694	3.162464141845703	0.003996037412434816	1.5098704099655151	2.6162869930267334	0.002342861145734787	4.305802345275879	4.104902744293213	0.0038772395346313715
6500.0	-12375.572265625	-3688.5458984375	-5007.76953125	-3679.25634765625	1.8300490379333496	0.8555415272712708	0.6411229372024536	0.9112600684165955	3.2096545696258545	0.003995443694293499	1.5246027708053589	2.652625799179077	0.002344737993553281	4.349890232086182	4.163114547729492	0.003881957149133086
6600.0	-12390.5517578125	-3689.9208984375	-5012.76513671875	-3687.866455078125	1.8684420585632324	0.8559231162071228	0.6417609453201294	0.9179879426956177	3.257020950317383	0.003994850907474756	1.5394086837768555	2.6895978450775146	0.002346607856452465	4.394061088562012	4.221994876861572	0.003886320162564516
6700.0	-12405.357421875	-3691.27294921875	-5017.69921875	-3696.384765625	1.907902717590332	0.8562895059585571	0.6423792839050293	0.9249323010444641	3.3044872283935547	0.0039942506700754166	1.5542705059051514	2.7272188663482666	0.0023484029807150364	4.438348770141602	4.28151273727417	0.0038902501109987497
6800.0	-12420.0	-3692.59765625	-5022.60498046875	-3704.796630859375	1.948406457901001	0.8566403388977051	0.6429792642593384	0.9320998787879944	3.3519742488861084	0.003993658348917961	1.569154143333435	2.7655093669891357	0.0023501983378082514	4.482778072357178	4.34163236618042	0.0038937965873628855
6900.0	-12434.408203125	-3693.89794921875	-5027.47265625	-3713.037109375	1.9899489879608154	0.8569725751876831	0.6435620784759521	0.9394708871841431	3.3994126319885254	0.003993090707808733	1.5840333700180054	2.8044936656951904	0.002351982519030571	4.527379989624023	4.402316570281982	0.003896871814504266
7000.0	-12448.68359375	-3695.17236328125	-5032.30224609375	-3721.209228515625	2.0325138568878174	0.8572827577590942	0.6441296935081482	0.9469941258430481	3.4467661380767822	0.003992574289441109	1.5988752841949463	2.8441989421844482	0.0023537345696240664	4.572170257568359	4.463531970977783	0.003899614093825221
7100.0	-12462.765625	-3696.42041015625	-5037.111328125	-3729.234375	2.076103687286377	0.8575677871704102	0.6446839570999146	0.9546142816543579	3.494035482406616	0.003992114681750536	1.6136492490768433	2.8846538066864014	0.0023554281797260046	4.617161273956299	4.525247573852539	0.0039020206313580275
7200.0	-12476.6416015625	-3697.645751953125	-5041.89990234375	-3737.095703125	2.120701789855957	0.8578260540962219	0.6452269554138184	0.962273359298706	3.541266679763794	0.0039917342364788055	1.6283291578292847	2.9258882999420166	0.002357084071263671	4.662359714508057	4.587430000305176	0.0039041638374328613
7300.0	-12490.3935546875	-3698.846435546875	-5046.673828125	-3744.872802734375	2.1664557456970215	0.8580567836761475	0.6457582712173462	0.9699268937110901	3.5885627269744873	0.003991421777755022	1.6429035663604736	2.967923402786255	0.002358728554099798	4.707766056060791	4.650050163269043	0.0039060371927917004
7400.0	-12503.9912109375	-3700.07373046875	-5051.427734375	-3752.489501953125	2.213941812515259	0.8582620024681091	0.6462814211845398	0.9776228070259094	3.6360647678375244	0.0039911894127726555	1.6573747396469116	3.0107758045196533	0.0023601693101227283	4.753388404846191	4.713076591491699	0.003907716367393732
7500.0	-12517.537109375	-3701.45654296875	-5056.16796875	-3759.91162109375	2.284712076187134	0.8584417104721069	0.6467986702919006	0.985640823841095	3.683922529220581	0.003990950062870979	1.6717643737792969	3.0544512271881104	0.002361650113016367	4.799228668212891	4.7764787673950195	0.0039092437364161015
7600.0	-12531.03125	-3702.880859375	-5060.890625	-3767.260009765625	2.354543685913086	0.8586019277572632	0.6473097205162048	0.9966409802436829	3.732146739959717	0.003990812227129936	1.6860958337783813	3.0989418029785156	0.002363031031563878	4.8452863693237305	4.840229511260986	0.003910786937922239
7700.0	-12543.740234375	-3703.693115234375	-5065.5966796875	-3774.450439453125	2.384166717529297	0.8587483167648315	0.6478186845779419	0.993162989616394	3.781477212905884	0.003993535414338112	1.700413703918457	3.144230604171753	0.0023642482701689005	4.8915696144104	4.904297828674316	0.003912093583494425
7800.0	-12556.390625	-3704.6376953125	-5070.25927734375	-3781.494384765625	2.3934664726257324	0.8588849902153015	0.6483263969421387	1.0066266059875488	3.8312997817993164	0.003990719094872475	1.714765191078186	3.1902878284454346	0.002365382621064782	4.938077449798584	4.968663692474365	0.003913307096809149
7900.0	-12568.259765625	-3705.01953125	-5074.896484375	-3788.34326171875	2.3940467834472656	0.8590177297592163	0.6488351225852966	1.0113203525543213	3.882152557373047	0.003990734927356243	1.7292033433914185	3.237075090408325	0.0023663935717195272	4.984816551208496	5.03331184387207	0.003914504311978817
8000.0	-12580.181640625	-3705.59814453125	-5079.48388671875	-3795.10009765625	2.3953917026519775	0.8591545820236206	0.6493455767631531	1.014459252357483	3.9340262413024902	0.003990817349404097	1.7437766790390015	3.284545421600342	0.0023672999814152718	5.031777858734131	5.09824275970459	0.00391578022390604
8100.0	-12591.890625	-3706.18896484375	-5083.99609375	-3801.70458984375	2.3960468769073486	0.8593014478683472	0.6498585939407349	1.01767897605896	3.9867632389068604	0.0039906976744532585	1.7585389614105225	3.3326449394226074	0.0023682103492319584	5.0789475440979	5.163466930389404	0.003917031455785036
8200.0	-12603.513671875	-3706.8642578125	-5088.4697265625	-3808.18017578125	2.3959436416625977	0.8594635128974915	0.650373101234436	1.020416021347046	4.040335178375244	0.003990713972598314	1.773540735244751	3.3813135623931885	0.0023689959198236465	5.126308441162109	5.229000568389893	0.00391837814822793
8300.0	-12614.48046875	-3707.1025390625	-5092.84765625	-3814.5302734375	2.366891384124756	0.8596466183662415	0.6508896946907043	1.0107543468475342	4.096102714538574	0.003990850877016783	1.7888301610946655	3.430485486984253	0.002369646681472659	5.173834323883057	5.294878005981445	0.00391963729634881
8400.0	-12608.9296875	-3691.02880859375	-5097.13916015625	-3820.76220703125	2.3413281440734863	0.85985267162323	0.6514073610305786	0.9963300228118896	4.169188499450684	0.004821224603801966	1.8044461011886597	3.4800963401794434	0.0023703419137746096	5.221503734588623	5.361137390136719	0.0039210538379848
8500.0	-12635.947265625	-3707.701904296875	-5101.3427734375	-3826.90234375	2.3358511924743652	0.8600882887840271	0.6519245505332947	0.9927152395248413	4.195497989654541	0.003991113975644112	1.8204009532928467	3.5300817489624023	0.0023709365632385015	5.269292831420898	5.427818298339844	0.003922583069652319
8600.0	-12646.275390625	-3707.923828125	-5105.4384765625	-3832.91259765625	2.3358511924743652	0.8603519797325134	0.6524383425712585	0.9951629638671875	4.217186450958252	0.003990704193711281	1.8366931676864624	3.5803918838500977	0.0023715978022664785	5.317150115966797	5.494968891143799	0.003924055490642786
8700.0	-12656.53125	-3708.14697265625	-5109.4384765625	-3838.94482421875	2.3358511924743652	0.8606398105621338	0.6529500484466553	0.9976472854614258	4.23972225189209	0.003990722820162773	1.8532798290252686	3.630990505218506	0.0023722818586975336	5.365070819854736	5.56262731552124	0.003925468306988478
8800.0	-12666.5478515625	-3708.380859375	-5113.32861328125	-3844.839111328125	2.3358511924743652	0.8609440922737122	0.6534550189971924	1.0001680850982666	4.263121604919434	0.0039906855672597885	1.8700770139694214	3.6818625926971436	0.0023729484528303146	5.413023948669434	5.6308274269104	0.003926862496882677
8900.0	-12676.3759765625	-3708.619384765625	-5117.107421875	-3850.649169921875	2.3358511924743652	0.8612604141235352	0.6539546847343445	1.0027271509170532	4.287396430969238	0.003990647383034229	1.886994481086731	3.733015298843384	0.0023738376330584288	5.460993766784668	5.699591159820557	0.0039281295612454414
9000.0	-12686.1142578125	-3708.864501953125	-5120.814453125	-3856.435546875	2.3358511924743652	0.8615768551826477	0.6544459462165833	1.0053247213363647	4.31256103515625	0.0039906129240989685	1.9039239883422852	3.7844769954681396	0.0023746415972709656	5.508963584899902	5.76893424987793	0.003929284866899252
9100.0	-12695.705078125	-3709.1142578125	-5124.41796875	-3862.17333984375	2.3358511924743652	0.8618872165679932	0.6549259424209595	1.0079667568206787	4.338627815246582	0.003990571480244398	1.9207682609558105	3.8362879753112793	0.002375490264967084	5.55690860748291	5.838860034942627	0.003930543549358845
9200.0	-12705.1328125	-3709.36865234375	-5127.953125	-3867.810546875	2.3358511924743652	0.8621828556060791	0.655396580696106	1.010648488998413	4.365603446960449	0.0039905402809381485	1.9374496936798096	3.888497829437256	0.0023764523211866617	5.604848861694336	5.909358501434326	0.003931581042706966
9300.0	-12714.4296875	-3709.6279296875	-5131.4130859375	-3873.388671875	2.3358511924743652	0.8624657988548279	0.6558544635772705	1.0133754014968872	4.39349365234375	0.0039905039593577385	1.953939437866211	3.941152811050415	0.0023774136789143085	5.652817249298096	5.980404376983643	0.003932526335120201
