Iteration	Total_Loss	fm1_Loss	fm2_Loss	Lambda_hyp_1	Lambda_hyp_2	('sensor 1', 1)_alpha	('sensor 1', 1)_xi	('sensor 1', 1)_sigma	('sensor 1', 2)_alpha	('sensor 1', 2)_xi	('sensor 1', 2)_sigma
10000.0	71650.625	18291.216796875	53359.41015625	0.24981053173542023	0.3651682734489441	3.5552403926849365	0.53583824634552	0.0079715671017766	7.0642218589782715	0.6654205322265625	0.014496192336082458
