Iteration	Total_Loss	fm1_Loss	fm2_Loss	Lambda_hyp_1	Lambda_hyp_2	('sensor 2', 1)_alpha	('sensor 2', 1)_xi	('sensor 2', 1)_sigma	('sensor 2', 2)_alpha	('sensor 2', 2)_xi	('sensor 2', 2)_sigma
3300.0	3370114.0	1509372.75	1860741.25	0.860012412071228	0.3732262849807739	2.1439552307128906	1.5906554460525513	0.02500762790441513	1.4573866128921509	1.673555612564087	0.006268706172704697
3400.0	3301961.0	1475790.5	1826170.375	0.8573145270347595	0.3751091957092285	2.159562110900879	1.5786044597625732	0.02556569315493107	1.4716236591339111	1.673391342163086	0.006291908677667379
3500.0	3235297.0	1443239.875	1792057.0	0.8543864488601685	0.3767298758029938	2.1757278442382812	1.5659769773483276	0.026127010583877563	1.4861663579940796	1.6732244491577148	0.006316090933978558
3600.0	3169816.25	1411446.75	1758369.5	0.851190447807312	0.37811335921287537	2.1924824714660645	1.5527232885360718	0.02669169008731842	1.5010144710540771	1.6730462312698364	0.0063412804156541824
3700.0	3105498.25	1380414.75	1725083.5	0.8476799726486206	0.3792843520641327	2.209860324859619	1.538771152496338	0.027259787544608116	1.516168475151062	1.6728647947311401	0.006367504131048918
3800.0	3042118.25	1349932.0	1692186.25	0.843795657157898	0.3802666962146759	2.227907419204712	1.5240435600280762	0.02783128432929516	1.5316274166107178	1.6726740598678589	0.006394790951162577
3900.0	2979612.5	1319940.25	1659672.375	0.8394612073898315	0.38108325004577637	2.2466821670532227	1.5084353685379028	0.0284060537815094	1.547391414642334	1.6724764108657837	0.006423169746994972
4000.0	2917729.75	1290187.0	1627542.75	0.834576427936554	0.38175562024116516	2.2662596702575684	1.4918107986450195	0.028983844444155693	1.5634597539901733	1.6722733974456787	0.0064526693895459175
4100.0	2856288.75	1260488.25	1595800.5	0.8290054202079773	0.3823035657405853	2.286743402481079	1.4739803075790405	0.029564188793301582	1.579831838607788	1.6720588207244873	0.0064833215437829494
4200.0	2794856.0	1230402.625	1564453.375	0.8225606679916382	0.38274529576301575	2.308279514312744	1.4546968936920166	0.030146300792694092	1.5965074300765991	1.6718376874923706	0.006515157874673605
4300.0	2732830.25	1199323.25	1533507.0	0.8149720430374146	0.38309720158576965	2.331080675125122	1.4335994720458984	0.030728861689567566	1.6134858131408691	1.6716095209121704	0.006548210512846708
4400.0	2669232.0	1166260.75	1502971.125	0.8058340549468994	0.38337376713752747	2.3554697036743164	1.4101601839065552	0.03130975365638733	1.63076651096344	1.6713711023330688	0.0065825097262859344
4500.0	2602121.5	1129269.75	1472851.75	0.7945091128349304	0.38358765840530396	2.381962299346924	1.383578896522522	0.031885258853435516	1.6483488082885742	1.6711232662200928	0.006618089973926544
4600.0	2527699.5	1084541.125	1443158.375	0.7799345254898071	0.38374999165534973	2.41144061088562	1.352588176727295	0.032448649406433105	1.666232705116272	1.6708669662475586	0.006654984317719936
4700.0	2436931.5	1023034.875	1413896.625	0.7602445483207703	0.3838704228401184	2.445485830307007	1.3151414394378662	0.03298677131533623	1.6844178438186646	1.6706016063690186	0.006693228147923946
4800.0	2308244.75	923172.5	1385072.25	0.7321704626083374	0.38395699858665466	2.486971616744995	1.268047571182251	0.033472202718257904	1.7029039859771729	1.670326590538025	0.006732854526489973
4900.0	2101613.5	744922.3125	1356691.25	0.6916847825050354	0.3840165436267853	2.5397369861602783	1.208074688911438	0.03385110944509506	1.7216908931732178	1.670040488243103	0.0067738997749984264
5000.0	1836699.625	507940.75	1328758.875	0.6425884366035461	0.38405469059944153	2.6011765003204346	1.138983964920044	0.034068647772073746	1.7407784461975098	1.669743299484253	0.006816398352384567
5100.0	1641371.625	340096.84375	1301274.75	0.6002898812294006	0.3840761184692383	2.6575846672058105	1.0724910497665405	0.034161876887083054	1.7601664066314697	1.6694353818893433	0.006860386114567518
5200.0	1527328.25	253083.328125	1274244.875	0.5696023106575012	0.3840845823287964	2.7038421630859375	1.011978030204773	0.03420496731996536	1.7798548936843872	1.6691163778305054	0.00690589752048254
5300.0	1453279.875	205610.46875	1247669.375	0.5469412803649902	0.38408321142196655	2.7428693771362305	0.9549873471260071	0.03423026576638222	1.7998440265655518	1.668785810470581	0.006952972617000341
5400.0	1398007.5	176457.4375	1221550.0	0.5292782187461853	0.3840744197368622	2.7774171829223633	0.9000584483146667	0.03424781560897827	1.8201340436935425	1.668443202972412	0.007001643069088459
5500.0	1352708.5	156822.15625	1195886.375	0.5148809552192688	0.3840603828430176	2.809117078781128	0.8480041027069092	0.03426123037934303	1.8407251834869385	1.6680883169174194	0.007051947992295027
5600.0	1313464.5	142787.390625	1170677.125	0.5027549266815186	0.38404199481010437	2.8389275074005127	0.800927996635437	0.03427224978804588	1.8616176843643188	1.6677206754684448	0.007103924639523029
5700.0	1278251.875	132331.34375	1145920.5	0.4922902286052704	0.384021133184433	2.8674521446228027	0.7601363062858582	0.03428187593817711	1.8828116655349731	1.6673392057418823	0.007157607469707727
5800.0	1245869.5	124252.6171875	1121616.875	0.48308804631233215	0.38399749994277954	2.895109176635742	0.725348711013794	0.034290675073862076	1.9043078422546387	1.6669434309005737	0.007213033735752106
5900.0	1215554.75	117793.2109375	1097761.5	0.47487637400627136	0.3839736580848694	2.9222004413604736	0.6954005360603333	0.03429904207587242	1.926106572151184	1.6665337085723877	0.0072702402248978615
6000.0	1186820.25	112466.3671875	1074353.875	0.46746110916137695	0.3839488923549652	2.9489471912384033	0.6689591407775879	0.03430723771452904	1.9482084512710571	1.6661098003387451	0.007329263724386692
6100.0	1159340.375	107951.8984375	1051388.5	0.46069976687431335	0.3839229643344879	2.9755172729492188	0.6448022127151489	0.034315139055252075	1.9706138372421265	1.665671467781067	0.007390138227492571
6200.0	1132895.625	104032.65625	1028862.9375	0.45448288321495056	0.3838975131511688	3.0020337104797363	0.6218486428260803	0.034322962164878845	1.9933234453201294	1.6652154922485352	0.007452902849763632
6300.0	1107329.625	100554.109375	1006775.5625	0.448723703622818	0.3838723599910736	3.028604507446289	0.5991159081459045	0.034330785274505615	2.0163378715515137	1.6647443771362305	0.00751759298145771
6400.0	1082519.5	97403.203125	985116.3125	0.4433506727218628	0.38384783267974854	3.055307149887085	0.5756885409355164	0.034338369965553284	2.0396578311920166	1.6642565727233887	0.007584244012832642
6500.0	1058378.75	94493.8671875	963884.875	0.4383023977279663	0.3838237524032593	3.0822081565856934	0.5507646799087524	0.03434576094150543	2.0632846355438232	1.6637507677078247	0.007652892731130123
6600.0	1034839.125	91764.78125	943074.3125	0.4335281550884247	0.3837999105453491	3.109363555908203	0.5238867402076721	0.03435274213552475	2.087218761444092	1.6632277965545654	0.007723572663962841
6700.0	1011868.1875	89187.390625	922680.8125	0.4289901554584503	0.38377606868743896	3.1368191242218018	0.49548962712287903	0.03435923904180527	2.1114609241485596	1.662685751914978	0.007796320598572493
6800.0	989478.5625	86778.0546875	902700.5	0.4246737062931061	0.3837522268295288	3.1646134853363037	0.46762797236442566	0.03436506912112236	2.1360116004943848	1.6621246337890625	0.007871170528233051
6900.0	967704.125	84579.046875	883125.0625	0.4205895662307739	0.38372838497161865	3.1927778720855713	0.44390514492988586	0.0343702957034111	2.160871982574463	1.6615445613861084	0.00794815830886364
7000.0	946544.875	82594.8359375	863950.0625	0.41675615310668945	0.3837045431137085	3.2213430404663086	0.4274502694606781	0.034375011920928955	2.1860432624816895	1.6609430313110352	0.008027316071093082
7100.0	925945.25	80774.40625	845170.875	0.4131755232810974	0.3836832642555237	3.2503342628479004	0.4185413420200348	0.03437948226928711	2.2115261554718018	1.660320520401001	0.008108681067824364
7200.0	905842.0	79063.5546875	826778.4375	0.4098317623138428	0.3836624026298523	3.2797701358795166	0.4150122106075287	0.03438359126448631	2.2373218536376953	1.6596765518188477	0.00819228496402502
7300.0	886203.5	77432.84375	808770.625	0.4067041873931885	0.3836415410041809	3.309664249420166	0.41442763805389404	0.03438768908381462	2.2634315490722656	1.6590101718902588	0.008278162218630314
7400.0	867007.5	75868.1015625	791139.375	0.4037753641605377	0.3836206793785095	3.340027093887329	0.41520369052886963	0.03439178690314293	2.289855718612671	1.658320426940918	0.008366340771317482
7500.0	848240.125	74360.640625	773879.5	0.40103188157081604	0.38359981775283813	3.370868444442749	0.4165409803390503	0.03439588472247124	2.3165957927703857	1.6576067209243774	0.008456864394247532
7600.0	829888.3125	72903.8359375	756984.5	0.39846330881118774	0.3835795819759369	3.402195930480957	0.4180842638015747	0.034399982541799545	2.3436529636383057	1.6568682193756104	0.008549759164452553
7700.0	811939.5625	71492.3125	740447.25	0.39606064558029175	0.38356152176856995	3.434015989303589	0.41968438029289246	0.03440378978848457	2.371028423309326	1.6561040878295898	0.00864505860954523
7800.0	794383.875	70121.5	724262.375	0.39381617307662964	0.3835435211658478	3.4663336277008057	0.4212796986103058	0.034407515078783035	2.3987224102020264	1.6553138494491577	0.008742794394493103
7900.0	777213.5	68787.6484375	708425.875	0.39172229170799255	0.38352563977241516	3.499152898788452	0.42284345626831055	0.0344112403690815	2.426736831665039	1.6544954776763916	0.00884299911558628
8000.0	760417.875	67487.59375	692930.3125	0.3897724747657776	0.38350775837898254	3.5324761867523193	0.4243628680706024	0.03441496565937996	2.4550728797912598	1.6536492109298706	0.008945705369114876
8100.0	743985.875	66218.6640625	677767.1875	0.3879599869251251	0.3834898769855499	3.56630539894104	0.425831139087677	0.03441869094967842	2.483731269836426	1.6527739763259888	0.009050942957401276
8200.0	727911.0	64978.67578125	662932.3125	0.386278361082077	0.38347360491752625	3.6006414890289307	0.4272445738315582	0.03442241623997688	2.5127131938934326	1.6518683433532715	0.009158744476735592
8300.0	712187.5	63765.72265625	648421.75	0.38472163677215576	0.3834584951400757	3.6354846954345703	0.428600937128067	0.03442629799246788	2.542020320892334	1.650931715965271	0.009269140660762787
8400.0	696803.8125	62578.29296875	634225.5	0.3832836449146271	0.38344359397888184	3.6708338260650635	0.4298994243144989	0.03443039581179619	2.571652889251709	1.6499632596969604	0.009382165968418121
8500.0	681755.9375	61415.078125	620340.875	0.38195863366127014	0.383428692817688	3.7066876888275146	0.4311397075653076	0.034434493631124496	2.6016123294830322	1.6489615440368652	0.00949784368276596
8600.0	667034.75	60275.046875	606759.6875	0.38074082136154175	0.38341379165649414	3.743043899536133	0.4323224425315857	0.034438591450452805	2.6319007873535156	1.6479251384735107	0.00961621105670929
8700.0	652634.875	59157.28125	593477.625	0.3796245753765106	0.3833988904953003	3.7799010276794434	0.4334489107131958	0.03444268926978111	2.66251802444458	1.6468534469604492	0.009737297892570496
8800.0	638547.875	58061.0546875	580486.8125	0.37860429286956787	0.38338637351989746	3.8172554969787598	0.4345208406448364	0.03444678708910942	2.6934659481048584	1.6457452774047852	0.009861131198704243
8900.0	624770.375	56985.73828125	567784.625	0.37767454981803894	0.38337427377700806	3.855104684829712	0.4355401396751404	0.03445088490843773	2.724745273590088	1.6445988416671753	0.009987744502723217
9000.0	611295.0	55930.7890625	555364.1875	0.37682998180389404	0.383362352848053	3.893444776535034	0.43650949001312256	0.03445498272776604	2.756357431411743	1.6434134244918823	0.01011717040091753
9100.0	598113.25	54895.859375	543217.375	0.3760654032230377	0.3833504319190979	3.932271718978882	0.4374314546585083	0.034459080547094345	2.7883031368255615	1.6421881914138794	0.010249435901641846
9200.0	585221.6875	53880.51171875	531341.1875	0.3753755986690521	0.3833385109901428	3.9715819358825684	0.4383087158203125	0.034463487565517426	2.8205838203430176	1.6409204006195068	0.010384573601186275
9300.0	572614.375	52884.44140625	519729.90625	0.3747556805610657	0.38332757353782654	4.01137113571167	0.43914443254470825	0.03446795791387558	2.8532001972198486	1.6396100521087646	0.010522613301873207
9400.0	560284.5625	51907.375	508377.1875	0.37420064210891724	0.3833180367946625	4.051634788513184	0.4399414658546448	0.034472428262233734	2.88615345954895	1.63825523853302	0.010663582943379879
9500.0	548227.875	50949.07421875	497278.78125	0.37370574474334717	0.38330888748168945	4.0923686027526855	0.44070321321487427	0.03447689861059189	2.919445037841797	1.6368542909622192	0.010807517915964127
9600.0	536438.9375	50009.34375	486429.59375	0.37326645851135254	0.38329994678497314	4.133567810058594	0.4414324462413788	0.03448136895895004	2.9530744552612305	1.6354056596755981	0.010954447090625763
9700.0	524909.75	49087.921875	475821.8125	0.37287840247154236	0.38329100608825684	4.175227165222168	0.4421326816082001	0.03448616713285446	2.987044095993042	1.6339077949523926	0.011104400269687176
9800.0	513638.3125	48184.6171875	465453.6875	0.3725372850894928	0.3832820653915405	4.217343807220459	0.4428068697452545	0.03449101001024246	3.0213541984558105	1.632359266281128	0.011257409118115902
9900.0	502617.625	47299.234375	455318.375	0.37223905324935913	0.3832751214504242	4.259912014007568	0.4434581995010376	0.03449585288763046	3.056006908416748	1.6307584047317505	0.011413514614105225
10000.0	491841.46875	46431.57421875	445409.90625	0.37197989225387573	0.3832685947418213	4.3029279708862305	0.44408929347991943	0.03450069576501846	3.0910017490386963	1.6291027069091797	0.011572728864848614
10100.0	481308.25	45581.4609375	435726.78125	0.37175607681274414	0.38326260447502136	4.346385955810547	0.44470351934432983	0.03450588881969452	3.126340389251709	1.62739098072052	0.011735092848539352
10200.0	471009.375	44748.6796875	426260.6875	0.3715643286705017	0.3832566440105438	4.39028263092041	0.4453033208847046	0.034511104226112366	3.1620235443115234	1.6256213188171387	0.011900638230144978
10300.0	460941.03125	43933.0234375	417008.0	0.371401309967041	0.3832506835460663	4.434612274169922	0.44589152932167053	0.03451631963253021	3.1980514526367188	1.6237915754318237	0.012069393880665302
10400.0	451098.65625	43134.3046875	407964.34375	0.37126412987709045	0.3832457661628723	4.4793701171875	0.44647035002708435	0.03452174365520477	3.2344248294830322	1.621899962425232	0.012241393327713013
10500.0	441477.46875	42352.2890625	399125.1875	0.3711499869823456	0.3832419514656067	4.524552822113037	0.44704240560531616	0.034527331590652466	3.2711446285247803	1.6199439764022827	0.01241666916757822
10600.0	432073.59375	41586.79296875	390486.8125	0.3710564076900482	0.3832387328147888	4.570154666900635	0.4476102292537689	0.03453291952610016	3.3082118034362793	1.6179219484329224	0.012595250271260738
10700.0	422881.6875	40837.5234375	382044.15625	0.37098097801208496	0.3832356333732605	4.6161723136901855	0.448175847530365	0.034538716077804565	3.34562611579895	1.615830898284912	0.012777172029018402
10800.0	413895.40625	40104.2890625	373791.125	0.3709217607975006	0.38323265314102173	4.662600994110107	0.44874098896980286	0.034544676542282104	3.3833889961242676	1.6136687994003296	0.012962463311851025
10900.0	405112.65625	39386.83984375	365725.8125	0.3708767890930176	0.3832303285598755	4.709435939788818	0.44930702447891235	0.034550637006759644	3.4215004444122314	1.6114331483840942	0.013151153922080994
11000.0	396528.65625	38684.9375	357843.71875	0.3708442747592926	0.38322925567626953	4.756674766540527	0.4498760998249054	0.03455691039562225	3.4599609375	1.6091214418411255	0.013343279249966145
11100.0	388138.5	37998.3359375	350140.15625	0.3708226978778839	0.38322892785072327	4.8043107986450195	0.4504498541355133	0.03456324338912964	3.4987714290618896	1.6067311763763428	0.013538872823119164
11200.0	379937.40625	37326.76953125	342610.625	0.3708108961582184	0.3832288086414337	4.852341175079346	0.4510290026664734	0.03456970676779747	3.5379316806793213	1.6042593717575073	0.013737962581217289
11300.0	371922.875	36670.0	335252.875	0.3708077073097229	0.3832288086414337	4.90076208114624	0.451615571975708	0.0345764122903347	3.5774424076080322	1.60170316696167	0.013940581120550632
11400.0	364088.59375	36027.76953125	328060.8125	0.3708118200302124	0.3832293450832367	4.949569225311279	0.45220980048179626	0.034583136439323425	3.6173040866851807	1.5990599393844604	0.014146761037409306
11500.0	356430.6875	35399.81640625	321030.875	0.3708226978778839	0.38323134183883667	4.998757839202881	0.45281296968460083	0.0345902144908905	3.6575162410736084	1.5963257551193237	0.01435653306543827
11600.0	348948.0	34785.8515625	314162.15625	0.37083926796913147	0.3832338750362396	5.048325061798096	0.4534263610839844	0.03459729254245758	3.6980791091918945	1.5934983491897583	0.01456992793828249
11700.0	341633.9375	34185.640625	307448.3125	0.370861291885376	0.38323676586151123	5.098267555236816	0.4540506899356842	0.03460471332073212	3.7389931678771973	1.5905741453170776	0.014786981046199799
11800.0	334485.125	33598.94921875	300886.1875	0.3708876967430115	0.38323974609375	5.1485795974731445	0.4546857178211212	0.03461216390132904	3.7802584171295166	1.5875493288040161	0.015007711946964264
11900.0	327498.59375	33025.4609375	294473.125	0.37091854214668274	0.3832436501979828	5.199257850646973	0.45533281564712524	0.03461995720863342	3.8218748569488525	1.5844205617904663	0.015232160687446594
12000.0	320669.875	32464.9375	288204.9375	0.37095293402671814	0.3832486867904663	5.250300407409668	0.45599228143692017	0.034627798944711685	3.863842010498047	1.581183910369873	0.015460354276001453
12100.0	313995.1875	31917.12890625	282078.0625	0.3709907531738281	0.38325437903404236	5.30170202255249	0.4566645324230194	0.0346359945833683	3.906160593032837	1.5778357982635498	0.015692321583628654
12200.0	307472.53125	31381.763671875	276090.78125	0.3710317313671112	0.3832603394985199	5.35345983505249	0.45734983682632446	0.034644294530153275	3.9488298892974854	1.5743722915649414	0.01592808961868286
12300.0	301095.84375	30858.59375	270237.25	0.37107565999031067	0.38326629996299744	5.405568599700928	0.45804914832115173	0.03465286269783974	3.991849422454834	1.5707883834838867	0.016167689114809036
12400.0	294863.625	30347.349609375	264516.28125	0.37112224102020264	0.3832741379737854	5.458027362823486	0.45876216888427734	0.034661661833524704	4.035219669342041	1.5670802593231201	0.01641114056110382
12500.0	288771.75	29847.798828125	258923.9375	0.3711712658405304	0.3832825720310211	5.510830879211426	0.4594893455505371	0.034670621156692505	4.0789384841918945	1.5632432699203491	0.0166584774851799
12600.0	282817.5	29359.650390625	253457.859375	0.3712223470211029	0.3832915127277374	5.563976764678955	0.46023133397102356	0.03467993438243866	4.1230082511901855	1.559272289276123	0.01690971851348877
12700.0	276996.84375	28882.7109375	248114.140625	0.37127599120140076	0.38330045342445374	5.617460250854492	0.4609870910644531	0.03468945994973183	4.167426109313965	1.555162787437439	0.017164889723062515
12800.0	271306.875	28416.705078125	242890.171875	0.3713318705558777	0.3833109140396118	5.671278953552246	0.46175792813301086	0.034699201583862305	4.212191581726074	1.5509092807769775	0.01742401160299778
12900.0	265745.34375	27961.376953125	237783.96875	0.37138909101486206	0.3833221197128296	5.725429534912109	0.4625444710254669	0.03470925986766815	4.257306098937988	1.5465062856674194	0.017687102779746056
13000.0	260307.703125	27516.544921875	232791.15625	0.37144869565963745	0.38333404064178467	5.779908180236816	0.4633450210094452	0.034719619899988174	4.302767276763916	1.541947841644287	0.017954180017113686
13100.0	254992.09375	27081.927734375	227910.171875	0.371509850025177	0.38334596157073975	5.834712028503418	0.4641616940498352	0.034730248153209686	4.348574161529541	1.5372282266616821	0.01822526566684246
13200.0	249795.609375	26657.306640625	223138.296875	0.37157243490219116	0.3833595812320709	5.889837741851807	0.46499398350715637	0.03474116697907448	4.394726276397705	1.532341480255127	0.018500367179512978
13300.0	244714.953125	26242.43359375	218472.515625	0.3716369569301605	0.38337406516075134	5.94528341293335	0.46584171056747437	0.03475239500403404	4.441224098205566	1.527280569076538	0.01877949945628643
13400.0	239747.09375	25837.126953125	213909.96875	0.37170252203941345	0.3833889663219452	6.001043796539307	0.46670496463775635	0.03476395085453987	4.488065719604492	1.5220389366149902	0.019062669947743416
13500.0	234890.0625	25441.119140625	209448.9375	0.37176966667175293	0.38340458273887634	6.057116985321045	0.4675843417644501	0.03477587178349495	4.535248756408691	1.5166096687316895	0.019349878653883934
13600.0	230140.140625	25054.240234375	205085.90625	0.37183821201324463	0.38342157006263733	6.113498687744141	0.46847912669181824	0.03478814661502838	4.582772254943848	1.5109848976135254	0.019641129299998283
13700.0	225495.3125	24676.244140625	200819.0625	0.3719068765640259	0.3834393620491028	6.1701884269714355	0.4693918228149414	0.034800779074430466	4.630636215209961	1.505157232284546	0.019936423748731613
13800.0	220953.859375	24306.962890625	196646.890625	0.37197840213775635	0.38345739245414734	6.227180480957031	0.47031834721565247	0.034813787788152695	4.678840637207031	1.499118447303772	0.020235754549503326
13900.0	216510.890625	23946.16015625	192564.734375	0.3720499277114868	0.3834771513938904	6.284472465515137	0.4712616205215454	0.034827206283807755	4.727383136749268	1.4928603172302246	0.02053910866379738
14000.0	212165.796875	23593.623046875	188572.171875	0.3721214532852173	0.38349780440330505	6.342062950134277	0.47222262620925903	0.03484104946255684	4.776261806488037	1.486373782157898	0.020846471190452576
14100.0	207916.21875	23249.193359375	184667.03125	0.3721955418586731	0.38351869583129883	6.3999481201171875	0.4731985330581665	0.03485532104969025	4.825475692749023	1.4796500205993652	0.021157817915081978
14200.0	203758.5	22912.6484375	180845.84375	0.37227001786231995	0.3835415542125702	6.458125114440918	0.4741905629634857	0.034870028495788574	4.875022888183594	1.4726791381835938	0.021473130211234093
14300.0	199691.75	22583.810546875	177107.9375	0.3723445236682892	0.38356515765190125	6.516590595245361	0.47519949078559875	0.03488518297672272	4.924901008605957	1.4654513597488403	0.021792367100715637
14400.0	195713.25	22262.50390625	173450.75	0.3724190294742584	0.3835894763469696	6.575342655181885	0.47622597217559814	0.03490084782242775	4.9751105308532715	1.4579569101333618	0.022115495055913925
14500.0	191820.53125	21948.55078125	169871.984375	0.37249353528022766	0.3836153745651245	6.634377956390381	0.47726890444755554	0.03491702303290367	5.0256476402282715	1.4501852989196777	0.02244246006011963
