Iteration	Total loss	Cox loss	KL loss	kl_b_rho loss	mu_b_hat_1	mu_b_hat_2	sigma_b_hat_1	sigma_b_hat_2	alpha_rho_hat_1	alpha_rho_hat_2	beta_rho_hat_1	beta_rho_hat_2	alpha_hat_1	alpha_hat_2	beta_('sensor 1', 1)	beta_('sensor 1', 2)	beta_('sensor 2', 1)	beta_('sensor 2', 2)	gamma_1	gamma_2
32000.0	399.8174133300781	392.87725830078125	3.178053855895996	3.7621097564697266	-6.954505920410156	-10.101312637329102	0.12830567359924316	0.12693236768245697	51.34722137451172	20.42798614501953	3661.7802734375	3960.5556640625	1.100000023841858	1.100000023841858	0.018974853679537773	0.015799107030034065	0.0156414695084095	0.014844823628664017	0.30757033824920654	0.9584994316101074
