Unit,CMGP-Cox,NN_joint(ideal),NN_joint(mis),DeepSurv,DeepBranched,Cox
51,0.4649868011474609,2.15909194946289,2.953668594360352,12.979238277832028,8.497231786433629,9.482092212280271
52,0.223489761352539,1.4870357513427734,0.7166156768798828,20.576639185791013,2.7279579606999533,1.827284306640628
53,1.1035213470458984,4.94482421875,5.759111404418945,12.840992394631773,11.767476266153093,22.968064911209108
54,1.1497516632080078,27.75910377502441,27.369543075561523,48.38378904382324,19.19359415754264,7.918437022766112
55,0.417633056640625,0.3341197967529297,0.5439548492431641,25.749771289062505,1.481603486986458,4.875799389648439
56,0.4170761108398437,0.9871292114257812,1.8638324737548828,23.536131,5.505094333745038,7.430145168823241
57,0.5273036956787109,3.5889625549316406,4.360786437988281,19.679166127319338,9.359827058765962,11.593167284851074
58,1.674774169921875,4.508073806762695,5.344669342041016,11.10143728198242,11.9063483657105,13.279264851196286
59,0.2997207641601562,0.0184001922607421,0.7619190216064453,13.146955608642578,6.046667041521042,4.720537067138672
60,0.138589859008789,2.146595001220703,1.380859375,18.06128098876953,4.669848414827591,0.6719032916259771
111,3.8994216918945312,1.9695281982421875,1.5300369262695312,23.475761291503908,10.29080537899435,30.512683990478514
112,3.3474998474121094,11.446807861328123,11.826652526855469,2.345042095947278,4.363196585577732,49.669029675292975
113,0.6594314575195312,14.848575592041016,15.2158203125,4.7346401287609154,5.018164907105088,62.251711739166254
114,1.583099365234375,12.627182006835938,12.992805480957031,8.34567231347657,5.516712348004212,52.48063021490478
115,1.0789222717285156,10.12860107421875,10.517555236816406,1.0158818951415969,3.63899074147821,49.009956525878906
116,0.7584304809570312,5.231407165527344,5.593334197998047,15.099584038208008,0.5529784042228556,41.43109696154785
117,1.4630279541015625,8.270355224609375,8.6553955078125,11.192763987792963,2.55799634881771,46.43627722619629
118,0.2364082336425781,3.987049102783203,4.366123199462891,14.873888159790027,0.5844145039626909,39.52694352050781
119,4.183280944824219,17.342144012451172,17.74018096923828,2.788397424560557,8.882133637872577,58.43253732885742
120,0.444305419921875,1.239288330078125,1.592681884765625,15.320151500244144,0.820339965872158,34.04629503295899
