$\mathbf{MFGPCox}$,DeepBrch,NNJoint,DeepSurv
0.0,8.299999999517027e-07,0.06000000000000005,0.06000000000000005
0.0,9.999999994736442e-08,0.16000000000000003,0.14
0.0,4.999999999588667e-07,0.08823529411764719,0.1470588235294118
0.0,0.01006320000000005,0.8200000000000001,0.9
0.0,6.999999999646178e-07,0.24,0.30000000000000004
0.0,0.0,0.24,0.28
0.0,0.0,0.16000000000000003,0.26
0.0,8.299999999517027e-07,0.09999999999999998,0.07999999999999996
0.0,6.300000000014627e-06,0.020000000000000018,0.0
0.0,0.0,0.07999999999999996,0.06000000000000005
0.0,9.299999999989872e-06,0.020000000000000018,0.0
0.0,1.669999999998062e-05,0.4,0.30000000000000004
0.0,1.429999999968956e-06,0.2857142857142857,0.26190476190476186
0.0,1.5399999999998748e-05,0.040000000000000036,0.0
0.0,1.669999999998062e-05,0.31999999999999995,0.30000000000000004
0.0,1.2400000000023503e-05,0.06000000000000005,0.020000000000000018
0.0,1.6000000000016e-05,0.06000000000000005,0.040000000000000036
0.0,2.575000000004657e-05,0.07999999999999996,0.06000000000000005
0.0,4.612999999997758e-05,0.07999999999999996,0.020000000000000018
0.0,1.0970000000054547e-05,0.12,0.12
