$\mathbf{MFGPCox}$,DeepBrch,NNJoint,DeepSurv
0.0,0.0,0.040000000000000036,0.040000000000000036
0.0,0.0,0.10666666666666669,0.09333333333333338
0.0,4.999999999588667e-07,0.08823529411764719,0.1470588235294118
0.0,0.42364323000000004,0.88,0.9333333333333333
0.0,6.000000000172534e-07,0.16000000000000003,0.19999999999999996
0.0,0.00011530000000004037,0.16000000000000003,0.18666666666666665
0.0,0.0,0.10666666666666669,0.17333333333333334
0.0,0.0,0.06666666666666676,0.05333333333333323
0.0,0.0,0.013333333333333197,0.0
0.0,0.0,0.05333333333333323,0.040000000000000036
0.0,8.299999999517027e-07,0.013333333333333197,0.0
0.0,2.3839999999997197e-05,0.2666666666666667,0.19999999999999996
0.0,1.429999999968956e-06,0.2857142857142857,0.26190476190476186
0.0,2.399999999846969e-07,0.026666666666666616,0.0
0.0,9.999999994736442e-08,0.21333333333333337,0.19999999999999996
0.0,0.0,0.040000000000000036,0.013333333333333197
0.0,9.999999994736442e-08,0.040000000000000036,0.026666666666666616
0.0,9.999999994736442e-08,0.05333333333333323,0.040000000000000036
0.0,2.3999999999579913e-06,0.05333333333333323,0.013333333333333197
0.0,0.0,0.07999999999999996,0.07999999999999996
