Unit,CMGP-Cox,NN_joint(ideal),NN_joint(mis),DeepSurv,DeepBranched,Cox
51,0.0613784790039062,2.159212112426758,2.953668594360352,12.979238277832028,8.497231786433629,9.482092212280271
52,0.2606220245361328,1.4873123168945312,0.7166156768798828,20.576639185791013,2.7279579606999533,1.827284306640628
54,0.5921154022216797,29.38650703430176,28.99005699157715,48.38378904382324,19.19359415754264,7.918437022766112
55,0.0799694061279296,0.3341598510742187,0.5439167022705078,25.749771289062505,1.481603486986458,4.875799389648439
56,0.192911148071289,0.9871044158935548,1.8637943267822263,23.536131,5.505094333745038,7.430145168823241
57,0.2758693695068359,3.588865280151367,4.36077880859375,19.679166127319338,9.359827058765962,11.593167284851074
58,1.021158218383789,4.508174896240234,5.344669342041016,11.10143728198242,11.9063483657105,13.279264851196286
59,0.2211227416992187,0.0184211730957031,0.7619190216064453,13.146955608642578,6.046667041521042,4.720537067138672
60,0.295328140258789,2.1468162536621094,1.3808536529541016,18.06128098876953,4.669848414827591,0.6719032916259771
111,4.099739074707031,2.0183067321777344,1.5766372680664062,23.475761291503908,10.29080537899435,30.512683990478514
112,3.2460670471191406,11.394432067871094,11.773876190185549,2.345042095947278,4.363196585577732,49.669029675292975
114,1.8941192626953125,12.574806213378906,12.941238403320312,8.34567231347657,5.516712348004212,52.48063021490478
115,1.206768035888672,10.076248168945312,10.46759796142578,1.0158818951415969,3.63899074147821,49.009956525878906
116,0.6102218627929688,5.179065704345703,5.541271209716797,15.099584038208008,0.5529784042228556,41.43109696154785
117,1.5028953552246094,8.21799087524414,8.605693817138672,11.192763987792963,2.55799634881771,46.43627722619629
118,0.1024894714355468,3.936046600341797,4.316658020019531,14.873888159790027,0.5844145039626909,39.52694352050781
119,4.601448059082031,17.289764404296875,17.691871643066406,2.788397424560557,8.882133637872577,58.43253732885742
120,0.0229072570800781,1.1874542236328125,1.5406150817871094,15.320151500244144,0.820339965872158,34.04629503295899
