Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	('NL', 1)_alpha	('NL', 1)_xi	('NL', 1)_sigma	('NL', 2)_alpha	('NL', 2)_xi	('NL', 2)_sigma	('NL', 3)_alpha	('NL', 3)_xi	('NL', 3)_sigma
1100.0	-13046.193359375	-3595.1123046875	-5163.4306640625	-4287.650390625	0.9605247378349304	1.1132019758224487	0.9757513403892517	1.2727940082550049	2.0713987350463867	0.004173012915998697	1.3121850490570068	1.8756184577941895	0.0026227913331240416	1.3016796112060547	2.239549160003662	0.0038847008254379034
1200.0	-13054.83984375	-3598.595458984375	-5166.48974609375	-4289.75439453125	0.9627746939659119	1.1194056272506714	0.9741114974021912	1.2287206649780273	2.1147332191467285	0.00416307570412755	1.3249244689941406	1.8958412408828735	0.0025546662509441376	1.3162195682525635	2.2708497047424316	0.003880104748532176
1300.0	-13062.650390625	-3601.9326171875	-5168.8544921875	-4291.86328125	0.96510249376297	1.124825358390808	0.971903920173645	1.1848912239074707	2.158761501312256	0.004160060081630945	1.338474154472351	1.9168986082077026	0.002538513159379363	1.3306314945220947	2.303274393081665	0.003875826019793749
1400.0	-13070.22265625	-3605.058837890625	-5171.19775390625	-4293.9658203125	0.9675005674362183	1.1300173997879028	0.9691786170005798	1.1422383785247803	2.2030866146087646	0.004159726668149233	1.3522316217422485	1.9390286207199097	0.0025394672993570566	1.3448874950408936	2.336697816848755	0.0038708325009793043
1500.0	-13077.55078125	-3607.9091796875	-5173.58203125	-4296.06005859375	0.9699608087539673	1.1351674795150757	0.9660219550132751	1.1018288135528564	2.24729323387146	0.004160210024565458	1.3659684658050537	1.9623149633407593	0.002544782590121031	1.3589560985565186	2.371009349822998	0.0038649076595902443
1600.0	-13084.5810546875	-3610.44482421875	-5176.01025390625	-4298.1259765625	0.9724783301353455	1.1403311491012573	0.9625745415687561	1.0647796392440796	2.2910380363464355	0.0041608549654483795	1.3796054124832153	1.9867826700210571	0.00255087879486382	1.3727775812149048	2.4061126708984375	0.003858181880787015
1700.0	-13091.2939453125	-3612.652099609375	-5178.4873046875	-4300.154296875	0.975053071975708	1.1455273628234863	0.9590334296226501	1.032133936882019	2.334115743637085	0.004161498509347439	1.3930938243865967	2.0124452114105225	0.0025568935088813305	1.3862754106521606	2.44193172454834	0.0038510519079864025
1800.0	-13097.6962890625	-3614.556640625	-5181.00390625	-4302.1357421875	0.9776898622512817	1.1507692337036133	0.9556128978729248	1.0047187805175781	2.3764727115631104	0.00416215043514967	1.4064052104949951	2.03930926322937	0.002562598790973425	1.399373173713684	2.478412389755249	0.0038441133219748735
1900.0	-13103.853515625	-3616.20654296875	-5183.57861328125	-4304.068359375	0.9803963899612427	1.15606689453125	0.9525049328804016	0.983012318611145	2.4181721210479736	0.0041628326289355755	1.4195250272750854	2.067371129989624	0.0025680039543658495	1.4120268821716309	2.5155200958251953	0.0038378830067813396
2000.0	-13109.806640625	-3617.65673828125	-5186.1904296875	-4305.95947265625	0.9831817150115967	1.1614322662353516	0.9498197436332703	0.9670706987380981	2.459341526031494	0.004163551609963179	1.4324465990066528	2.0966250896453857	0.0025730200577527285	1.4242289066314697	2.5532455444335938	0.0038328010123223066
2100.0	-13115.623046875	-3618.9677734375	-5188.85302734375	-4307.802734375	0.9860538840293884	1.1668766736984253	0.9475849270820618	0.9565342664718628	2.500126600265503	0.004164289683103561	1.4451698064804077	2.1270644664764404	0.0025776743423193693	1.4360095262527466	2.591614246368408	0.0038290810771286488
2200.0	-13121.3505859375	-3620.1748046875	-5191.556640625	-4309.619140625	0.9890205264091492	1.1724108457565308	0.9457481503486633	0.9507203698158264	2.540663003921509	0.004165017046034336	1.4577049016952515	2.158661365509033	0.00258195330388844	1.447417140007019	2.630686044692993	0.003826683387160301
2300.0	-13127.0146484375	-3621.309326171875	-5194.29052734375	-4311.4150390625	0.9920874238014221	1.1780450344085693	0.9442228078842163	0.9487859606742859	2.5810587406158447	0.0041657411493361	1.4700711965560913	2.1913819313049316	0.0025858571752905846	1.4584819078445435	2.6705570220947266	0.0038253935053944588
2400.0	-13132.6435546875	-3622.39501953125	-5197.04296875	-4313.2060546875	0.9952601790428162	1.1837875843048096	0.9429159164428711	0.9498729109764099	2.621387481689453	0.004166441038250923	1.4823013544082642	2.2251780033111572	0.0025893975980579853	1.4692230224609375	2.711348533630371	0.0038249732460826635
2500.0	-13138.248046875	-3623.432861328125	-5199.81494140625	-4314.99951171875	0.9985435605049133	1.1896470785140991	0.9417515397071838	0.9532065987586975	2.6617040634155273	0.004167139530181885	1.4944349527359009	2.259986162185669	0.0025925564114004374	1.4796569347381592	2.7531845569610596	0.0038251338992267847
2600.0	-13143.8369140625	-3624.432861328125	-5202.5966796875	-4316.8076171875	1.001942753791809	1.1956294775009155	0.9406686425209045	0.9581450819969177	2.702033042907715	0.0041678547859191895	1.5065062046051025	2.2957277297973633	0.0025953601580113173	1.489805817604065	2.7961747646331787	0.003825659630820155
2700.0	-13149.3984375	-3625.396484375	-5205.3662109375	-4318.6357421875	1.0054622888565063	1.2017396688461304	0.9396300315856934	0.964182436466217	2.742405652999878	0.004168611951172352	1.5185619592666626	2.332308530807495	0.00259781233035028	1.4997131824493408	2.8403866291046143	0.0038263953756541014
2800.0	-13154.923828125	-3626.3271484375	-5208.10693359375	-4320.490234375	1.0091092586517334	1.2079805135726929	0.9386102557182312	0.9709354043006897	2.782855749130249	0.004169418476521969	1.530657410621643	2.3696234226226807	0.002599941799417138	1.5094554424285889	2.8858327865600586	0.0038271541707217693
2900.0	-13160.3876953125	-3627.224853515625	-5210.81103515625	-4322.3515625	1.0128909349441528	1.2143560647964478	0.9376060366630554	0.9781175851821899	2.8234353065490723	0.004170275293290615	1.54283607006073	2.4075629711151123	0.002601794432848692	1.5191318988800049	2.9324634075164795	0.0038278852589428425
3000.0	-13165.7998046875	-3628.09765625	-5213.4775390625	-4324.224609375	1.0168159008026123	1.2208703756332397	0.9366186261177063	0.9855128526687622	2.864224672317505	0.004171228501945734	1.5551344156265259	2.4460296630859375	0.002603383269160986	1.528856873512268	2.9801807403564453	0.0038284871261566877
3100.0	-13171.134765625	-3628.94970703125	-5216.0849609375	-4326.09912109375	1.0208942890167236	1.227529764175415	0.9356653690338135	0.9929574728012085	2.905336618423462	0.004172267392277718	1.5675559043884277	2.484947443008423	0.0026048102881759405	1.5387227535247803	3.0288636684417725	0.0038290114607661963
3200.0	-13176.369140625	-3629.78271484375	-5218.63037109375	-4327.9560546875	1.0251376628875732	1.2343424558639526	0.9347501993179321	1.0003283023834229	2.9469146728515625	0.004173379857093096	1.5800974369049072	2.5242650508880615	0.00260607386007905	1.548799753189087	3.078399181365967	0.0038294370751827955
3300.0	-13181.52734375	-3630.609130859375	-5221.1181640625	-4329.79931640625	1.0295590162277222	1.2413222789764404	0.9338879585266113	1.0075503587722778	2.9891252517700195	0.004174576606601477	1.5927326679229736	2.563974618911743	0.0026072280015796423	1.5591009855270386	3.12870192527771	0.003829865949228406
3400.0	-13186.6123046875	-3631.43310546875	-5223.55517578125	-4331.6240234375	1.0341715812683105	1.2484867572784424	0.9330775141716003	1.01457679271698	3.032151937484741	0.004175858572125435	1.6054056882858276	2.6041128635406494	0.00260832323692739	1.569617509841919	3.179722785949707	0.0038302496541291475
3500.0	-13191.6328125	-3632.25927734375	-5225.943359375	-4333.4296875	1.0389893054962158	1.2558577060699463	0.9323156476020813	1.0214018821716309	3.0761735439300537	0.004177157301455736	1.6180554628372192	2.644758939743042	0.0026093986816704273	1.5803184509277344	3.2314419746398926	0.0038307022769004107
3600.0	-13196.6220703125	-3633.09619140625	-5228.31005859375	-4335.2158203125	1.0440257787704468	1.2634611129760742	0.9315981268882751	1.0280457735061646	3.121347427368164	0.004178483039140701	1.6305854320526123	2.6860315799713135	0.0026103800628334284	1.5911567211151123	3.2838571071624756	0.003831102978438139
3700.0	-13201.5859375	-3633.9443359375	-5230.65771484375	-4336.98388671875	1.0492937564849854	1.271323323249817	0.9309134483337402	1.034574270248413	3.1677825450897217	0.00417978223413229	1.6429316997528076	2.728074550628662	0.0026113570202142	1.6021015644073486	3.3369672298431396	0.0038315430283546448
3800.0	-13206.548828125	-3634.8095703125	-5233.0107421875	-4338.72900390625	1.0548052787780762	1.2794718742370605	0.9302625060081482	1.041083574295044	3.215527296066284	0.004180982243269682	1.6550319194793701	2.77103590965271	0.002612266456708312	1.6131192445755005	3.390763282775879	0.003831973997876048
3900.0	-13211.521484375	-3635.688720703125	-5235.3759765625	-4340.45654296875	1.0605705976486206	1.287931203842163	0.9296348690986633	1.0476758480072021	3.264558792114258	0.00418210681527853	1.6668477058410645	2.8150486946105957	0.0026130499318242073	1.6241905689239502	3.445235013961792	0.0038324089255183935
4000.0	-13216.5	-3636.5751953125	-5237.7626953125	-4342.16259765625	1.0665993690490723	1.2967216968536377	0.9290286898612976	1.0544540882110596	3.3147833347320557	0.004183098208159208	1.6783603429794312	2.8602170944213867	0.002613761927932501	1.635293960571289	3.5003769397735596	0.003832754213362932
4100.0	-13221.50390625	-3637.468505859375	-5240.1845703125	-4343.85107421875	1.0729002952575684	1.30585777759552	0.9284403920173645	1.0614944696426392	3.366056442260742	0.004183960147202015	1.6896013021469116	2.9065775871276855	0.0026143186260014772	1.646376371383667	3.556199789047241	0.0038332059048116207
4200.0	-13226.498046875	-3638.362548828125	-5242.6201171875	-4345.51513671875	1.0794824361801147	1.3153468370437622	0.9278628826141357	1.068833589553833	3.4182116985321045	0.004184720106422901	1.7006171941757202	2.9541242122650146	0.0026146825402975082	1.6573926210403442	3.6127378940582275	0.0038336017169058323
4300.0	-13231.513671875	-3639.25244140625	-5245.08251953125	-4347.1787109375	1.086355209350586	1.325190782546997	0.9272928833961487	1.0764659643173218	3.4710888862609863	0.004185376688838005	1.711509346961975	3.002786874771118	0.002614929573610425	1.6682851314544678	3.670046806335449	0.0038340382743626833
4400.0	-13236.49609375	-3640.1298828125	-5247.54248046875	-4348.82470703125	1.093530535697937	1.3353877067565918	0.9267222285270691	1.0843226909637451	3.524575710296631	0.0041859750635921955	1.722357153892517	3.052446126937866	0.0026149346958845854	1.6789884567260742	3.728205680847168	0.0038344236090779305
4500.0	-13241.462890625	-3641.0009765625	-5249.9892578125	-4350.47216796875	1.1010222434997559	1.3459315299987793	0.9261422157287598	1.0923043489456177	3.5786232948303223	0.004186561796814203	1.7332886457443237	3.1029441356658936	0.002614859491586685	1.689467430114746	3.7873008251190186	0.0038348371163010597
4600.0	-13246.412109375	-3641.86279296875	-5252.4248046875	-4352.12548828125	1.1088467836380005	1.3568171262741089	0.9255526065826416	1.1002849340438843	3.633260726928711	0.004187139682471752	1.744383692741394	3.1541049480438232	0.002614568220451474	1.6996771097183228	3.8474185466766357	0.0038352003321051598
4700.0	-13251.3271484375	-3642.7216796875	-5254.822265625	-4353.783203125	1.1170228719711304	1.3680397272109985	0.9249469637870789	1.1081526279449463	3.6885881423950195	0.0041877347975969315	1.7557345628738403	3.2057440280914307	0.0026142115239053965	1.7096196413040161	3.9086270332336426	0.003835537238046527
4800.0	-13256.171875	-3643.577880859375	-5257.154296875	-4355.43896484375	1.1255706548690796	1.3795976638793945	0.9243230819702148	1.1158177852630615	3.7447566986083984	0.004188362043350935	1.767408847808838	3.2576897144317627	0.0026138389948755503	1.7193076610565186	3.9709582328796387	0.00383577193133533
4900.0	-13260.98046875	-3644.439697265625	-5259.43505859375	-4357.10595703125	1.1345106363296509	1.3914949893951416	0.9236927628517151	1.1232410669326782	3.8019275665283203	0.00418898044154048	1.779444694519043	3.3097994327545166	0.002613350749015808	1.7288118600845337	4.0343918800354	0.0038359465543180704
5000.0	-13265.7197265625	-3645.307373046875	-5261.6337890625	-4358.7783203125	1.1438630819320679	1.4037411212921143	0.9230544567108154	1.130455493927002	3.8602278232574463	0.004189567174762487	1.7918143272399902	3.3619654178619385	0.00261291884817183	1.7382029294967651	4.098858833312988	0.003835981944575906
5100.0	-13270.42578125	-3646.1875	-5263.783203125	-4360.45556640625	1.153645634651184	1.416352391242981	0.9224230051040649	1.1375666856765747	3.9197051525115967	0.0041900696232914925	1.8044759035110474	3.4141314029693604	0.0026124720461666584	1.747562289237976	4.164247035980225	0.003835889743641019
5200.0	-13275.033203125	-3647.0712890625	-5265.849609375	-4362.1123046875	1.163873553276062	1.4293525218963623	0.9218079447746277	1.1447312831878662	3.9802801609039307	0.004190479405224323	1.8174052238464355	3.466275930404663	0.0026120771653950214	1.7569384574890137	4.230424404144287	0.003835732117295265
5300.0	-13279.564453125	-3647.9580078125	-5267.84814453125	-4363.75732421875	1.1745589971542358	1.442766785621643	0.921210527420044	1.1521496772766113	4.041738986968994	0.004190731327980757	1.8305176496505737	3.5183942317962646	0.0026117332745343447	1.7663830518722534	4.2972540855407715	0.0038355225697159767
5400.0	-13284.025390625	-3648.839111328125	-5269.7939453125	-4365.39208984375	1.1857123374938965	1.4566261768341064	0.9206368923187256	1.159986972808838	4.1037421226501465	0.004190833307802677	1.8437283039093018	3.570525884628296	0.0026114194188266993	1.7759040594100952	4.3646111488342285	0.0038352105766534805
5500.0	-13288.384765625	-3649.7041015625	-5271.68798828125	-4366.99267578125	1.1973440647125244	1.4709621667861938	0.9200877547264099	1.1683698892593384	4.1658711433410645	0.0041907839477062225	1.8569931983947754	3.6226863861083984	0.002611134434118867	1.7855157852172852	4.432376861572266	0.0038349342066794634
5600.0	-13292.6171875	-3650.5419921875	-5273.51708984375	-4368.55859375	1.2094675302505493	1.485807180404663	0.9195756912231445	1.177323818206787	4.2277069091796875	0.004190623760223389	1.8702690601348877	3.6748995780944824	0.0026108981110155582	1.7952395677566528	4.500436782836914	0.0038345763459801674
5700.0	-13296.75390625	-3651.345947265625	-5275.302734375	-4370.10595703125	1.2221009731292725	1.5011934041976929	0.919093668460846	1.1867989301681519	4.288867950439453	0.004190391860902309	1.8835288286209106	3.727180004119873	0.002610674360767007	1.8051104545593262	4.568676471710205	0.0038341267500072718
5800.0	-13300.767578125	-3652.1171875	-5277.0380859375	-4371.6123046875	1.235269546508789	1.5171538591384888	0.9186477065086365	1.1966511011123657	4.349067687988281	0.004190120380371809	1.896730661392212	3.779545307159424	0.0026105400174856186	1.8151719570159912	4.636959552764893	0.003833709517493844
5900.0	-13304.640625	-3652.84423828125	-5278.72705078125	-4373.06884765625	1.2490049600601196	1.5337225198745728	0.9182512760162354	1.206708312034607	4.408134460449219	0.0041898987255990505	1.9098507165908813	3.8320136070251465	0.0026104196440428495	1.825499176979065	4.705192565917969	0.003833279712125659
6000.0	-13308.4140625	-3653.537109375	-5280.39111328125	-4374.486328125	1.2633461952209473	1.550935983657837	0.9178970456123352	1.2167980670928955	4.466001033782959	0.004189722239971161	1.9228200912475586	3.8846240043640137	0.00261034001596272	1.8360764980316162	4.7732625007629395	0.0038328366354107857
6100.0	-13312.0546875	-3654.19775390625	-5282.0048828125	-4375.85205078125	1.2783392667770386	1.568833589553833	0.9175876975059509	1.2267652750015259	4.522702693939209	0.004189582075923681	1.9355813264846802	3.937441825866699	0.002610309049487114	1.8469038009643555	4.841104984283447	0.0038324128836393356
6200.0	-13315.580078125	-3654.824462890625	-5283.59326171875	-4377.162109375	1.29403555393219	1.5874577760696411	0.9173112511634827	1.2364883422851562	4.578343391418457	0.004189538769423962	1.9480855464935303	3.990548610687256	0.0026103276759386063	1.8579339981079102	4.90869140625	0.003832077607512474
6300.0	-13319.0283203125	-3655.4267578125	-5285.16357421875	-4378.4384765625	1.3104921579360962	1.606856107711792	0.9170752167701721	1.2459052801132202	4.633070945739746	0.004189550876617432	1.9601913690567017	4.044075012207031	0.0026103691197931767	1.8690744638442993	4.9760308265686035	0.003831739304587245
6400.0	-13322.419921875	-3656.013916015625	-5286.736328125	-4379.67041015625	1.327767252922058	1.6270805597305298	0.916865348815918	1.2549614906311035	4.687068462371826	0.004189641214907169	1.9718340635299683	4.098172664642334	0.0026104634162038565	1.88027822971344	5.0431623458862305	0.0038314559496939182
6500.0	-13325.7373046875	-3656.58642578125	-5288.2861328125	-4380.8642578125	1.345923900604248	1.6481850147247314	0.9166722297668457	1.2636611461639404	4.7405171394348145	0.004189793486148119	1.9829438924789429	4.153018951416016	0.002610620344057679	1.891451358795166	5.1101484298706055	0.003831221256405115
6600.0	-13329.029296875	-3657.146240234375	-5289.86083984375	-4382.02294921875	1.3650263547897339	1.6702260971069336	0.9164941310882568	1.272015929222107	4.793586254119873	0.004189983010292053	1.9934033155441284	4.208804130554199	0.0026107998564839363	1.9025843143463135	5.177053451538086	0.003831022884696722
6700.0	-13332.302734375	-3657.69873046875	-5291.4541015625	-4383.15087890625	1.3851398229599	1.6932581663131714	0.9163270592689514	1.280070424079895	4.846426010131836	0.004190199542790651	2.0032131671905518	4.265687942504883	0.0026109465397894382	1.9136695861816406	5.243910312652588	0.0038308214861899614
6800.0	-13335.544921875	-3658.25146484375	-5293.05029296875	-4384.24365234375	1.4063305854797363	1.717331051826477	0.9161781072616577	1.287856101989746	4.899151802062988	0.004190425388514996	2.01244854927063	4.323794841766357	0.002611085306853056	1.9247366189956665	5.310762882232666	0.003830659668892622
6900.0	-13338.787109375	-3658.802734375	-5294.6865234375	-4385.29833984375	1.4286662340164185	1.7424869537353516	0.9160402417182922	1.295428991317749	4.951842308044434	0.00419068057090044	2.0211822986602783	4.383172512054443	0.0026111428160220385	1.9358434677124023	5.377615451812744	0.0038305087946355343
7000.0	-13342.0341796875	-3659.355224609375	-5296.34326171875	-4386.3359375	1.4522082805633545	1.7687588930130005	0.9159233570098877	1.3028112649917603	5.004568576812744	0.004190936218947172	2.029588222503662	4.443785190582275	0.002611162606626749	1.9470247030258179	5.444471836090088	0.0038303874898701906
7100.0	-13345.287109375	-3659.9111328125	-5298.0341796875	-4387.341796875	1.4770240783691406	1.796170711517334	0.9158228635787964	1.3100123405456543	5.057342529296875	0.004191216547042131	2.0378689765930176	4.505514621734619	0.0026110901962965727	1.9583574533462524	5.511295795440674	0.003830268979072571
7200.0	-13348.513671875	-3660.472412109375	-5299.71826171875	-4388.3232421875	1.5031788349151611	1.824738621711731	0.9157520532608032	1.3170629739761353	5.110166072845459	0.004191465675830841	2.0462734699249268	4.568176746368408	0.0026109484024345875	1.969829797744751	5.578024387359619	0.0038301951717585325
7300.0	-13351.6953125	-3661.03369140625	-5301.4052734375	-4389.25634765625	1.5307362079620361	1.8544775247573853	0.9157018661499023	1.3239256143569946	5.163014888763428	0.004191752057522535	2.054905414581299	4.631558895111084	0.0026107162702828646	1.9814717769622803	5.644614219665527	0.003830102737993002
7400.0	-13354.87109375	-3661.606689453125	-5303.0986328125	-4390.16650390625	1.5597604513168335	1.8853962421417236	0.9156755805015564	1.3306257724761963	5.215869903564453	0.0041919881477952	2.0639700889587402	4.695430278778076	0.0026104191783815622	1.9932785034179688	5.711019515991211	0.0038300282321870327
7500.0	-13358.0078125	-3662.1845703125	-5304.767578125	-4391.05517578125	1.590314269065857	1.9175177812576294	0.9156635403633118	1.337104320526123	5.268702507019043	0.0041922652162611485	2.073469877243042	4.759585380554199	0.002610109280794859	2.0052149295806885	5.777205467224121	0.0038299921434372663
7600.0	-13361.0869140625	-3662.7724609375	-5306.41064453125	-4391.9033203125	1.6224603652954102	1.9508572816848755	0.9156726598739624	1.3433278799057007	5.321483135223389	0.004192529246211052	2.0834438800811768	4.8238525390625	0.0026097542140632868	2.0172059535980225	5.843159198760986	0.0038299965672194958
7700.0	-13364.119140625	-3663.362548828125	-5308.0341796875	-4392.72265625	1.6562598943710327	1.9854391813278198	0.9156965613365173	1.349290370941162	5.37420654296875	0.00419282540678978	2.0938799381256104	4.888062953948975	0.0026093735359609127	2.0292410850524902	5.908876895904541	0.0038300224114209414
7800.0	-13367.115234375	-3663.96875	-5309.630859375	-4393.51611328125	1.691772222518921	2.0212888717651367	0.9157288074493408	1.35489022731781	5.426890850067139	0.0041931006126105785	2.1046671867370605	4.952115058898926	0.002608991228044033	2.041236400604248	5.974381923675537	0.0038300578016787767
7900.0	-13370.0673828125	-3664.5859375	-5311.201171875	-4394.2802734375	1.7290555238723755	2.0584375858306885	0.9157686829566956	1.3601421117782593	5.4795637130737305	0.0041934116743505	2.1157960891723633	5.015920162200928	0.0026086282450705767	2.0531435012817383	6.039721965789795	0.003830227069556713
8000.0	-13372.984375	-3665.214111328125	-5312.7431640625	-4395.02734375	1.7681654691696167	2.096914052963257	0.9158081412315369	1.3650182485580444	5.532288074493408	0.004193729721009731	2.1271543502807617	5.079413414001465	0.0026082482654601336	2.0649242401123047	6.10494327545166	0.0038303544279187918
8100.0	-13375.8525390625	-3665.859130859375	-5314.2509765625	-4395.7421875	1.8091537952423096	2.136751651763916	0.9158404469490051	1.3694738149642944	5.5851593017578125	0.004194067325443029	2.138737916946411	5.142539978027344	0.002607916248962283	2.0765392780303955	6.170126914978027	0.0038304924964904785
8200.0	-13378.697265625	-3666.5234375	-5315.72900390625	-4396.44482421875	1.8520667552947998	2.1779818534851074	0.9158737659454346	1.373517632484436	5.6382927894592285	0.004194421228021383	2.1504790782928467	5.205258369445801	0.0026075991336256266	2.088012456893921	6.235328197479248	0.0038307702634483576
8300.0	-13381.4921875	-3667.2021484375	-5317.169921875	-4397.1201171875	1.8969447612762451	2.22064208984375	0.9159142374992371	1.377187728881836	5.691812992095947	0.004194819834083319	2.16231632232666	5.267544269561768	0.002607295522466302	2.0993406772613525	6.300607204437256	0.00383107946254313
8400.0	-13384.265625	-3667.896484375	-5318.58642578125	-4397.78271484375	1.9438201189041138	2.264770269393921	0.9159472584724426	1.3805264234542847	5.745845794677734	0.004195155575871468	2.1743130683898926	5.329375743865967	0.0026070233434438705	2.1106114387512207	6.366003036499023	0.0038312776014208794
8500.0	-13387.01953125	-3668.617919921875	-5319.9716796875	-4398.43017578125	1.9927135705947876	2.310412645339966	0.9159782528877258	1.3835853338241577	5.80050802230835	0.004195532761514187	2.186330556869507	5.3907551765441895	0.0026067239232361317	2.121814250946045	6.431542873382568	0.003831630339846015
8600.0	-13389.767578125	-3669.363037109375	-5321.3505859375	-4399.0537109375	2.043666362762451	2.3576133251190186	0.9160225987434387	1.3864308595657349	5.85589075088501	0.004195903893560171	2.1983389854431152	5.451697826385498	0.0026065357960760593	2.1330649852752686	6.497208118438721	0.0038320040330290794
8700.0	-13392.498046875	-3670.129638671875	-5322.6845703125	-4399.68359375	2.0966107845306396	2.4064221382141113	0.9160721302032471	1.3891817331314087	5.912054538726807	0.004196224734187126	2.210404634475708	5.512228965759277	0.002606371883302927	2.1443569660186768	6.562990188598633	0.003832167712971568
8800.0	-13395.212890625	-3670.910400390625	-5324.01708984375	-4400.28564453125	2.1517910957336426	2.4568731784820557	0.9161239862442017	1.3919016122817993	5.969025135040283	0.004196539521217346	2.22235107421875	5.5723958015441895	0.0026061839889734983	2.155730962753296	6.628841400146484	0.003832524176687002
8900.0	-13397.9453125	-3671.741943359375	-5325.3369140625	-4400.86572265625	2.2098968029022217	2.5090487003326416	0.9161916971206665	1.3945139646530151	6.0268144607543945	0.004196782596409321	2.2342052459716797	5.632240295410156	0.0026060431264340878	2.1671319007873535	6.694736480712891	0.0038329039234668016
9000.0	-13401.169921875	-3673.10791015625	-5326.634765625	-4401.42822265625	2.314574956893921	2.562958240509033	0.9162579774856567	1.3966915607452393	6.085404396057129	0.004197076894342899	2.246016502380371	5.691800117492676	0.0026059437077492476	2.17852520942688	6.7606353759765625	0.003833270398899913
9100.0	-13398.0029296875	-3668.0859375	-5327.92724609375	-4401.9892578125	2.3043410778045654	2.618698835372925	0.9163135886192322	1.365817904472351	6.152321815490723	0.003993285354226828	2.257742166519165	5.75111198425293	0.0026058501098304987	2.1898255348205566	6.826529026031494	0.003833559574559331
9200.0	-13404.908203125	-3673.16162109375	-5329.220703125	-4402.52490234375	2.3060975074768066	2.676264762878418	0.9163755178451538	1.3656078577041626	6.155430316925049	0.004196529742330313	2.2694194316864014	5.8101911544799805	0.002605749759823084	2.2009425163269043	6.892427921295166	0.0038340212777256966
9300.0	-13406.85546875	-3673.311767578125	-5330.5048828125	-4403.0390625	2.3061068058013916	2.7356419563293457	0.9164275527000427	1.3662846088409424	6.158031940460205	0.00419773580506444	2.280996561050415	5.869039535522461	0.002605677116662264	2.2117557525634766	6.958394527435303	0.00383446435444057
