Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	('NH', 1)_alpha	('NH', 1)_xi	('NH', 1)_sigma	('NH', 2)_alpha	('NH', 2)_xi	('NH', 2)_sigma	('NH', 3)_alpha	('NH', 3)_xi	('NH', 3)_sigma
2400.0	-11681.7060546875	-3563.78125	-4849.154296875	-3268.7705078125	1.013708472251892	0.8591766357421875	0.5550016760826111	0.922311007976532	2.197810173034668	0.004388286732137203	2.365293502807617	2.9736075401306152	0.0024553267285227776	2.0193893909454346	2.545156717300415	0.004537462722510099
2500.0	-11712.484375	-3565.43115234375	-4857.2861328125	-3289.767822265625	1.0198477506637573	0.8597356677055359	0.5554263591766357	0.9234990477561951	2.2377336025238037	0.004389049485325813	2.39499568939209	3.0258750915527344	0.002457570983096957	2.0420262813568115	2.593116283416748	0.004440450109541416
2600.0	-11742.296875	-3567.083984375	-4865.1845703125	-3310.02783203125	1.0262268781661987	0.860293447971344	0.5559477806091309	0.9265115857124329	2.278531789779663	0.004389796406030655	2.4247682094573975	3.078366994857788	0.0024597349110990763	2.0650885105133057	2.641493797302246	0.004348037764430046
2700.0	-11771.12890625	-3568.752197265625	-4872.845703125	-3329.53076171875	1.0328601598739624	0.8608472347259521	0.5565493702888489	0.9306219816207886	2.3203530311584473	0.0043904660269618034	2.454587697982788	3.131070375442505	0.002461808966472745	2.088578939437866	2.6902530193328857	0.0042616259306669235
2800.0	-11798.970703125	-3570.434326171875	-4880.25732421875	-3348.27880859375	1.0397582054138184	0.8613953590393066	0.5572175979614258	0.9354004859924316	2.3632822036743164	0.0043910169042646885	2.484410285949707	3.183990716934204	0.002463847165927291	2.1124987602233887	2.7393667697906494	0.0041824751533567905
2900.0	-11825.88671875	-3572.13525390625	-4887.45068359375	-3366.30078125	1.0469273328781128	0.8619325757026672	0.5579409003257751	0.9406405687332153	2.407325029373169	0.004391330759972334	2.514174222946167	3.237154483795166	0.0024658392649143934	2.136845350265503	2.7888171672821045	0.004111617803573608
3000.0	-11851.947265625	-3573.84716796875	-4894.453125	-3383.64599609375	1.0543701648712158	0.8624575734138489	0.5587100982666016	0.94627445936203	2.45241117477417	0.004391443450003862	2.543804883956909	3.2906086444854736	0.0024679044727236032	2.161614418029785	2.838595390319824	0.004049735609441996
3100.0	-11877.1884765625	-3575.556396484375	-4901.27099609375	-3400.361572265625	1.0620867013931274	0.8629611134529114	0.5595179796218872	0.9522988200187683	2.498408794403076	0.0043913256376981735	2.5732288360595703	3.344409704208374	0.002469903789460659	2.1867995262145996	2.888700008392334	0.003997114021331072
3200.0	-11901.71484375	-3577.25634765625	-4907.9326171875	-3416.525390625	1.0700756311416626	0.8634392619132996	0.5603588223457336	0.9587262272834778	2.54514741897583	0.004391000606119633	2.6023852825164795	3.3986120223999023	0.0024719478096812963	2.2123939990997314	2.939131736755371	0.003953625913709402
3300.0	-11925.5654296875	-3578.931640625	-4914.44189453125	-3432.1923828125	1.0783365964889526	0.8638913035392761	0.5612287521362305	0.9655560255050659	2.5924487113952637	0.004390521440654993	2.6312313079833984	3.4532580375671387	0.0024738835636526346	2.238389492034912	2.9898934364318848	0.003918739501386881
3400.0	-11948.80078125	-3580.57373046875	-4920.810546875	-3447.415771484375	1.0868701934814453	0.8643141388893127	0.5621246695518494	0.9727627635002136	2.640141725540161	0.004389938432723284	2.6597533226013184	3.5083703994750977	0.002475825836881995	2.2647790908813477	3.040990114212036	0.003891612170264125
3500.0	-11971.4677734375	-3582.176513671875	-4927.064453125	-3462.226318359375	1.0956802368164062	0.864711344242096	0.5630448460578918	0.9803066253662109	2.6880764961242676	0.004389295354485512	2.687969923019409	3.56394624710083	0.0024775713682174683	2.2915544509887695	3.0924296379089355	0.003871222957968712
3600.0	-11993.611328125	-3583.72607421875	-4933.1953125	-3476.689453125	1.1047723293304443	0.8650844693183899	0.5639878511428833	0.9881356954574585	2.736124277114868	0.004388605244457722	2.7159252166748047	3.619964599609375	0.0024792440235614777	2.3187077045440674	3.144224166870117	0.0038564701098948717
3700.0	-12015.2060546875	-3585.228515625	-4939.1787109375	-3490.799072265625	1.1141546964645386	0.8654385209083557	0.5649518370628357	0.9962064623832703	2.7841720581054688	0.004387914203107357	2.7436699867248535	3.6763908863067627	0.002480775350704789	2.3462307453155518	3.196392059326172	0.0038462604861706495
3800.0	-12036.30859375	-3586.671630859375	-4945.03515625	-3504.601318359375	1.1238369941711426	0.8657783269882202	0.5659357905387878	1.0044771432876587	2.8321197032928467	0.004387269727885723	2.7712628841400146	3.7331809997558594	0.0024821932893246412	2.374116897583008	3.2489540576934814	0.0038396078161895275
3900.0	-12056.935546875	-3588.0595703125	-4950.7587890625	-3518.11669921875	1.13383150100708	0.8661072850227356	0.5669374465942383	1.0129166841506958	2.8798773288726807	0.004386641550809145	2.798766851425171	3.7902891635894775	0.002483470132574439	2.4023585319519043	3.3019354343414307	0.003835613839328289
4000.0	-12077.041015625	-3589.38818359375	-4956.31201171875	-3531.34033203125	1.1441516876220703	0.866428792476654	0.5679547190666199	1.0215020179748535	2.927360773086548	0.004386058077216148	2.8262240886688232	3.8476734161376953	0.002484706463292241	2.4309492111206055	3.3553576469421387	0.003833582391962409
4100.0	-12096.693359375	-3590.65966796875	-4961.72412109375	-3544.309814453125	1.1548124551773071	0.8667467832565308	0.5689844489097595	1.030208706855774	2.9744889736175537	0.004385536070913076	2.8536875247955322	3.905291795730591	0.002485894598066807	2.4598848819732666	3.4092414379119873	0.0038329141680151224
4200.0	-12115.916015625	-3591.86474609375	-4967.01611328125	-3557.03466796875	1.1658297777175903	0.8670628666877747	0.570024311542511	1.039013147354126	3.0211851596832275	0.004385069943964481	2.88118314743042	3.9631080627441406	0.0024869628250598907	2.4891600608825684	3.46360182762146	0.0038331616669893265
4300.0	-12134.6484375	-3593.013916015625	-4972.1357421875	-3569.49951171875	1.1772211790084839	0.8673794269561768	0.5710707902908325	1.0478848218917847	3.0673763751983643	0.004384711850434542	2.9087352752685547	4.021090507507324	0.002487974939867854	2.518770456314087	3.5184502601623535	0.003833981929346919
4400.0	-12152.955078125	-3594.1044921875	-4977.10400390625	-3581.74609375	1.189005732536316	0.867699146270752	0.5721198320388794	1.0567667484283447	3.113006353378296	0.00438443711027503	2.936371088027954	4.079211235046387	0.002489042468369007	2.5487122535705566	3.5737948417663574	0.003835143754258752
4500.0	-12170.8642578125	-3595.14013671875	-4981.95947265625	-3593.764404296875	1.2012032270431519	0.8680225610733032	0.5731688737869263	1.065610647201538	3.1580309867858887	0.004384269937872887	2.964104413986206	4.137437343597412	0.0024900115095078945	2.5789802074432373	3.6296446323394775	0.0038364615757018328
4600.0	-12188.298828125	-3596.12158203125	-4986.619140625	-3605.55859375	1.213836908340454	0.8683499693870544	0.5742179155349731	1.0743424892425537	3.202437400817871	0.004384237807244062	2.9919614791870117	4.195738315582275	0.002491075312718749	2.6095685958862305	3.6860127449035645	0.003837845753878355
4700.0	-12205.3759765625	-3597.052734375	-4991.17724609375	-3617.145263671875	1.226932168006897	0.8686859607696533	0.5752639770507812	1.0828578472137451	3.2462496757507324	0.004384360741823912	3.0199618339538574	4.254088878631592	0.0024920834694057703	2.6404709815979004	3.742919921875	0.0038392385467886925
4800.0	-12222.0595703125	-3597.943359375	-4995.5712890625	-3628.544921875	1.2405184507369995	0.8690285086631775	0.5763035416603088	1.0910676717758179	3.2895333766937256	0.004384630359709263	3.0481367111206055	4.312448978424072	0.0024930282961577177	2.6716792583465576	3.800394058227539	0.003840595716610551
4900.0	-12238.32421875	-3598.793701171875	-4999.7705078125	-3639.76025390625	1.25462806224823	0.869384229183197	0.5773346424102783	1.0988571643829346	3.332399368286133	0.004385080188512802	3.076510429382324	4.370760440826416	0.002494141226634383	2.7031843662261963	3.8584678173065186	0.0038418814074248075
5000.0	-12254.31640625	-3599.61474609375	-5003.8779296875	-3650.82373046875	1.269296646118164	0.8697522878646851	0.5783565044403076	1.1061426401138306	3.375009298324585	0.004385675769299269	3.1051025390625	4.4290032386779785	0.002495060907676816	2.734978199005127	3.917170763015747	0.003843071172013879
5100.0	-12269.9541015625	-3600.419921875	-5007.8310546875	-3661.703125	1.2845643758773804	0.8701315522193909	0.579367458820343	1.1128416061401367	3.4175684452056885	0.0043864501640200615	3.133931875228882	4.487138271331787	0.0024962343741208315	2.7670555114746094	3.9765210151672363	0.0038441093638539314
5200.0	-12285.2802734375	-3601.205078125	-5011.6298828125	-3672.445556640625	1.300473690032959	0.8705263137817383	0.580368161201477	1.1188894510269165	3.460336923599243	0.004387388471513987	3.1629881858825684	4.5451483726501465	0.002497420646250248	2.7994139194488525	4.036520957946777	0.003844974795356393
5300.0	-12300.287109375	-3601.99365234375	-5015.28369140625	-3683.01025390625	1.317070722579956	0.870933473110199	0.5813590288162231	1.12424635887146	3.503603219985962	0.004388462286442518	3.1922216415405273	4.603030204772949	0.00249863020144403	2.83205509185791	4.097150802612305	0.003845566650852561
5400.0	-12314.9970703125	-3602.781982421875	-5018.7900390625	-3693.424560546875	1.3344013690948486	0.8713487982749939	0.5823403000831604	1.1289154291152954	3.5476832389831543	0.004389665089547634	3.2215752601623535	4.660799503326416	0.0024999533779919147	2.864983081817627	4.1583733558654785	0.0038458697963505983
5500.0	-12329.458984375	-3603.59326171875	-5022.21142578125	-3703.654296875	1.3525129556655884	0.8717701435089111	0.5833141803741455	1.1329340934753418	3.5929036140441895	0.004390932619571686	3.2509660720825195	4.718496799468994	0.00250139064155519	2.8982038497924805	4.2201385498046875	0.0038458926137536764
5600.0	-12343.615234375	-3604.421875	-5025.46826171875	-3713.724365234375	1.371451735496521	0.8721896409988403	0.5842818021774292	1.1363766193389893	3.6395723819732666	0.00439228443428874	3.2802772521972656	4.776180744171143	0.0025029554963111877	2.931725025177002	4.2823944091796875	0.003845615778118372
5700.0	-12357.52734375	-3605.28369140625	-5028.6416015625	-3723.60107421875	1.391260027885437	0.8726022243499756	0.58524489402771	1.1393755674362183	3.6879539489746094	0.004393625073134899	3.3093886375427246	4.833927154541016	0.002504633041098714	2.9655532836914062	4.345089912414551	0.003845031140372157
5800.0	-12371.1884765625	-3606.17626953125	-5031.724609375	-3733.287841796875	1.4119746685028076	0.8730015158653259	0.5862045288085938	1.1420996189117432	3.738236904144287	0.00439491868019104	3.338186264038086	4.891844272613525	0.00250638066790998	2.9996933937072754	4.408188819885254	0.003844349877908826
5900.0	-12384.642578125	-3607.10986328125	-5034.75146484375	-3742.78173828125	1.4336261749267578	0.8733815550804138	0.5871603488922119	1.1447404623031616	3.7905113697052	0.004396080505102873	3.3665695190429688	4.950026035308838	0.0025080142077058554	3.0341482162475586	4.471669673919678	0.003843417391180992
6000.0	-12397.86328125	-3608.0791015625	-5037.6748046875	-3752.10986328125	1.456237554550171	0.8737384676933289	0.5881140232086182	1.1474722623825073	3.844759464263916	0.004397091455757618	3.3944356441497803	5.00857400894165	0.002509968588128686	3.068916082382202	4.535527229309082	0.003842473030090332
6100.0	-12410.9404296875	-3609.081298828125	-5040.625	-3761.234375	1.4798272848129272	0.8740705847740173	0.5890629291534424	1.1504329442977905	3.9008684158325195	0.004397934768348932	3.4217612743377686	5.067572593688965	0.00251186965033412	3.1039955615997314	4.5997700691223145	0.0038414003793150187
6200.0	-12423.7744140625	-3610.1123046875	-5043.4521484375	-3770.209716796875	1.504409909248352	0.8743807673454285	0.5900082588195801	1.153729796409607	3.958650827407837	0.004398572724312544	3.448549747467041	5.1270833015441895	0.002513898303732276	3.1393818855285645	4.664419174194336	0.003840269520878792
6300.0	-12436.419921875	-3611.16259765625	-5046.25244140625	-3779.00439453125	1.5299972295761108	0.8746656775474548	0.5909477472305298	1.157401204109192	4.017876148223877	0.004399062134325504	3.474839210510254	5.187146186828613	0.002515889471396804	3.175070285797119	4.729496955871582	0.0038392117712646723
6400.0	-12448.9384765625	-3612.2314453125	-5049.0322265625	-3787.6748046875	1.5566033124923706	0.8749294877052307	0.5918811559677124	1.1614514589309692	4.07829475402832	0.00439940020442009	3.5006983280181885	5.2477827072143555	0.0025178142823278904	3.2110533714294434	4.795029163360596	0.003838031552731991
6500.0	-12461.193359375	-3613.3095703125	-5051.716796875	-3796.167236328125	1.5842403173446655	0.8751775622367859	0.5928072929382324	1.1658974885940552	4.139644622802734	0.004399563651531935	3.5262162685394287	5.308986663818359	0.0025198485236614943	3.2473270893096924	4.861030578613281	0.003836980788037181
6600.0	-12473.38671875	-3614.3896484375	-5054.4580078125	-3804.5390625	1.612923264503479	0.8754191994667053	0.5937255024909973	1.1707398891448975	4.201658725738525	0.004399570170789957	3.551525592803955	5.370728492736816	0.002521584276109934	3.283888339996338	4.927511692047119	0.0038357300218194723
6700.0	-12485.35546875	-3615.464599609375	-5057.08837890625	-3812.80322265625	1.6426681280136108	0.8756564855575562	0.5946354866027832	1.17596435546875	4.264062404632568	0.004399479832500219	3.5767576694488525	5.432958602905273	0.0025235521607100964	3.3207333087921143	4.994472503662109	0.0038343435153365135
6800.0	-12497.0966796875	-3616.53173828125	-5059.66943359375	-3820.895751953125	1.6734949350357056	0.8758922815322876	0.5955376625061035	1.18157958984375	4.326573371887207	0.0043992591090500355	3.6020331382751465	5.495627403259277	0.0025253186468034983	3.3578600883483887	5.06190299987793	0.0038329672534018755
6900.0	-12508.6611328125	-3617.5791015625	-5062.2373046875	-3828.844970703125	1.7054253816604614	0.8761380910873413	0.5964305996894836	1.1875624656677246	4.388937473297119	0.004399002064019442	3.62742018699646	5.558691024780273	0.002527140313759446	3.3952677249908447	5.129787445068359	0.003831479698419571
7000.0	-12520.078125	-3618.613037109375	-5064.76806640625	-3836.69677734375	1.7384898662567139	0.8763909935951233	0.5973156094551086	1.1938533782958984	4.450913429260254	0.004398694261908531	3.653029203414917	5.622087478637695	0.0025289314799010754	3.432955503463745	5.198108196258545	0.0038298105355352163
7100.0	-12531.26171875	-3619.624267578125	-5067.232421875	-3844.4052734375	1.772721767425537	0.8766518235206604	0.598192572593689	1.2004022598266602	4.512301445007324	0.004398296121507883	3.6788747310638428	5.68577766418457	0.0025305848103016615	3.470923662185669	5.266841888427734	0.0038281420711427927
7200.0	-12542.2099609375	-3620.607177734375	-5069.61328125	-3851.989013671875	1.8081715106964111	0.8769283294677734	0.5990601778030396	1.2071341276168823	4.572947978973389	0.004397935699671507	3.7049977779388428	5.749739170074463	0.002532548038288951	3.509171724319458	5.335963726043701	0.0038263474125415087
7300.0	-12552.978515625	-3621.572509765625	-5071.9736328125	-3859.43212890625	1.8448879718780518	0.8772116899490356	0.5999208092689514	1.2139922380447388	4.632740497589111	0.004397586919367313	3.731278657913208	5.81398344039917	0.002534235827624798	3.5477001667022705	5.405452728271484	0.0038244912866503
7400.0	-12563.4853515625	-3622.51318359375	-5074.25634765625	-3866.7158203125	1.882926106452942	0.8774979710578918	0.6007735729217529	1.2208969593048096	4.691606044769287	0.004397245589643717	3.7576913833618164	5.878508567810059	0.002536103827878833	3.5865092277526855	5.475279331207275	0.0038226607721298933
7500.0	-12573.86328125	-3623.433349609375	-5076.5166015625	-3873.912841796875	1.922359824180603	0.8777784109115601	0.6016185879707336	1.2278474569320679	4.749497413635254	0.004396893084049225	3.7840468883514404	5.943382740020752	0.0025378502905368805	3.625600576400757	5.5454206466674805	0.0038208842743188143
7600.0	-12584.0205078125	-3624.333984375	-5078.7587890625	-3880.927734375	1.9632363319396973	0.8780481815338135	0.602456271648407	1.2347753047943115	4.806380748748779	0.004396642092615366	3.810211658477783	6.008668899536133	0.002539636567234993	3.664976119995117	5.615849018096924	0.0038186616729944944
7700.0	-12594.0517578125	-3625.22119140625	-5080.9560546875	-3887.8740234375	2.005624532699585	0.8783051371574402	0.6032878160476685	1.2417234182357788	4.862221717834473	0.004396404139697552	3.8359835147857666	6.0744805335998535	0.002541433786973357	3.7046384811401367	5.6865363121032715	0.003816574113443494
7800.0	-12603.8125	-3626.091064453125	-5083.11572265625	-3894.60546875	2.049619674682617	0.8785299062728882	0.6041131019592285	1.24866783618927	4.916984558105469	0.0043961419723927975	3.8611502647399902	6.140931606292725	0.0025433041155338287	3.74459171295166	5.757455825805664	0.0038146022707223892
7900.0	-12613.5126953125	-3626.952392578125	-5085.30859375	-3901.252197265625	2.095216989517212	0.8787187337875366	0.6049331426620483	1.2556133270263672	4.970621109008789	0.004395974799990654	3.8855504989624023	6.208146095275879	0.002545215655118227	3.784839391708374	5.828582763671875	0.003812572453171015
8000.0	-12622.98828125	-3627.804931640625	-5087.4423828125	-3907.740966796875	2.14263653755188	0.878869891166687	0.605748176574707	1.2625741958618164	5.023067474365234	0.0043957713060081005	3.90913724899292	6.276222229003906	0.002547016367316246	3.8253843784332275	5.899893283843994	0.0038103582337498665
8100.0	-12632.3994140625	-3628.659912109375	-5089.61328125	-3914.126220703125	2.1923303604125977	0.8789798021316528	0.606559693813324	1.2695611715316772	5.074252128601074	0.004395624157041311	3.9317922592163086	6.345271587371826	0.002548818476498127	3.8662309646606445	5.971362590789795	0.0038083342369645834
8200.0	-12641.60546875	-3629.51953125	-5091.7734375	-3920.31201171875	2.2460265159606934	0.8790487051010132	0.6073662042617798	1.2765227556228638	5.124067783355713	0.00439546350389719	3.953646183013916	6.415334701538086	0.002550609642639756	3.907381534576416	6.042974472045898	0.0038061998784542084
8300.0	-12650.8154296875	-3630.43896484375	-5093.98095703125	-3926.395263671875	2.331787347793579	0.8790852427482605	0.608170211315155	1.284386157989502	5.171924591064453	0.0043951356783509254	3.9748592376708984	6.4863972663879395	0.0025522392243146896	3.948838472366333	6.114708423614502	0.003804227104410529
8400.0	-12659.423828125	-3630.954833984375	-5096.1337890625	-3932.334716796875	2.3418195247650146	0.879098117351532	0.608971118927002	1.2742458581924438	5.223440647125244	0.004393397830426693	3.9956767559051514	6.558398723602295	0.0025538078043609858	3.990602731704712	6.18656063079834	0.0038021414075046778
8500.0	-12667.66015625	-3631.21826171875	-5098.271484375	-3938.169921875	2.3433473110198975	0.8791034817695618	0.6097698211669922	1.2924747467041016	5.267691612243652	0.004395707976073027	4.016441345214844	6.631224155426025	0.0025555789470672607	4.0326738357543945	6.258520126342773	0.0038001465145498514
8600.0	-12675.623046875	-3631.302978515625	-5100.48828125	-3943.83203125	2.364384174346924	0.8791094422340393	0.6105661392211914	1.3026561737060547	5.311245918273926	0.0043953219428658485	4.037487983703613	6.704715251922607	0.002556663239374757	4.075051784515381	6.330583572387695	0.0037984466180205345
8700.0	-12683.935546875	-3631.906494140625	-5102.61376953125	-3949.4150390625	2.3691329956054688	0.8791353702545166	0.6113606095314026	1.30845046043396	5.354757785797119	0.004395694937556982	4.059118747711182	6.7786993980407715	0.0025581533554941416	4.117731094360352	6.402756214141846	0.00379640213213861
8800.0	-12691.576171875	-3632.0400390625	-5104.69384765625	-3954.841796875	2.3698112964630127	0.8791834712028503	0.6121540069580078	1.3138409852981567	5.397719860076904	0.004395950585603714	4.081615924835205	6.852993011474609	0.002559359883889556	4.160711288452148	6.475039958953857	0.0037949432153254747
8900.0	-12699.1953125	-3632.241943359375	-5106.7744140625	-3960.17919921875	2.3707478046417236	0.8792692422866821	0.6129467487335205	1.3205724954605103	5.440094947814941	0.00439588213339448	4.104989528656006	6.9274468421936035	0.002560312394052744	4.2039875984191895	6.547443866729736	0.0037929611280560493
9000.0	-12706.734375	-3632.4677734375	-5108.82421875	-3965.442138671875	2.3707425594329834	0.8793820738792419	0.6137373447418213	1.3263204097747803	5.481812953948975	0.004396316595375538	4.1293792724609375	7.001913547515869	0.0025614735204726458	4.247555732727051	6.6199774742126465	0.0037913736887276173
9100.0	-12714.1376953125	-3632.84228515625	-5110.7548828125	-3970.540283203125	2.390026569366455	0.8795368671417236	0.6145272850990295	1.332526683807373	5.52217435836792	0.004396607168018818	4.154670238494873	7.07629919052124	0.0025625727139413357	4.291409492492676	6.692649841308594	0.003789860988035798
9200.0	-12721.013671875	-3632.743896484375	-5112.74853515625	-3975.521240234375	2.398744821548462	0.8797098398208618	0.6153160929679871	1.3399672508239746	5.56170129776001	0.004397363867610693	4.1807355880737305	7.1505231857299805	0.002563489368185401	4.335546016693115	6.765467643737793	0.0037883715704083443
9300.0	-12727.8935546875	-3632.93994140625	-5114.546875	-3980.407470703125	2.4025115966796875	0.8799037337303162	0.6161044836044312	1.3456858396530151	5.599923610687256	0.004397458862513304	4.207242965698242	7.2245659828186035	0.0025648027658462524	4.379962921142578	6.838440418243408	0.0037871929816901684
9400.0	-12734.732421875	-3633.078857421875	-5116.4052734375	-3985.24853515625	2.4031693935394287	0.8801101446151733	0.6168912649154663	1.3511337041854858	5.637618064880371	0.0043976083397865295	4.2341790199279785	7.298407554626465	0.0025656248908489943	4.424656867980957	6.911567687988281	0.0037856600247323513
