Unit,CMGP-Cox,NN_joint(ideal),NN_joint(mis),DeepSurv,DeepBranched,Cox
51,0.8428821563720703,0.2600212097167969,0.3217148780822754,7.951088905730463,3.527077955552576,7.547271415195244
52,0.2830014228820801,2.2708611488342285,2.187541007995605,13.017866636735024,2.466255230937577,2.831462621865844
54,0.8455204963684082,20.26125955581665,20.74121141433716,41.13253520315608,18.979664296314574,6.727464392923103
55,0.2784438133239746,1.5123486518859863,1.3949732780456543,15.960149573810549,0.582380662572989,5.163057387344391
56,0.2620429992675781,0.573296070098877,0.4596195220947265,14.306642481381022,2.9457603453739787,6.792977564141826
57,1.007476806640625,1.3725366592407229,1.4331750869750977,11.503569819310222,3.979568158398904,8.821056735058463
58,1.1751413345336914,2.0432400703430176,2.152225971221924,6.18348826064274,0.8106198528222226,9.537956740038045
59,0.3543291091918945,1.309441089630127,1.241692066192627,8.425306320558594,2.439646387158979,4.97104966603656
60,0.2517991065979004,2.718678951263428,2.6378064155578613,11.721539707480469,2.132157039886616,1.0146224495782468
111,1.4803924560546875,1.1261615753173828,1.6128196716308594,23.128204342851564,9.889805308706084,22.313047411909174
112,2.809032440185547,11.971885681152344,11.393074035644531,2.152408029895021,5.209024031975375,40.83804932012062
114,2.329700469970703,13.149982452392578,12.569774627685549,8.011898039560549,5.478802366351559,42.32569123925663
115,1.40240478515625,10.668848037719728,10.100006103515623,3.486725043400881,4.002276178457095,39.66384774531448
116,1.8266372680664065,5.868162155151367,5.2840728759765625,15.109541316328134,1.3148370132290594,33.223080401124875
117,2.0361862182617188,8.860454559326172,8.280691146850586,11.512551876953133,2.976737026591728,37.52868217522812
118,1.3350296020507812,4.651329040527344,4.093986511230469,15.493649601992182,0.9964178715207056,31.705927605573123
119,0.3294181823730469,17.796627044677734,17.236087799072266,2.725968994877121,5.8096426101333165,47.04726006806816
120,2.0036849975585938,1.978487014770508,1.3842086791992188,16.8936593643164,0.759215598069666,26.452673433687742
