$\mathbf{MFGPCox}$,DeepBrch,NNJoint,DeepSurv
0.0,5.959999999971544e-06,0.040000000000000036,0.040000000000000036
0.0,4.789999999998962e-05,0.10666666666666669,0.09333333333333338
0.0,8.879999999999999e-05,0.08823529411764719,0.1470588235294118
0.0,5.2599999999958236e-05,0.16000000000000003,0.19999999999999996
0.0,2.8249999999951925e-05,0.16000000000000003,0.18666666666666665
0.0,2.0000000000020002e-05,0.10666666666666669,0.17333333333333334
0.0,2.3999999999579913e-06,0.06666666666666676,0.05333333333333323
0.0,8.459999999987922e-06,0.013333333333333197,0.0
0.0,4.340000000002675e-05,0.05333333333333323,0.040000000000000036
0.0,7.089999999998486e-05,0.013333333333333197,0.0
0.0,5.8400000000013996e-05,0.2666666666666667,0.19999999999999996
0.0,3.4800000000001496e-05,0.026666666666666616,0.0
0.0,3.540000000001875e-05,0.21333333333333337,0.19999999999999996
0.0,3.505000000003644e-05,0.040000000000000036,0.013333333333333197
0.0,4.0049999999958175e-05,0.040000000000000036,0.026666666666666616
0.0,4.612999999997758e-05,0.05333333333333323,0.040000000000000036
0.0,3.1349999999985556e-05,0.05333333333333323,0.013333333333333197
0.0,3.432999999997133e-05,0.07999999999999996,0.07999999999999996
