Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	('T6', 1)_alpha	('T6', 1)_xi	('T6', 1)_sigma	('T6', 2)_alpha	('T6', 2)_xi	('T6', 2)_sigma	('T6', 3)_alpha	('T6', 3)_xi	('T6', 3)_sigma
100.0	-9886.0703125	-3430.3447265625	-2954.843994140625	-3500.88232421875	0.7295511960983276	0.33217594027519226	0.663396954536438	1.3706485033035278	1.2313638925552368	0.005909470841288567	1.3127402067184448	1.148287296295166	0.0059039839543402195	1.247808814048767	1.236989974975586	0.005975558888167143
200.0	-10114.044921875	-3430.453125	-2959.9384765625	-3723.653564453125	0.7295956611633301	0.3329302966594696	0.7372281551361084	1.3706152439117432	1.2313752174377441	0.00590806407853961	1.3104219436645508	1.1487667560577393	0.005887438077479601	1.1729415655136108	1.3082455396652222	0.005741687957197428
300.0	-10194.314453125	-3430.6171875	-2966.744140625	-3796.952880859375	0.7296549677848816	0.33393266797065735	0.7662993669509888	1.3705699443817139	1.2313871383666992	0.005905817728489637	1.3073416948318481	1.1494027376174927	0.005865039769560099	1.1282321214675903	1.368367075920105	0.005432635545730591
400.0	-10245.9814453125	-3430.81494140625	-2975.029052734375	-3840.1376953125	0.7297268509864807	0.33515194058418274	0.7659176588058472	1.3705154657363892	1.2313990592956543	0.005903087556362152	1.3035948276519775	1.150173544883728	0.0058377389796078205	1.1005282402038574	1.4243382215499878	0.005078807473182678
500.0	-10296.966796875	-3431.042236328125	-2984.7021484375	-3881.22314453125	0.7298104763031006	0.33657342195510864	0.7565034627914429	1.370453119277954	1.2314139604568481	0.005899908021092415	1.2992253303527832	1.1510685682296753	0.005805821157991886	1.077496886253357	1.4798389673233032	0.0046854885295033455
600.0	-10346.470703125	-3431.30224609375	-2995.71484375	-3919.453857421875	0.7299052476882935	0.3381904065608978	0.7460471391677856	1.3703815937042236	1.2314378023147583	0.00589629914611578	1.2942543029785156	1.152081847190857	0.0057694148272275925	1.0552538633346558	1.5351605415344238	0.0042740898206830025
700.0	-10391.2939453125	-3431.594482421875	-3008.05517578125	-3951.64453125	0.7300109267234802	0.3399999141693115	0.7362717390060425	1.3703004121780396	1.2314616441726685	0.005892266985028982	1.288691520690918	1.1532096862792969	0.005728540010750294	1.033756971359253	1.5896373987197876	0.0038890785071998835
800.0	-10429.431640625	-3431.916015625	-3021.728515625	-3975.787109375	0.7301273941993713	0.3420019745826721	0.7275704741477966	1.3702125549316406	1.2314854860305786	0.0058878143317997456	1.2825343608856201	1.1544500589370728	0.005683158989995718	1.0137048959732056	1.6426607370376587	0.0035857795737683773
900.0	-10462.025390625	-3432.265625	-3036.74853515625	-3993.01171875	0.730255126953125	0.3441988229751587	0.7201681137084961	1.3701171875	1.2315093278884888	0.005882939789444208	1.2757787704467773	1.1558020114898682	0.005633170250803232	0.9957095980644226	1.6939886808395386	0.003398897824808955
1000.0	-10492.08203125	-3432.642333984375	-3053.154052734375	-4006.28515625	0.730393648147583	0.3465939164161682	0.7140718102455139	1.3700107336044312	1.2315337657928467	0.0058776396326720715	1.2684119939804077	1.157265067100525	0.0055784545838832855	0.9802394509315491	1.743781328201294	0.003315563779324293
