Unit,MFCMGP-Cox-exp,Deep-B,NN-J,DeepSurv,Cox
11,0.066314697265625,0.3019024729728841,2.3636797875253706,6.400000000000006,9.20314598083496
12,1.868934631347656,0.806033730506897,4.010014203883145,5.280000000000001,12.610368728637695
13,4.3490142822265625,1.1520665287971354,7.717417644115471,1.440000000000012,11.574646949768066
14,4.7093048095703125,1.3300408124923848,10.096587577337232,1.4000000000000057,12.497567176818848
15,1.7950820922851562,0.4226988554000854,7.42608708733492,4.0,11.936955451965332
16,5.02239990234375,4.295378714799895,0.2571561008411152,11.61999999999999,3.599153518676758
17,1.7967300415039062,2.007207930088043,6.742859126841836,4.440000000000012,13.049108505249023
18,0.5911712646484375,2.2343063950538635,4.05962144043275,5.160000000000011,6.416015625
19,4.087905883789063,2.757561266422272,4.997310307838802,2.660000000000011,12.823185920715332
20,1.0376968383789062,1.0387292504310608,2.376414560558004,8.060000000000002,7.8420915603637695
21,3.7559814453125,2.631444394588456,8.742872422806002,2.4000000000000057,13.11032009124756
22,0.8465423583984375,1.4514075815677785,3.363717467998555,6.060000000000002,9.946722030639648
23,6.527008056640625,4.077213078737259,8.680486041379908,0.2800000000000011,16.482343673706055
24,0.8721694946289062,0.998566389083848,3.034206120419114,5.840000000000003,9.705281257629396
25,1.6213912963867188,1.2985692024230957,7.42602837652413,3.780000000000001,9.520028114318848
26,0.4207305908203125,4.314226061105728,4.742808690137537,6.0,7.133415222167969
27,8.611671447753906,3.0816730558872223,12.376558517865504,3.839999999999989,19.25799560546875
28,0.4423141479492187,5.346135020256057,3.376438121790372,5.780000000000001,9.602365493774414
29,2.8593521118164062,2.5294418334960795,7.389185669253891,2.8200000000000074,12.059130668640137
30,6.125556945800781,2.792040079832077,8.680570806700644,0.5599999999999881,15.879039764404297
41,2.8707351684570312,3.956301748752594,2.950714454680181,13.579999999999998,30.462860107421875
42,8.176353454589844,0.0025819540023803,11.608622551156458,5.579999999999998,26.123727798461918
43,0.7644195556640625,0.5894041061401367,9.609670578273438,6.739999999999995,24.01106071472168
44,3.0878219604492188,2.252439498901367,11.60910342104546,4.739999999999995,23.879093170166016
45,0.1434860229492187,0.846883237361908,5.609547497547297,10.120000000000005,31.15268325805664
46,4.37066650390625,3.875674784183502,13.279390836442843,2.1200000000000045,20.321849822998047
47,0.1978302001953125,5.24255359172821,3.6094760327190016,11.5,33.49262046813965
48,1.976959228515625,1.3410693407058716,5.607818915237544,9.5,29.418376922607425
49,2.9378738403320312,1.1432021856307983,7.608830209071243,8.739999999999995,28.93531036376953
50,2.09588623046875,0.5520797967910767,8.278649722038153,7.1200000000000045,28.01971244812012
51,11.191558837890623,8.970712304115295,17.610289330430476,1.8799999999999957,18.401464462280277
52,8.378067016601562,9.976592659950256,3.3910472614782066,19.120000000000005,39.45984077453613
53,10.76739501953125,6.508093237876892,20.60892213840748,3.4200000000000017,14.421518325805664
54,0.899810791015625,3.470317006111145,4.609092712536878,10.5,29.53214263916016
55,6.890159606933594,4.263661623001099,12.278386591348664,3.1200000000000045,23.450342178344727
56,2.5827178955078125,0.0671696066856384,9.608233650764175,6.739999999999995,27.34758758544922
57,6.28997802734375,0.6473158597946167,10.610021797774609,4.5,25.800443649291992
58,3.3685379028320312,3.418615996837616,11.279116242369454,5.359999999999999,22.53991508483888
59,9.712982177734377,8.063751816749573,16.280042479468577,0.2600000000000051,18.911251068115234
60,6.56341552734375,3.3687820434570312,12.609650344053918,3.739999999999995,22.244472503662124
61,6.514663696289063,5.020809531211853,14.950335189584903,1.3599999999999994,19.699386596679677
62,9.204338073730469,4.830540299415588,17.60945793221802,1.8799999999999957,19.512544631958008
63,0.430328369140625,0.7866427302360535,5.950625189723823,9.739999999999997,28.30020523071288
64,8.831588745117188,3.904425978660584,13.278586379322888,2.1200000000000045,21.28402137756348
65,3.847930908203125,1.5738961696624756,8.609541409499045,6.5,28.23921585083008
66,3.729896545410156,1.0678751468658447,8.279909302278739,6.5,25.552991867065444
67,5.169685363769531,2.3877416849136357,14.27971256833024,1.7399999999999949,20.56034469604492
68,5.217132568359375,1.559791386127472,10.27901235461576,4.5,25.873714447021484
69,3.920944213867188,3.2394939661026,7.608501316218337,7.5,26.71423530578612
70,4.3484649658203125,6.106269717216492,0.2792601355284461,16.180000000000007,34.5583438873291
71,2.862373352050781,3.0872037410736084,12.279549859724485,3.1200000000000045,22.99716567993164
72,1.32794189453125,4.341375708580017,4.2805430979597645,12.36,31.34519386291504
73,8.523834228515625,4.27129340171814,15.608552620692365,0.7399999999999949,23.22777366638184
74,1.2554244995117188,0.6865943670272827,6.608802015432403,8.5,29.665536880493164
75,0.1305389404296875,2.2861173152923584,6.608100169335557,10.36,30.42464828491211
76,0.5711135864257812,0.77482008934021,7.608773771472045,9.579999999999998,28.197650909423828
77,4.9971771240234375,6.605088353157044,2.6098269636472367,12.5,33.555864334106445
78,10.277839660644531,6.696517586708069,13.609717273875034,2.1200000000000045,23.544937133789062
79,1.1435394287109375,0.2783381938934326,6.60893537343128,10.980000000000004,30.08099365234375
80,6.486122131347656,3.7727962136268616,13.279789108627751,1.5,22.909883499145508
81,5.666435241699219,5.623777627944946,14.60931583632822,0.5,21.72220993041992
82,4.00921630859375,1.331853210926056,10.60940813991816,4.5,24.740795135498047
83,5.906280517578125,6.053820669651032,2.3918586723841173,17.5,39.87274742126465
84,4.219573974609375,6.482572674751282,1.608655213099638,13.5,33.76040077209473
85,2.251655578613281,0.8238989114761353,11.608143122766704,4.1200000000000045,24.605424880981445
86,3.846839904785156,0.8387891054153442,9.950760526753555,5.739999999999995,25.405031204223636
87,7.7133941650390625,1.7804646492004397,11.949914619087608,4.579999999999998,24.13869857788086
88,6.80914306640625,5.413230419158936,14.279349819860355,2.5799999999999983,21.60005187988281
