$\mathbf{MFGPCox}$,DeepBrch,NNJoint,DeepSurv
0.0,0.0,0.07999999999999996,0.09999999999999998
0.0,0.0,0.06000000000000005,0.020000000000000018
0.0,0.0,0.09999999999999998,0.040000000000000036
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.16000000000000003,0.07999999999999996
0.0,0.0,0.14,0.07999999999999996
0.0,0.0,0.14,0.040000000000000036
0.0,0.0,0.12,0.09999999999999998
0.0,0.0,0.040000000000000036,0.020000000000000018
0.0,0.0,0.09999999999999998,0.040000000000000036
0.0,0.0,0.14,0.09999999999999998
0.0,0.0,0.07999999999999996,0.040000000000000036
0.0,0.0,0.06000000000000005,0.020000000000000018
0.0,0.0,0.07999999999999996,0.06000000000000005
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.14,0.07999999999999996
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.12,0.040000000000000036
0.0,0.0,0.06000000000000005,0.040000000000000036
0.0,0.0,0.040000000000000036,0.06000000000000005
0.0,0.0,0.0,0.06000000000000005
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.0,0.06000000000000005
0.0,0.0,0.0,0.0
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.0,0.0
0.0,0.0,0.020000000000000018,0.06000000000000005
0.0,0.0,0.020000000000000018,0.040000000000000036
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.040000000000000036,0.06000000000000005
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.040000000000000036,0.040000000000000036
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.0
0.0,0.0,0.020000000000000018,0.0
0.0,0.0,0.020000000000000018,0.040000000000000036
0.0,0.0,0.020000000000000018,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.020000000000000018,0.040000000000000036
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.020000000000000018,0.06000000000000005
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.06000000000000005
0.0,0.0,0.0,0.06000000000000005
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.0,0.07999999999999996
0.0,0.0,0.020000000000000018,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.040000000000000036,0.040000000000000036
0.0,0.0,0.040000000000000036,0.06000000000000005
0.0,0.0,0.020000000000000018,0.06000000000000005
0.0,0.0,0.020000000000000018,0.040000000000000036
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.040000000000000036
0.0,0.0,0.0,0.0
0.0,0.0,0.020000000000000018,0.020000000000000018
0.0,0.0,0.0,0.0
0.0,0.0,0.06000000000000005,0.07999999999999996
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.040000000000000036,0.040000000000000036
0.0,0.0,0.0,0.020000000000000018
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.040000000000000036,0.06000000000000005
0.0,0.0,0.16000000000000003,0.16000000000000003
0.0,0.0,0.06000000000000005,0.07999999999999996
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.07999999999999996,0.07999999999999996
0.0,0.0,0.12,0.14
0.0,0.0,0.09999999999999998,0.07999999999999996
0.0,0.0,0.06000000000000005,0.06000000000000005
0.0,0.0,0.14,0.09999999999999998
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.020000000000000018,0.07999999999999996
0.0,0.0,0.07999999999999996,0.09999999999999998
0.0,0.0,0.07999999999999996,0.09999999999999998
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.09999999999999998,0.040000000000000036
0.0,0.0,0.12,0.09999999999999998
0.0,0.0,0.14,0.12
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.12,0.14
0.0,0.0,0.07999999999999996,0.06000000000000005
0.0,0.0,0.09999999999999998,0.06000000000000005
0.0,0.0,0.14,0.12
0.0,0.0,0.14,0.14
0.0,0.0,0.09999999999999998,0.07999999999999996
0.0,0.0,0.06000000000000005,0.020000000000000018
0.0,0.0,0.19999999999999996,0.18000000000000005
0.0,0.0,0.07999999999999996,0.12
0.0,0.0,0.020000000000000018,0.06000000000000005
0.0,0.0,0.12,0.09999999999999998
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.12,0.12
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.16000000000000003,0.09999999999999998
0.0,0.0,0.07999999999999996,0.040000000000000036
0.0,0.0,0.09999999999999998,0.16000000000000003
0.0,0.0,0.09999999999999998,0.09999999999999998
0.0,0.0,0.12,0.09999999999999998
0.0,0.0,0.18000000000000005,0.14
