$\mathbf{MFGPCox}$,DeepBrch,NNJoint,DeepSurv
0.0,0.0,0.16000000000000003,0.19999999999999996
0.0,0.0,0.12,0.040000000000000036
0.0,0.0,0.19999999999999996,0.07999999999999996
0.0,0.0,0.31999999999999995,0.19999999999999996
0.0,0.0,0.31999999999999995,0.16000000000000003
0.0,0.0,0.28,0.16000000000000003
0.0,0.0,0.28,0.07999999999999996
0.0,0.0,0.24,0.19999999999999996
0.0,0.0,0.07999999999999996,0.040000000000000036
0.0,0.0,0.19999999999999996,0.07999999999999996
0.0,0.0,0.28,0.19999999999999996
0.0,0.0,0.16000000000000003,0.07999999999999996
0.0,0.0,0.12,0.040000000000000036
0.0,0.0,0.16000000000000003,0.12
0.0,0.0,0.31999999999999995,0.19999999999999996
0.0,0.0,0.28,0.16000000000000003
0.0,0.0,0.19999999999999996,0.19999999999999996
0.0,0.0,0.19999999999999996,0.19999999999999996
0.0,0.0,0.24,0.07999999999999996
0.0,0.0,0.12,0.07999999999999996
0.0,0.9999999943157416,0.07999999999999996,0.12
0.0,0.999987195063,0.0,0.12
0.0,0.9999999999923515,0.0,0.07999999999999996
0.0,0.9999979230363,0.0,0.07999999999999996
0.0,0.9999999998701935,0.0,0.040000000000000036
0.0,0.99999935643416,0.040000000000000036,0.040000000000000036
0.0,0.999999989003695,0.0,0.0
0.0,0.9999999974907543,0.0,0.0
0.0,0.9999999992855508,0.0,0.07999999999999996
0.0,0.99999971158428,0.040000000000000036,0.040000000000000036
0.0,0.9999991396397,0.0,0.040000000000000036
0.0,0.99999996278756,0.0,0.040000000000000036
0.0,0.9999963973194,0.0,0.12
0.0,0.9999999943611284,0.0,0.0
0.0,0.9999999970566933,0.040000000000000036,0.040000000000000036
0.0,0.999995679362,0.0,0.07999999999999996
0.0,0.99999989742255,0.0,0.0
0.0,0.9999954036093,0.040000000000000036,0.12
0.0,0.9999987165213,0.040000000000000036,0.07999999999999996
0.0,0.9999999883222355,0.0,0.07999999999999996
0.0,0.999995688089,0.07999999999999996,0.12
0.0,0.999878896924,0.0,0.040000000000000036
0.0,0.999999912556895,0.07999999999999996,0.07999999999999996
0.0,0.999975567982,0.040000000000000036,0.040000000000000036
0.0,0.999999992330805,0.0,0.0
0.0,0.999999999196311,0.040000000000000036,0.0
0.0,0.99969816225,0.040000000000000036,0.07999999999999996
0.0,0.9999999944299156,0.040000000000000036,0.0
0.0,0.9999999990354094,0.0,0.0
0.0,0.9999995181664,0.040000000000000036,0.07999999999999996
0.0,0.9999975786498,0.040000000000000036,0.040000000000000036
0.0,0.9999999999998932,0.040000000000000036,0.12
0.0,0.9999955530852,0.0,0.07999999999999996
0.0,0.999999986762916,0.0,0.0
0.0,0.99999981191812,0.0,0.12
0.0,0.9999997376103,0.0,0.12
0.0,0.9999999985552831,0.0,0.0
0.0,0.99993771332,0.0,0.040000000000000036
0.0,0.9999961865578,0.0,0.16000000000000003
0.0,0.999999937283825,0.040000000000000036,0.0
0.0,0.9999999982347475,0.0,0.0
0.0,0.9999983580916,0.0,0.0
0.0,0.999999999999699,0.0,0.0
0.0,0.9999999978377614,0.0,0.0
0.0,0.99999999840478,0.0,0.040000000000000036
0.0,0.99984758669,0.07999999999999996,0.07999999999999996
0.0,0.9999999965058497,0.07999999999999996,0.12
0.0,0.99985658145,0.040000000000000036,0.12
0.0,0.999976465702,0.040000000000000036,0.07999999999999996
0.0,0.99999998557386,0.040000000000000036,0.040000000000000036
0.0,0.999999991431591,0.0,0.07999999999999996
0.0,0.999997424681,0.0,0.0
0.0,0.99999998797145,0.040000000000000036,0.040000000000000036
0.0,0.9999999997849395,0.0,0.0
0.0,0.9999979701968,0.12,0.16000000000000003
0.0,0.99999927647474,0.0,0.040000000000000036
0.0,0.999999956772502,0.07999999999999996,0.07999999999999996
0.0,0.99975045884,0.0,0.040000000000000036
0.0,0.9999999999866225,0.0,0.0
0.0,0.9999993624312,0.0,0.0
0.0,1.0,0.19999999999999996,0.19999999999999996
0.0,1.0,0.07999999999999996,0.12
0.0,1.0,0.31999999999999995,0.31999999999999995
0.0,1.0,0.12,0.16000000000000003
0.0,1.0,0.16000000000000003,0.19999999999999996
0.0,1.0,0.16000000000000003,0.16000000000000003
0.0,1.0,0.24,0.28
0.0,1.0,0.19999999999999996,0.16000000000000003
0.0,1.0,0.12,0.12
0.0,1.0,0.28,0.19999999999999996
0.0,1.0,0.28,0.19999999999999996
0.0,1.0,0.040000000000000036,0.16000000000000003
0.0,1.0,0.16000000000000003,0.19999999999999996
0.0,1.0,0.16000000000000003,0.19999999999999996
0.0,1.0,0.19999999999999996,0.19999999999999996
0.0,1.0,0.16000000000000003,0.07999999999999996
0.0,1.0,0.24,0.19999999999999996
0.0,1.0,0.28,0.24
0.0,1.0,0.28,0.19999999999999996
0.0,1.0,0.28,0.19999999999999996
0.0,1.0,0.24,0.28
0.0,1.0,0.16000000000000003,0.12
0.0,1.0,0.19999999999999996,0.12
0.0,1.0,0.28,0.24
0.0,1.0,0.24,0.28
0.0,1.0,0.19999999999999996,0.16000000000000003
0.0,1.0,0.12,0.040000000000000036
0.0,1.0,0.4,0.31999999999999995
0.0,1.0,0.16000000000000003,0.24
0.0,1.0,0.040000000000000036,0.12
0.0,1.0,0.24,0.19999999999999996
0.0,1.0,0.19999999999999996,0.19999999999999996
0.0,1.0,0.24,0.24
0.0,1.0,0.19999999999999996,0.19999999999999996
0.0,1.0,0.28,0.19999999999999996
0.0,1.0,0.16000000000000003,0.07999999999999996
0.0,1.0,0.16000000000000003,0.31999999999999995
0.0,1.0,0.19999999999999996,0.19999999999999996
0.0,1.0,0.24,0.19999999999999996
0.0,1.0,0.31999999999999995,0.28
