Unit,MFCMGP-Cox-exp,Deep-B,NN-J,DeepSurv,Cox
71,2.73541259765625,27.61443799887421,8.235740699779598,5.599999999999994,26.40980911254884
72,1.8134765625,34.74937630941646,0.2354596730692435,19.80000000000001,34.18577575683594
73,15.367416381835938,25.713800952632425,13.095650340831156,5.699999999999989,23.60493850708008
74,1.4848175048828125,32.401908265710745,4.096680504231699,8.5,31.933942794799805
75,3.417633056640625,31.505677305088867,4.096171572161381,17.80000000000001,33.0551643371582
76,2.82403564453125,31.94947430515816,5.096273719415819,17.900000000000006,30.327146530151357
77,2.30682373046875,37.501895698019936,0.0965863725787699,12.5,37.26407146453856
78,15.250656127929688,52.39999739914644,11.096305027641163,4.599999999999994,26.349119186401357
79,5.006439208984375,34.21927964285736,4.09762081029578,20.90000000000001,33.34170150756836
80,2.2640380859375,26.04348145639358,9.23452209074972,1.5,25.9947452545166
81,10.954391479492188,24.07290712435578,12.09584657886731,0.5,26.63426113128662
82,15.476287841796877,29.1178569884853,8.096611129962923,4.5,28.5709285736084
83,8.96673583984375,42.44087676198178,4.903275443170116,17.5,41.01293563842772
84,0.63946533203125,38.564548432613805,0.9040639985912264,13.5,36.21932411193848
85,4.38433837890625,28.609647018465296,9.096646044221243,6.599999999999994,26.91965675354004
86,1.9702301025390625,29.75069531979483,4.372664747242254,10.699999999999989,29.13408279418944
87,11.502273559570312,25.625969797483776,6.372047684881864,12.900000000000006,28.018355369567885
88,5.894989013671875,24.793720988720903,10.234613430564735,10.900000000000006,26.324036598205566
89,11.89385986328125,27.550168440263874,9.234972291807791,8.800000000000011,24.55253982543944
90,15.018646240234377,23.22301316554359,12.234830853574948,2.6999999999999886,22.261091232299805
91,4.296142578125,30.986995483070487,8.096317134862659,11.800000000000011,29.698177337646484
92,23.59828186035156,16.699100616994343,19.097304037367564,6.5,16.849649429321275
93,8.180908203125,24.9615392575824,10.2360998715084,4.699999999999989,25.34648323059082
94,15.33184814453125,24.347000500078323,12.097785406024627,0.5,25.372168540954604
95,9.100143432617188,24.28341177385272,6.511667465622338,12.900000000000006,27.35080623626708
96,1.000885009765625,30.50494985363403,6.0966942521079375,9.599999999999994,29.6308536529541
97,3.2978515625,28.39794144632762,5.372477321946462,9.699999999999989,28.78127479553224
98,2.183197021484375,33.514695586884,4.096349129745136,11.599999999999994,31.45042037963869
99,0.06756591796875,34.76894563395207,2.09733166691882,10.5,35.12853145599364
100,3.3753204345703125,28.803508402982445,8.097106401022842,4.5,26.743314743041992
111,0.111328125,10.997647417174036,9.041408133921038,12.400000000000006,10.350503921508803
112,3.501190185546875,0.8733462680912965,13.179759771943225,9.5,5.167308807373047
113,2.23931884765625,7.462926398333025,11.76429163996005,8.299999999999983,11.705825805664062
114,5.130035400390625,10.759896997806903,8.041584713551003,14.5,13.743671417236314
115,13.604759216308594,9.349094340343612,10.2021978991919,16.5,11.589012145996094
116,18.582489013671875,15.822552206600337,2.681901621398993,26.599999999999994,21.12216281890868
117,0.535858154296875,6.091592401831235,10.179835146094264,16.700000000000003,6.94111442565918
118,8.8814697265625,18.84506329959069,5.063517234759615,17.299999999999997,20.41435432434082
119,3.011627197265625,2.8946404863533246,8.019163122849392,16.700000000000003,8.64875984191896
120,2.4160614013671875,8.966130473211791,13.902885449609414,13.599999999999994,7.214662551879883
121,0.865325927734375,12.032365519684788,12.925099459503656,7.099999999999994,13.919261932373049
122,2.2359619140625,4.029996168025974,19.478739906681056,4.599999999999994,0.0033836364745951
123,8.71954345703125,11.066559316240614,5.041269485098553,20.599999999999994,15.458495140075684
124,4.3289794921875,6.354456537203362,15.202017756314149,7.299999999999983,7.196012496948242
125,5.6788330078125,7.401253537919004,12.041358780969688,10.5,10.066762924194336
126,8.769744873046875,19.42716977996217,1.2019267044578612,28.599999999999994,22.499326705932617
127,0.963104248046875,12.07822930172162,12.787071530976789,13.299999999999995,17.124144554138184
128,4.166305541992188,3.90719517958928,20.78676801580997,8.400000000000006,11.19697380065918
129,4.3106536865234375,8.21281317431395,14.063637531103268,11.400000000000006,8.238889694213881
130,17.403228759765625,2.117408180831489,24.786680166844008,4.400000000000006,3.1541032791137558
131,26.152664184570312,29.422274744503653,7.096749092902542,35.7,30.5197811126709
132,3.3140411376953125,9.44113488742704,10.179681232195463,11.400000000000006,9.278254508972154
133,8.685195922851562,1.968701837881838,24.92522758877644,6.599999999999994,2.9964370727539062
134,4.566421508789063,7.295990312678128,7.018959158905005,14.599999999999994,9.680629730224595
135,14.146392822265623,21.927547706077878,1.0968276650468454,25.5,21.293537139892575
136,3.4274139404296875,4.176989666171153,14.902902534870378,4.200000000000017,9.499013900756836
137,3.4923858642578125,13.06498826488992,9.063583633046392,18.40000000000001,16.5405340194702
138,11.4891357421875,23.318104287890748,14.163830715006355,32.7,27.926197052001957
139,20.594985961914062,25.746397979777758,10.119269215012338,31.599999999999994,26.850460052490234
140,10.77007293701172,11.078044048597178,9.34042772384842,18.599999999999994,6.691715240478516
141,19.439292907714844,16.474457352974753,7.626236127485583,23.599999999999994,18.196128845214844
142,11.436431884765623,4.4065395573047965,21.74244995709435,0.5,3.492687225341797
143,12.7156982421875,1.2244863626161475,24.06366358121156,2.5,1.0852537155151367
144,6.0638427734375,3.157518348057579,12.179684342350528,7.400000000000006,4.834571838378906
145,4.52972412109375,6.51040729809192,16.76443697745941,7.299999999999983,5.394252777099595
146,10.581451416015623,17.46827519649574,1.2023076827886428,27.5,20.052131652832045
147,11.278884887695312,14.392687935805313,5.340351002797661,20.599999999999994,15.868626594543455
148,18.771881103515625,0.245433477695002,23.0636134425701,2.4000000000000057,0.8577404022216797
149,0.306304931640625,6.328385323889194,11.880761417097858,14.700000000000005,3.543983459472656
150,19.917335510253903,16.45586379277782,1.0411648036820225,22.599999999999994,20.44552516937256
