Unit,MFCMGP-Cox-exp,Deep-B,NN-J,DeepSurv,Cox
11,0.0615158081054687,0.3330616950988769,10.3076116372076,5.299999999999997,7.670075416564941
12,1.6891021728515625,3.723519086837769,12.060604842766791,5.060000000000002,9.744853019714355
13,4.274078369140625,0.1958867311477661,15.549234172296453,0.3799999999999954,10.874564170837402
14,4.769264221191406,8.423252075910568,19.25772681925513,0.2999999999999971,11.263720512390137
15,1.4358062744140625,3.392195284366608,17.00190129036197,2.5,9.976553916931168
16,5.2217559814453125,6.216600716114044,9.01330996242747,10.739999999999997,3.1990175247192383
17,1.8778076171875,1.0939445495605469,16.012554570630286,3.3799999999999955,8.503035545349121
18,0.0699234008789062,3.834922909736633,13.02474114421463,2.819999999999993,8.82592391967772
19,4.280021667480469,1.2327011823654177,12.330069397322733,1.8199999999999927,11.998682022094728
20,1.0813827514648438,6.234625995159149,11.03695725869852,7.620000000000003,6.561884880065918
21,3.1075897216796875,1.452914834022522,18.012283900679762,1.2999999999999972,11.457870483398438
22,0.5654754638671875,0.1420202255249023,11.307221251043956,5.6200000000000045,9.238011360168455
23,7.304405212402344,6.30444860458374,16.318971208502347,0.0600000000000022,14.832649230957044
24,0.3773651123046875,1.921916365623474,10.56328829583194,5.180000000000007,9.877843856811523
25,1.8942718505859373,0.4719113111495971,17.00049018171032,2.0600000000000023,11.346227645874023
26,0.133392333984375,1.1534128189086914,14.013029654420578,4.5,8.83584213256836
27,8.889984130859375,14.497315645217896,21.036694620613986,6.180000000000007,16.66394233703612
28,0.4503250122070312,3.4404975175857544,12.036607278911362,4.060000000000002,8.290948867797837
29,3.157211303710937,13.136269629001616,16.767913427347565,1.1400000000000006,10.954249382019045
30,5.943031311035156,0.7524430751800537,16.31835184489161,1.6200000000000043,14.851415634155272
41,1.227142333984375,19.961708745012476,0.6608337240814137,15.660000000000052,33.62324142456056
42,10.609939575195312,9.880238153793726,10.14846006641855,7.660000000000053,28.55648899078368
43,7.674026489257812,10.487885057552774,8.150253431297898,7.97999999999999,28.32256507873537
44,3.349853515625,11.302034589415058,10.148710500365183,5.97999999999999,27.07343864440918
45,7.212554931640625,14.12544738612644,4.148446466096686,10.740000000000007,32.32646942138672
46,8.74896240234375,6.372872778339655,11.40557061955016,2.740000000000009,24.162294387817383
47,1.804656982421875,16.585617005419465,2.1494757799259787,11.5,36.74148082733154
48,1.1457672119140625,13.944870349451207,4.14899088736766,9.5,33.63725471496582
49,3.60430908203125,11.78770443289352,6.148724891641621,9.97999999999999,30.42119026184082
50,2.54296875,12.171943013551584,6.404854391954331,7.740000000000009,29.453256607055664
51,14.926986694335938,5.2174467597383085,16.150024435774696,1.259999999999991,19.43878555297852
52,13.395660400390623,23.157940359127597,4.852205650388044,19.74000000000001,42.22041130065918
53,17.845687866210938,1.257560175420167,19.14914603116179,1.3399999999999466,14.6402587890625
54,4.181564331054688,14.935182176908173,3.148649595820132,10.5,34.4752140045166
55,12.645782470703123,7.069800471616361,10.405849319891187,3.740000000000009,22.974586486816406
56,4.809097290039063,13.847535256922328,8.14905221757445,7.97999999999999,28.77067375183104
57,10.365478515625,8.370849802472804,9.149851325109296,4.5,28.172266006469727
58,8.309967041015625,9.239775928022794,9.405839443273862,7.219999999999999,26.16931533813477
59,10.00921630859375,8.001752537354662,14.406257698493675,0.9799999999999898,20.7745361328125
60,12.1448974609375,6.029535438718142,11.148305122223974,4.97999999999999,25.29526710510254
61,10.3074951171875,5.888600603620887,12.662126975719277,3.219999999999999,24.224039077758803
62,12.726211547851562,8.038850202358589,16.149447457043976,1.259999999999991,21.0926513671875
63,0.1962890625,15.052004294008526,3.6634032311482656,10.97999999999999,31.38516998291016
64,12.06976318359375,9.882062165244108,11.406046086657485,2.740000000000009,24.039266586303725
65,5.07830810546875,12.3717816304177,7.148847399622525,6.5,30.50173759460448
66,8.35150146484375,13.392724474770915,6.405938721384842,6.5,30.64439010620116
67,10.466644287109377,9.572452715342152,12.406343154976383,2.9799999999999898,23.358991622924805
68,9.35101318359375,9.174275603156104,8.406900574047427,4.5,29.391082763671875
69,8.648651123046875,10.70076901971862,6.147812400392581,7.5,31.213960647582997
70,2.86920166015625,20.7268461303386,1.5955829689952168,17.860000000000014,39.794047355651855
71,5.9567718505859375,10.662774099575913,10.405417207537113,3.740000000000009,25.4325714111328
72,3.28961181640625,16.097075939173266,2.406182989527309,14.22,31.767112731933597
73,12.977264404296877,6.859413747203689,14.149136302698736,1.9799999999999895,21.32719993591309
74,1.4693756103515625,15.80656845318248,5.148553859757129,8.5,31.399698257446275
75,0.8315277099609375,13.479243876329008,5.148820135826213,12.22,32.48297691345216
76,0.0031890869140625,14.69626428473208,6.148893908434047,11.660000000000052,31.130193710327163
77,3.33062744140625,17.84456162552047,1.1481711335877094,12.5,34.828081130981445
78,12.09454345703125,7.399466510808395,12.148821683793985,2.740000000000009,26.60099697113036
79,0.10284423828125,14.940282961394873,5.147916694148108,13.460000000000008,31.778602600097656
80,12.359771728515623,7.658098001155025,11.406392666237537,1.5,24.91171264648437
81,7.58233642578125,6.229406866677124,13.148489127639408,0.5,24.16484260559082
82,6.66192626953125,11.771187398645909,9.149078361771586,4.5,27.425682067871094
83,9.870193481445312,22.258619904503437,3.852065777174147,17.5,40.990140914917006
84,0.90997314453125,20.36065037423154,0.1484208844486261,13.5,37.02691459655762
85,4.895919799804688,7.531220000588547,10.149651663506631,4.740000000000009,27.28516006469728
86,4.2503509521484375,11.21941321666253,7.662558173275187,6.97999999999999,26.50427627563477
87,11.623916625976562,9.55955679047267,9.664125732313153,6.660000000000053,24.0795440673828
