Iteration	Total loss	Negative Elbo	Cox loss	GP1 loss	GP2 loss	KL loss	Pi_constraint loss	kl_b_rho loss	pi_hat_1	pi_hat_2	pi_hat_3	mu_b_hat_1	mu_b_hat_2	mu_b_hat_3	sigma_b_hat_1	sigma_b_hat_2	sigma_b_hat_3	alpha_rho_hat_1	alpha_rho_hat_2	alpha_rho_hat_3	beta_rho_hat_1	beta_rho_hat_2	beta_rho_hat_3	alpha_hat_1	alpha_hat_2	alpha_hat_3	beta_('NL', 1)	beta_('NL', 2)	beta_('NL', 3)	beta_('NH', 1)	beta_('NH', 2)	beta_('NH', 3)	beta_('P13', 1)	beta_('P13', 2)	beta_('P13', 3)	beta_('P26', 1)	beta_('P26', 2)	beta_('P26', 3)	beta_('P3', 1)	beta_('P3', 2)	beta_('P3', 3)	beta_('T3', 1)	beta_('T3', 2)	beta_('T3', 3)	beta_('T6', 1)	beta_('T6', 2)	beta_('T6', 3)	beta_('T42', 1)	beta_('T42', 2)	beta_('T42', 3)	gamma_1	gamma_2	gamma_3
100.0	103.58898162841797	-94.61847686767578	32.26681900024414	-50.0	-50.0	-50.0	-0.00014078617095947266	23.114709854125977	0.33327868580818176	0.3332786560058594	0.333278626203537	-4.286689758300781	-4.993509292602539	-4.845118522644043	0.6120079159736633	0.5388358235359192	0.525475263595581	17.6711483001709	17.340181350708008	20.388242721557617	111.48590850830078	208.221923828125	296.51324462890625	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.450904369354248	0.5609135031700134	0.801531970500946	1.30584716796875	-0.09709831327199936	-0.052480824291706085	1.0418994426727295	0.3073732256889343	0.8507511019706726	1.5384541749954224	0.7036190629005432	0.6061059832572937	0.7083807587623596	0.8491924405097961	-0.22970926761627197	1.3339791297912598	0.36590576171875	0.6813997626304626	0.7400521039962769	0.0671253427863121	0.9009025692939758	0.85699462890625	0.298231840133667	0.7485885620117188	0.30757033824920654	0.9584994316101074	0.5844284892082214
200.0	-95.82946014404297	-95.84097290039062	31.40398597717285	-50.0	-50.0	-50.0	-1.0728836059570312e-06	22.75503921508789	0.33333319425582886	0.33333316445350647	0.3333330750465393	-4.4027838706970215	-5.115274906158447	-5.055719375610352	0.536323070526123	0.5380621552467346	0.5228113532066345	18.974102020263672	11.200235366821289	17.86343765258789	78.82787322998047	131.4650115966797	302.0450134277344	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.2395198345184326	0.31991341710090637	0.506351113319397	0.8187224864959717	-0.3083665370941162	-0.10389096289873123	0.7351403832435608	0.09636985510587692	0.5285397171974182	1.2826064825057983	0.5605701804161072	0.4650007486343384	0.44199028611183167	0.6674120426177979	-0.3005572557449341	0.9404942393302917	0.015489748679101467	0.6104866862297058	0.6193799376487732	0.17269715666770935	0.9546930193901062	0.7415658235549927	0.3315053880214691	0.7943933010101318	0.30757033824920654	0.9584994316101074	0.5844284892082214
300.0	-96.75674438476562	-96.75674438476562	30.77743148803711	-50.0	-50.0	-50.0	0.0	22.465816497802734	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.392916202545166	-5.247259616851807	-5.317232608795166	0.5465021729469299	0.5389367341995239	0.5242839455604553	16.013208389282227	7.085784912109375	15.886259078979492	65.45879364013672	83.20508575439453	290.9393310546875	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.2077305316925049	0.037118569016456604	0.14664003252983093	0.5043416619300842	-0.5568497776985168	-0.15708374977111816	0.6084727048873901	-0.1492706835269928	0.14813494682312012	1.2197527885437012	0.3909654915332794	0.2826882600784302	0.34518852829933167	0.45392176508903503	-0.3776209056377411	0.6334331631660461	-0.3801209628582001	0.5322346091270447	0.6213330030441284	0.2843862473964691	1.0127835273742676	0.7511841058731079	0.366286963224411	0.842107355594635	0.30757033824920654	0.9584994316101074	0.5844284892082214
400.0	-97.5404281616211	-97.5404281616211	30.16780662536621	-50.0	-50.0	-50.0	0.0	22.291763305664062	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.353004455566406	-5.371551513671875	-5.601188659667969	0.5468945503234863	0.5397454500198364	0.5258428454399109	13.074003219604492	4.894245147705078	13.937505722045898	55.531883239746094	58.64281463623047	275.3069152832031	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.2016674280166626	-0.26258814334869385	-0.23796392977237701	0.22453673183918	-0.8175134658813477	-0.21055921912193298	0.5067244172096252	-0.406194269657135	-0.2443244457244873	1.1813149452209473	0.20863211154937744	0.08835269510746002	0.2754991948604584	0.22788965702056885	-0.4558418393135071	0.33964961767196655	-0.7806891798973083	0.44902002811431885	0.6514098048210144	0.38448652625083923	1.076493263244629	0.7903737425804138	0.39808976650238037	0.8915048241615295	0.30757033824920654	0.9584994316101074	0.5844284892082214
500.0	-98.177734375	-98.177734375	29.632892608642578	-50.0	-50.0	-50.0	0.0	22.189374923706055	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.308938980102539	-5.479053974151611	-5.895033836364746	0.5465769171714783	0.540429949760437	0.5272597074508667	10.740796089172363	3.979839324951172	12.072145462036133	47.77574157714844	48.023983001708984	257.1444091796875	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.184043288230896	-0.566433846950531	-0.6301497220993042	-0.038209330290555954	-1.074975848197937	-0.2618570923805237	0.3979947566986084	-0.6624010801315308	-0.6284313201904297	1.128528118133545	0.020268838852643967	-0.1055879220366478	0.20231637358665466	-0.0010942299850285053	-0.531013548374176	0.05230240523815155	-1.1647484302520752	0.36408188939094543	0.6840580701828003	0.46425989270210266	1.1443054676055908	0.8332457542419434	0.42569500207901	0.9406123757362366	0.30757033824920654	0.9584994316101074	0.5844284892082214
600.0	-98.70045471191406	-98.70045471191406	29.1741943359375	-50.0	-50.0	-50.0	0.0	22.125350952148438	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.264541149139404	-5.565943717956543	-6.191804885864258	0.5462099313735962	0.5409955978393555	0.528502345085144	9.015738487243652	3.7572262287139893	10.355109214782715	42.03228759765625	44.196434020996094	237.54632568359375	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.1510790586471558	-0.868181049823761	-1.0203889608383179	-0.2768533527851105	-1.3221111297607422	-0.30956462025642395	0.2829696536064148	-0.9127092361450195	-0.9930082559585571	1.0592693090438843	-0.17020800709724426	-0.29144760966300964	0.12560726702213287	-0.2287696897983551	-0.6006181836128235	-0.21874968707561493	-1.5234953165054321	0.2794813811779022	0.7155954241752625	0.5219215154647827	1.215187907218933	0.8759238123893738	0.4490143656730652	0.988166332244873	0.30757033824920654	0.9584994316101074	0.5844284892082214
700.0	-99.13419342041016	-99.13419342041016	28.78491973876953	-50.0	-50.0	-50.0	0.0	22.080886840820312	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.221724510192871	-5.630460262298584	-6.487483978271484	0.5458289384841919	0.5414719581604004	0.5295742750167847	7.797924041748047	3.8418400287628174	8.822945594787598	37.981502532958984	43.15458297729492	217.55247497558594	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.1038509607315063	-1.1641446352005005	-1.403120994567871	-0.48659107089042664	-1.556905746459961	-0.35299021005630493	0.16539517045021057	-1.1546293497085571	-1.331628441810608	0.9766166806221008	-0.3594796061515808	-0.46406078338623047	0.048042669892311096	-0.4527871310710907	-0.6632319688796997	-0.46644705533981323	-1.8547594547271729	0.19646216928958893	0.7441860437393188	0.5583751797676086	1.2885491847991943	0.9164425134658813	0.46775126457214355	1.033460259437561	0.30757033824920654	0.9584994316101074	0.5844284892082214
800.0	-99.49348449707031	-99.49348449707031	28.457103729248047	-50.0	-50.0	-50.0	0.0	22.04940414428711	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.1819071769714355	-5.671760082244873	-6.779771327972412	0.5454627275466919	0.5418781042098999	0.5304920673370361	6.967118263244629	4.034570217132568	7.491138458251953	35.2339973449707	43.07720947265625	198.0866241455078	0.5168091058731079	0.8209190368652344	0.20739901065826416	1.0457923412322998	-1.4517195224761963	-1.7750539779663086	-0.6653202772140503	-1.778725504875183	-0.3918541669845581	0.04985884577035904	-1.3864765167236328	-1.6406446695327759	0.885919451713562	-0.544942319393158	-0.620009183883667	-0.027135223150253296	-0.6714727878570557	-0.718102216720581	-0.686910092830658	-2.158078908920288	0.11578609049320221	0.7684526443481445	0.5746671557426453	1.3640276193618774	0.9533427357673645	0.48169437050819397	1.0761232376098633	0.30757033824920654	0.9584994316101074	0.5844284892082214
900.0	-99.78976440429688	-99.78976440429688	28.18246841430664	-50.0	-50.0	-50.0	0.0	22.027774810791016	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.145917892456055	-5.689781188964844	-7.0673747062683105	0.5451345443725586	0.54222571849823	0.5312761068344116	6.414462566375732	4.251246929168701	6.360474109649658	33.4296760559082	43.27809143066406	179.89068603515625	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.9817898869514465	-1.729087471961975	-2.1342289447784424	-0.8128486275672913	-1.9871037006378174	-0.42611244320869446	-0.058820031583309174	-1.6070430278778076	-1.9181530475616455	0.7935903668403625	-0.7248368263244629	-0.7571823596954346	-0.09660034626722336	-0.8836537003517151	-0.7649064064025879	-0.8785295486450195	-2.433311939239502	0.03792615979909897	0.7875915765762329	0.5717063546180725	1.4413683414459229	0.9857759475708008	0.49097079038619995	1.1159899234771729	0.30757033824920654	0.9584994316101074	0.5844284892082214
1000.0	-100.03294372558594	-100.03294372558594	27.953067779541016	-50.0	-50.0	-50.0	0.0	22.013992309570312	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.1140313148498535	-5.685132026672363	-7.349589824676514	0.5448557138442993	0.5425235033035278	0.5319464802742004	6.053162574768066	4.461012840270996	5.42161226272583	32.27535629272461	43.533164978027344	163.49722290039062	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.9169708490371704	-1.9950430393218994	-2.4794790744781494	-0.9306191802024841	-2.181769847869873	-0.45586174726486206	-0.15651893615722656	-1.815548062324524	-2.1634156703948975	0.7056759595870972	-0.8980130553245544	-0.8744927048683167	-0.15765325725078583	-1.088565707206726	-0.8036082983016968	-1.041326880455017	-2.6806724071502686	-0.036826957017183304	0.8013479709625244	0.5505040884017944	1.5203542709350586	1.0134596824645996	0.4959644377231598	1.1530245542526245	0.30757033824920654	0.9584994316101074	0.5844284892082214
