Iteration	Total loss	Negative Elbo	Cox loss	GP1 loss	GP2 loss	KL loss	Pi_constraint loss	kl_b_rho loss	pi_hat_1	pi_hat_2	pi_hat_3	mu_b_hat_1	mu_b_hat_2	mu_b_hat_3	sigma_b_hat_1	sigma_b_hat_2	sigma_b_hat_3	alpha_rho_hat_1	alpha_rho_hat_2	alpha_rho_hat_3	beta_rho_hat_1	beta_rho_hat_2	beta_rho_hat_3	alpha_hat_1	alpha_hat_2	alpha_hat_3	beta_('NL', 1)	beta_('NL', 2)	beta_('NL', 3)	beta_('NH', 1)	beta_('NH', 2)	beta_('NH', 3)	beta_('P13', 1)	beta_('P13', 2)	beta_('P13', 3)	beta_('P26', 1)	beta_('P26', 2)	beta_('P26', 3)	beta_('P3', 1)	beta_('P3', 2)	beta_('P3', 3)	beta_('T3', 1)	beta_('T3', 2)	beta_('T3', 3)	beta_('T6', 1)	beta_('T6', 2)	beta_('T6', 3)	beta_('T42', 1)	beta_('T42', 2)	beta_('T42', 3)	gamma_1	gamma_2	gamma_3
1100.0	-100.2315902709961	-100.2315902709961	27.761619567871094	-50.0	-50.0	-50.0	0.0	22.006790161132812	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.086117267608643	-5.6589436531066895	-7.626030921936035	0.5446286201477051	0.542778730392456	0.5325213074684143	5.819155693054199	4.653544902801514	4.658746242523193	31.550609588623047	43.7765998840332	149.2311553955078	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.8556885123252869	-2.2488200664520264	-2.810112476348877	-1.0214837789535522	-2.36272931098938	-0.48128387331962585	-0.24053271114826202	-2.011561870574951	-2.3765408992767334	0.6267725825309753	-1.0637047290802002	-0.9716777801513672	-0.2087361067533493	-1.2857379913330078	-0.8343696594238281	-1.176516056060791	-2.900777816772461	-0.10830236226320267	0.8098872303962708	0.51228266954422	1.6007698774337769	1.0365327596664429	0.4971970319747925	1.187275767326355	0.30757033824920654	0.9584994316101074	0.5844284892082214
1200.0	-100.39301300048828	-100.39301300048828	27.60171127319336	-50.0	-50.0	-50.0	0.0	22.00527000427246	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.061798572540283	-5.612745761871338	-7.896486759185791	0.5444492697715759	0.5429975390434265	0.5330161452293396	5.66782283782959	4.825754165649414	4.052327632904053	31.099885940551758	43.991004943847656	137.22727966308594	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.8009768128395081	-2.4899606704711914	-3.125720262527466	-1.089288592338562	-2.5302281379699707	-0.5026149153709412	-0.30980679392814636	-2.194916009902954	-2.5582802295684814	0.5595700144767761	-1.2213908433914185	-1.0491318702697754	-0.24953888356685638	-1.4748969078063965	-0.8574923872947693	-1.28618323802948	-3.094602346420288	-0.17641299962997437	0.8136454224586487	0.45847082138061523	1.6823832988739014	1.0553982257843018	0.4952516555786133	1.2188475131988525	0.30757033824920654	0.9584994316101074	0.5844284892082214
1300.0	-100.52363586425781	-100.52363586425781	27.467792510986328	-50.0	-50.0	-50.0	0.0	22.008575439453125	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.04057502746582	-5.5483622550964355	-8.160833358764648	0.5443117022514343	0.5431852340698242	0.5334442257881165	5.569477081298828	4.9771857261657715	3.581171989440918	30.81948471069336	44.17333984375	127.46085357666016	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.7544627785682678	-2.718221426010132	-3.426058769226074	-1.1383254528045654	-2.6846957206726074	-0.5201267600059509	-0.36474213004112244	-2.365631103515625	-2.7098922729492188	0.5049474835395813	-1.3707205057144165	-1.1077672243118286	-0.2807716131210327	-1.6559045314788818	-0.8733777403831482	-1.3730196952819824	-3.263387441635132	-0.241134911775589	0.8132052421569824	0.39066240191459656	1.7649468183517456	1.0705952644348145	0.49072515964508057	1.247881531715393	0.30757033824920654	0.9584994316101074	0.5844284892082214
1400.0	-100.62918090820312	-100.62918090820312	27.355159759521484	-50.0	-50.0	-50.0	0.0	22.015655517578125	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.021901607513428	-5.46783447265625	-8.418967247009277	0.5442084670066833	0.543346107006073	0.5338168144226074	5.505063056945801	5.108514308929443	3.223890781402588	30.643556594848633	44.324974060058594	119.78185272216797	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.7165788412094116	-2.9335134029388428	-3.7109768390655518	-1.1727992296218872	-2.8266868591308594	-0.5341169834136963	-0.4067628085613251	-2.5238683223724365	-2.833052635192871	0.46239128708839417	-1.5114681720733643	-1.148889183998108	-0.30377402901649475	-1.8287090063095093	-0.8824989795684814	-1.4400731325149536	-3.4085700511932373	-0.30249327421188354	0.8092067837715149	0.3105730712413788	1.8481988906860352	1.0827090740203857	0.4841958284378052	1.274545431137085	0.30757033824920654	0.9584994316101074	0.5844284892082214
1500.0	-100.7147216796875	-100.7147216796875	27.25990867614746	-50.0	-50.0	-50.0	0.0	22.025371551513672	0.33333343267440796	0.33333340287208557	0.33333319425582886	-4.005249500274658	-5.373361110687256	-8.670787811279297	0.5441325306892395	0.5434841513633728	0.5341425538063049	5.4626240730285645	5.221006393432617	2.9599363803863525	30.531906127929688	44.44902420043945	113.95152282714844	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.686894416809082	-3.135864496231079	-3.9803874492645264	-1.1964503526687622	-2.9568371772766113	-0.5449039340019226	-0.4378478527069092	-2.6698954105377197	-2.9297642707824707	0.43050533533096313	-1.6435081958770752	-1.1740999221801758	-0.32013800740242004	-1.9933216571807861	-0.8853854537010193	-1.4905182123184204	-3.5317347049713135	-0.36055561900138855	0.8022843599319458	0.21999965608119965	1.931867003440857	1.0923126935958862	0.4761994183063507	1.299031138420105	0.30757033824920654	0.9584994316101074	0.5844284892082214
1600.0	-100.7845230102539	-100.7845230102539	27.17885971069336	-50.0	-50.0	-50.0	0.0	22.03661346435547	0.33333343267440796	0.33333340287208557	0.3333331346511841	-3.990138053894043	-5.2672224044799805	-8.916159629821777	0.54407799243927	0.5436022877693176	0.5344290733337402	5.434670448303223	5.316213607788086	2.7703161239624023	30.460426330566406	44.54894256591797	109.6783218383789	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6644537448883057	-3.3253958225250244	-4.234242916107178	-1.2123578786849976	-3.0758306980133057	-0.552821934223175	-0.46013766527175903	-2.804060697555542	-3.0022997856140137	0.40747469663619995	-1.7667982578277588	-1.1852303743362427	-0.33142539858818054	-2.149801015853882	-0.8826119303703308	-1.5274606943130493	-3.634568452835083	-0.4154244065284729	0.7930288314819336	0.1207873672246933	2.0156705379486084	1.099928855895996	0.4672204852104187	1.3215458393096924	0.30757033824920654	0.9584994316101074	0.5844284892082214
1700.0	-100.83851623535156	-100.84207153320312	27.10942840576172	-50.0	-50.0	-50.0	5.960464477539062e-07	22.048503875732422	0.33333343267440796	0.33333340287208557	0.33333298563957214	-3.976151943206787	-5.151751518249512	-9.154932022094727	0.5440398454666138	0.5437033176422119	0.5346828699111938	5.416413307189941	5.395855903625488	2.6381306648254395	30.414613723754883	44.62832260131836	106.65370178222656	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6480545401573181	-3.5023033618927	-4.472542762756348	-1.2229033708572388	-3.184382438659668	-0.5582180023193359	-0.47566330432891846	-2.926784038543701	-3.053133249282837	0.3914123773574829	-1.8813714981079102	-1.1842739582061768	-0.3390018939971924	-2.298236846923828	-0.8747941851615906	-1.5537738800048828	-3.71882963180542	-0.46722978353500366	0.7819653749465942	0.014795676805078983	2.099315881729126	1.1060110330581665	0.4576799273490906	1.3423093557357788	0.30757033824920654	0.9584994316101074	0.5844284892082214
1800.0	-100.86597442626953	-100.8899917602539	27.049528121948242	-50.0	-50.0	-50.0	1.5497207641601562e-06	22.06047821044922	0.3333330452442169	0.3333330750465393	0.33333253860473633	-3.96295166015625	-5.029263973236084	-9.386920928955078	0.544013261795044	0.5437890291213989	0.5349082946777344	5.4047064781188965	5.461669445037842	2.548952102661133	30.385534286499023	44.69050598144531	104.58270263671875	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6364542245864868	-3.666846513748169	-4.695333480834961	-1.2298414707183838	-3.283210515975952	-0.5614463090896606	-0.4861944913864136	-3.038541555404663	-3.084881067276001	0.38058316707611084	-1.9873173236846924	-1.1733282804489136	-0.3439708352088928	-2.4387502670288086	-0.8625738024711609	-1.5719921588897705	-3.786320447921753	-0.5161173939704895	0.7695435881614685	-0.09613107144832611	2.182495594024658	1.1109352111816406	0.4479297399520874	1.3615480661392212	0.30757033824920654	0.9584994316101074	0.5844284892082214
1900.0	-100.92604064941406	-100.93033599853516	26.997406005859375	-50.0	-50.0	-50.0	-6.556510925292969e-07	22.07225799560547	0.33333367109298706	0.3333337903022766	0.33333295583724976	-3.9502718448638916	-4.902036666870117	-9.611907958984375	0.5439952611923218	0.5438623428344727	0.5351095199584961	5.397430419921875	5.515376567840576	2.4909515380859375	30.367507934570312	44.738468170166016	103.2056884765625	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.628502607345581	-3.8193392753601074	-4.902712345123291	-1.2344133853912354	-3.3730320930480957	-0.56285560131073	-0.493173748254776	-3.139849901199341	-3.1002144813537598	0.37351834774017334	-2.084789514541626	-1.1545231342315674	-0.3471703827381134	-2.5714805126190186	-0.8466052412986755	-1.5842465162277222	-3.838857650756836	-0.5622382760047913	0.7561359405517578	-0.21019618213176727	2.264885187149048	1.1149957180023193	0.43825605511665344	1.3794854879379272	0.30757033824920654	0.9584994316101074	0.5844284892082214
2000.0	-100.73684692382812	-100.96421813964844	26.952011108398438	-50.0	-50.0	-50.0	4.76837158203125e-06	22.08377456665039	0.3333317041397095	0.3333319425582886	0.333330899477005	-3.9379169940948486	-4.772245407104492	-9.829668998718262	0.543982982635498	0.5439242720603943	0.5352902412414551	5.393098831176758	5.558614730834961	2.454860210418701	30.356693267822266	44.77491760253906	102.31170654296875	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6232134699821472	-3.960136890411377	-5.0948262214660645	-1.2374672889709473	-3.45454478263855	-0.5627825260162354	-0.4977172613143921	-3.2312638759613037	-3.10178804397583	0.36905449628829956	-2.1739892959594727	-1.129930019378662	-0.34920740127563477	-2.6965858936309814	-0.8275414109230042	-1.59225594997406	-3.8782401084899902	-0.605739414691925	0.7420447468757629	-0.32567518949508667	2.3461499214172363	1.1184182167053223	0.42887967824935913	1.3963335752487183	0.30757033824920654	0.9584994316101074	0.5844284892082214
2100.0	-59.552547454833984	-100.99140167236328	26.91354751586914	-50.0	-50.0	-50.0	6.437301635742188e-05	22.095056533813477	0.3332977890968323	0.33329808712005615	0.33329686522483826	-3.9257519245147705	-4.641942501068115	-10.039947509765625	0.5439745783805847	0.5439764857292175	0.5354526042938232	5.390685081481934	5.592906951904297	2.4337103366851807	30.350521087646484	44.80206298828125	101.73934936523438	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6197908520698547	-4.089635372161865	-5.271864891052246	-1.2395681142807007	-3.528419256210327	-0.5615398287773132	-0.5006495714187622	-3.313361167907715	-3.0921568870544434	0.36631789803504944	-2.2551653385162354	-1.101491093635559	-0.3505038619041443	-2.8142356872558594	-0.8060102462768555	-1.5973478555679321	-3.9062342643737793	-0.6467535495758057	0.7275103330612183	-0.44094616174697876	2.4259450435638428	1.1213651895523071	0.4199640154838562	1.4122827053070068	0.30757033824920654	0.9584994316101074	0.5844284892082214
2200.0	-101.01618957519531	-101.01747131347656	26.87635040283203	-50.0	-50.0	-50.0	-3.5762786865234375e-07	22.106176376342773	0.3333336412906647	0.33333396911621094	0.3333325684070587	-3.913694143295288	-4.513014316558838	-10.242487907409668	0.5439688563346863	0.5440208315849304	0.535599946975708	5.3895111083984375	5.619656562805176	2.4224681854248047	30.347366333007812	44.82179641723633	101.37290954589844	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6176266074180603	-4.208266258239746	-5.434066295623779	-1.2410848140716553	-3.595292568206787	-0.5594116449356079	-0.5025527477264404	-3.3867313861846924	-3.0737099647521973	0.3646850287914276	-2.328608274459839	-1.070944905281067	-0.35134196281433105	-2.9246084690093994	-0.7826036810874939	-1.6005059480667114	-3.9245388507843018	-0.6853953003883362	0.7127223610877991	-0.5545134544372559	2.50393009185791	1.1239498853683472	0.4116208255290985	1.4275022745132446	0.30757033824920654	0.9584994316101074	0.5844284892082214
2300.0	1152.0557861328125	-101.04747009277344	26.835330963134766	-50.0	-50.0	-50.0	-0.0003539919853210449	22.117198944091797	0.3334861397743225	0.33348652720451355	0.33348503708839417	-3.9016964435577393	-4.387163162231445	-10.437027931213379	0.5439655780792236	0.5440590381622314	0.5357341170310974	5.389089584350586	5.640157222747803	2.4176201820373535	30.345962524414062	44.83565902709961	101.13420104980469	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6162779331207275	-4.3164801597595215	-5.581706523895264	-1.2422502040863037	-3.655764102935791	-0.5566485524177551	-0.5038214921951294	-3.451972723007202	-3.0486245155334473	0.36373111605644226	-2.394645929336548	-1.0397799015045166	-0.3519045114517212	-3.027888774871826	-0.7578648328781128	-1.602428913116455	-3.934765100479126	-0.7217587828636169	0.697830080986023	-0.6650261282920837	2.5797698497772217	1.1262454986572266	0.4039178490638733	1.4421327114105225	0.30757033824920654	0.9584994316101074	0.5844284892082214
2400.0	-79.77293395996094	-101.05638885498047	26.81545639038086	-50.0	-50.0	-50.0	-4.6133995056152344e-05	22.128150939941406	0.33334800601005554	0.33334845304489136	0.3333468437194824	-3.8897433280944824	-4.265873432159424	-10.62331771850586	0.5439612865447998	0.5440888404846191	0.5358538627624512	5.389102458953857	5.655539512634277	2.4167909622192383	30.345664978027344	44.845314025878906	100.97258758544922	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.615437924861908	-4.414754867553711	-5.715126991271973	-1.2432103157043457	-3.710383892059326	-0.553466260433197	-0.5047139525413513	-3.509681224822998	-3.018828868865967	0.36317822337150574	-2.4536309242248535	-1.0092105865478516	-0.3523072600364685	-3.124265670776367	-0.7322811484336853	-1.6035925149917603	-3.9384191036224365	-0.7559184432029724	0.6829529404640198	-0.7713029384613037	2.6531522274017334	1.1282974481582642	0.3968862295150757	1.4562863111495972	0.30757033824920654	0.9584994316101074	0.5844284892082214
2500.0	-100.98754119873047	-101.06939697265625	26.791545867919922	-50.0	-50.0	-50.0	2.86102294921875e-06	22.139057159423828	0.3333325684070587	0.3333330750465393	0.33333128690719604	-3.8778436183929443	-4.1504034996032715	-10.801112174987793	0.5439584255218506	0.5441144108772278	0.5359634160995483	5.389374256134033	5.666814804077148	2.4184045791625977	30.345991134643555	44.85157012939453	100.85671997070312	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6149035692214966	-4.503572463989258	-5.834702014923096	-1.2440510988235474	-3.7596609592437744	-0.5500443577766418	-0.505389392375946	-3.5604429244995117	-2.9859910011291504	0.3628542721271515	-2.5059478282928467	-0.9801739454269409	-0.3526186943054199	-3.213928461074829	-0.7062814235687256	-1.604306936264038	-3.9368770122528076	-0.7879306674003601	0.6681898832321167	-0.8723383545875549	2.723787307739258	1.130130648612976	0.39053231477737427	1.4700489044189453	0.30757033824920654	0.9584994316101074	0.5844284892082214
2600.0	6306.7880859375	-101.05987548828125	26.790237426757812	-50.0	-50.0	-50.0	0.0008004903793334961	22.149887084960938	0.3330747187137604	0.33307549357414246	0.33307352662086487	-3.8660151958465576	-4.041777610778809	-10.970198631286621	0.5439540147781372	0.5441330671310425	0.5360605120658875	5.389770030975342	5.674857139587402	2.42144513130188	30.346656799316406	44.855621337890625	100.76836395263672	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6145445704460144	-4.58343505859375	-5.940870761871338	-1.2448252439498901	-3.8040542602539062	-0.5465306639671326	-0.5059453248977661	-3.6048247814178467	-2.9515225887298584	0.36265379190444946	-2.551992177963257	-0.9533470869064331	-0.3528810739517212	-3.2970705032348633	-0.6802374720573425	-1.6047677993774414	-3.9313764572143555	-0.8178382515907288	0.6536206007003784	-0.9673176407814026	2.7914140224456787	1.1317569017410278	0.3848392069339752	1.483479380607605	0.30757033824920654	0.9584994316101074	0.5844284892082214
2700.0	-100.89633178710938	-101.09088134765625	26.748455047607422	-50.0	-50.0	-50.0	4.410743713378906e-06	22.160659790039062	0.333332359790802	0.33333322405815125	0.33333101868629456	-3.8542916774749756	-3.9407708644866943	-11.130401611328125	0.5439537167549133	0.5441535115242004	0.5361533164978027	5.3902482986450195	5.680444717407227	2.4252638816833496	30.347379684448242	44.857566833496094	100.69679260253906	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6142844557762146	-4.65484094619751	-6.034147262573242	-1.245558738708496	-3.8439760208129883	-0.5430429577827454	-0.5064342021942139	-3.6433773040771484	-2.916586399078369	0.3625199794769287	-2.5921802520751953	-0.9291690587997437	-0.3531157970428467	-3.3738818168640137	-0.6544681191444397	-1.6050879955291748	-3.9230079650878906	-0.8456757068634033	0.6393177509307861	-1.0556186437606812	2.8558011054992676	1.1331814527511597	0.3797767758369446	1.4966157674789429	0.30757033824920654	0.9584994316101074	0.5844284892082214
