Iteration	Total_Loss	fm1_Loss	fm2_Loss	Lambda_hyp_1	Lambda_hyp_2	('sensor 1', 1)_alpha	('sensor 1', 1)_xi	('sensor 1', 1)_sigma	('sensor 1', 2)_alpha	('sensor 1', 2)_xi	('sensor 1', 2)_sigma
100.0	5517248.5	4386557.0	1130691.625	0.7002978920936584	0.219893217086792	1.1612507104873657	1.430519700050354	0.006330192554742098	1.7634403705596924	1.684888482093811	0.006319845095276833
200.0	3674109.0	2730478.25	943630.625	0.6494203805923462	0.27186086773872375	1.2127827405929565	1.423901915550232	0.006581583525985479	1.8415433168411255	1.6601234674453735	0.006589911412447691
300.0	2344379.75	1506658.375	837721.3125	0.5997765064239502	0.30740779638290405	1.2649133205413818	1.4165456295013428	0.006699427030980587	1.9138356447219849	1.6312310695648193	0.006913515739142895
400.0	1710476.75	945138.875	765337.9375	0.5633831024169922	0.33129680156707764	1.3052184581756592	1.4097813367843628	0.006752010900527239	1.9826852083206177	1.5993140935897827	0.007264920510351658
500.0	1385808.75	676421.0	709387.6875	0.5365825891494751	0.34647253155708313	1.3366459608078003	1.4034719467163086	0.00678466260433197	2.049105167388916	1.5648775100708008	0.007628752384334803
600.0	1190070.0	527562.8125	662507.1875	0.5155757069587708	0.35548684000968933	1.3627060651779175	1.3973338603973389	0.006810598541051149	2.113537549972534	1.528214454650879	0.007995468564331532
700.0	1056466.0	435028.28125	621437.6875	0.4982670247554779	0.36050945520401	1.3853870630264282	1.3911868333816528	0.006834051571786404	2.1761891841888428	1.4895099401474	0.00835906621068716
800.0	957231.25	372555.65625	584675.625	0.4834917485713959	0.36315450072288513	1.4058113098144531	1.3849215507507324	0.006856689695268869	2.2371907234191895	1.4488768577575684	0.008715743198990822
900.0	879151.875	327756.65625	551395.1875	0.47055381536483765	0.36447617411613464	1.4246561527252197	1.3784645795822144	0.006879289168864489	2.296658515930176	1.406381607055664	0.00906304083764553
1000.0	815183.5625	294127.03125	521056.53125	0.4590087831020355	0.36509832739830017	1.4423598051071167	1.3717615604400635	0.006902256049215794	2.3547070026397705	1.3621084690093994	0.009399359114468098
1100.0	761234.125	267962.21875	493271.875	0.44855666160583496	0.36536166071891785	1.4592186212539673	1.3647695779800415	0.006925824098289013	2.4114439487457275	1.3162707090377808	0.00972374901175499
1200.0	714784.375	247011.1875	467773.15625	0.43898630142211914	0.36543360352516174	1.4754441976547241	1.3574507236480713	0.006950135342776775	2.466968059539795	1.2693244218826294	0.01003592275083065
1300.0	674212.0	229828.6875	444383.34375	0.4301432967185974	0.3653700053691864	1.491193175315857	1.3497703075408936	0.006975277792662382	2.5213723182678223	1.2219377756118774	0.010336297564208508
1400.0	638378.1875	215452.15625	422926.03125	0.4219112992286682	0.36514177918434143	1.506584644317627	1.341695785522461	0.007001309655606747	2.574741840362549	1.17465078830719	0.010625708848237991
1500.0	606341.1875	203212.109375	403129.0625	0.4142008423805237	0.3646445572376251	1.521712064743042	1.3331938982009888	0.0070282695814967155	2.6271753311157227	1.1272822618484497	0.010904570110142231
1600.0	577196.75	192631.09375	384565.65625	0.4069415330886841	0.36370372772216797	1.5366501808166504	1.3242301940917969	0.0070561813190579414	2.6787869930267334	1.078434705734253	0.011171706020832062
1700.0	549964.9375	183361.796875	366603.125	0.4000767469406128	0.3620685040950775	1.551459550857544	1.314768671989441	0.007085056975483894	2.7297089099884033	1.0252104997634888	0.011422976851463318
1800.0	523384.96875	175142.15625	348242.8125	0.39356061816215515	0.35941368341445923	1.5661907196044922	1.3047704696655273	0.007114901673048735	2.780092239379883	0.9630149006843567	0.011649155989289284
1900.0	495773.625	167770.515625	328003.125	0.3873555064201355	0.3555503487586975	1.5808855295181274	1.294194221496582	0.007145709358155727	2.8300957679748535	0.886357307434082	0.011832795105874538
2000.0	466663.34375	161093.0625	305570.28125	0.381429523229599	0.3514702320098877	1.5955818891525269	1.2829924821853638	0.00717746838927269	2.879775047302246	0.795753538608551	0.011950084008276463
2100.0	442137.5625	154986.21875	287151.34375	0.3757563531398773	0.3507646918296814	1.6103111505508423	1.2711143493652344	0.007210156414657831	2.9288535118103027	0.7166229486465454	0.012001631781458855
2200.0	424903.34375	149349.6875	275553.65625	0.3703134059906006	0.35414430499076843	1.6251009702682495	1.258501648902893	0.007243743631988764	2.9772236347198486	0.6736956834793091	0.012026061303913593
2300.0	410667.3125	144102.40625	266564.90625	0.3650812804698944	0.3578632175922394	1.6399760246276855	1.2450889348983765	0.007278186734765768	3.0251832008361816	0.6562342643737793	0.012044989503920078
2400.0	397581.25	139176.796875	258404.453125	0.36004340648651123	0.3601958155632019	1.6549582481384277	1.2308014631271362	0.007313435431569815	3.0728919506073	0.6495807766914368	0.012063033878803253
2500.0	385224.09375	134513.6875	250710.40625	0.35518530011177063	0.3613511025905609	1.6700676679611206	1.2155531644821167	0.007349418941885233	3.1204090118408203	0.6469684839248657	0.012081013061106205
2600.0	373459.0	130063.71875	243395.28125	0.35049423575401306	0.3618554472923279	1.6853227615356445	1.1992437839508057	0.0073860506527125835	3.1677675247192383	0.645924985408783	0.012099101208150387
2700.0	362202.0625	125780.0859375	236421.96875	0.34595927596092224	0.3620535135269165	1.7007402181625366	1.1817582845687866	0.007423223461955786	3.214994192123413	0.6455237865447998	0.01211730856448412
2800.0	351385.4375	121621.203125	229764.25	0.3415699899196625	0.3621191084384918	1.7163362503051758	1.1629599332809448	0.00746080232784152	3.262113571166992	0.645392894744873	0.01213565468788147
2900.0	340946.375	117546.1015625	223400.28125	0.33731794357299805	0.3621308207511902	1.7321257591247559	1.1426936388015747	0.007498619612306356	3.309147596359253	0.6453778743743896	0.012154145166277885
3000.0	330825.71875	113515.484375	217310.234375	0.33319512009620667	0.3621223270893097	1.7481220960617065	1.1207813024520874	0.007536464370787144	3.3561179637908936	0.6454144716262817	0.012172798626124859
3100.0	320966.15625	109490.359375	211475.796875	0.3291946053504944	0.3621075749397278	1.7643376588821411	1.097028374671936	0.007574092596769333	3.4030468463897705	0.6454765796661377	0.012191611342132092
3200.0	311313.53125	105432.28125	205881.25	0.3253098428249359	0.3620922565460205	1.7807832956314087	1.0712430477142334	0.007611194159835577	3.4499480724334717	0.6455528140068054	0.012210595421493053
3300.0	301822.4375	101311.28125	200511.171875	0.32153478264808655	0.36207735538482666	1.7974666357040405	1.0432809591293335	0.007647417951375246	3.496845006942749	0.6456394791603088	0.012229761108756065
3400.0	292471.125	97119.265625	195351.84375	0.317863404750824	0.36206498742103577	1.8143870830535889	1.0131345987319946	0.007682391442358494	3.5437545776367188	0.6457348465919495	0.012249115854501724
3500.0	283273.34375	92882.3359375	190391.015625	0.3142879903316498	0.36205461621284485	1.8315342664718628	0.981055736541748	0.007715772371739149	3.5906906127929688	0.6458384394645691	0.012268668040633202
3600.0	274291.8125	88674.84375	185616.984375	0.3107958734035492	0.36204633116722107	1.8488855361938477	0.9476107954978943	0.007747333962470293	3.6376724243164062	0.6459484100341797	0.01228842418640852
3700.0	265598.75	84579.40625	181019.328125	0.30736279487609863	0.36204037070274353	1.8664137125015259	0.9134900569915771	0.00777697516605258	3.684711456298828	0.6460655927658081	0.012308396399021149
3800.0	257214.640625	80626.40625	176588.234375	0.3039452135562897	0.36203694343566895	1.8841032981872559	0.8790665864944458	0.007804618217051029	3.7318227291107178	0.6461896300315857	0.012328595854341984
3900.0	249065.09375	76750.1328125	172314.96875	0.3004762530326843	0.36203521490097046	1.9019662141799927	0.844029426574707	0.00782999861985445	3.7790184020996094	0.6463197469711304	0.012349022552371025
4000.0	240997.21875	72806.2421875	168190.984375	0.29687342047691345	0.36203533411026	1.9200419187545776	0.807431697845459	0.007852483540773392	3.826312303543091	0.646456778049469	0.01236969418823719
4100.0	232879.0	68670.2265625	164208.765625	0.29307278990745544	0.3620383143424988	1.938374400138855	0.7683831453323364	0.007871069014072418	3.8737146854400635	0.6465998291969299	0.012390616349875927
4200.0	224805.28125	64444.08984375	160361.1875	0.28910890221595764	0.36204254627227783	1.9569612741470337	0.7275255918502808	0.007884861901402473	3.9212377071380615	0.6467492580413818	0.012411795556545258
4300.0	217206.59375	60564.94921875	156641.640625	0.2851775288581848	0.36204853653907776	1.9757148027420044	0.6879321932792664	0.007893959060311317	3.9688913822174072	0.6469049453735352	0.012433242984116077
4400.0	210447.21875	57403.3359375	153043.890625	0.2815173268318176	0.3620574176311493	1.9945279359817505	0.6529346108436584	0.007899594493210316	4.016685962677002	0.6470658779144287	0.012454968877136707
4500.0	204508.4375	54946.19921875	149562.234375	0.2782403528690338	0.36206746101379395	2.0133700370788574	0.6236193180084229	0.007903184741735458	4.06463098526001	0.6472334265708923	0.012476980686187744
4600.0	199192.296875	53000.79296875	146191.5	0.2753385007381439	0.362079381942749	2.0322818756103516	0.5993531346321106	0.007905651815235615	4.112734317779541	0.6474063396453857	0.012499288655817509
