Iteration	Total loss	Negative Elbo	Cox loss	GP1 loss	GP2 loss	KL loss	Pi_constraint loss	kl_b_rho loss	pi_hat_1	pi_hat_2	pi_hat_3	mu_b_hat_1	mu_b_hat_2	mu_b_hat_3	sigma_b_hat_1	sigma_b_hat_2	sigma_b_hat_3	alpha_rho_hat_1	alpha_rho_hat_2	alpha_rho_hat_3	beta_rho_hat_1	beta_rho_hat_2	beta_rho_hat_3	alpha_hat_1	alpha_hat_2	alpha_hat_3	beta_('NL', 1)	beta_('NL', 2)	beta_('NL', 3)	beta_('NH', 1)	beta_('NH', 2)	beta_('NH', 3)	beta_('P13', 1)	beta_('P13', 2)	beta_('P13', 3)	beta_('P26', 1)	beta_('P26', 2)	beta_('P26', 3)	beta_('P3', 1)	beta_('P3', 2)	beta_('P3', 3)	beta_('T3', 1)	beta_('T3', 2)	beta_('T3', 3)	beta_('T6', 1)	beta_('T6', 2)	beta_('T6', 3)	beta_('T42', 1)	beta_('T42', 2)	beta_('T42', 3)	gamma_1	gamma_2	gamma_3
100000.0	-100.28457641601562	-101.12713623046875	26.578014373779297	-50.0	-50.0	-50.0	9.179115295410156e-06	22.294849395751953	0.3333200216293335	0.33339202404022217	0.3332775831222534	-3.677504062652588	-3.2831778526306152	-12.684890747070312	0.5439236760139465	0.5441851615905762	0.5368508100509644	5.3973774909973145	5.693246841430664	2.474654197692871	30.35952377319336	44.87107849121094	100.23201751708984	0.5168091058731079	0.8209190368652344	0.20739901065826416	0.6122999787330627	-5.0644378662109375	-6.354859352111816	-1.256142258644104	-4.106781005859375	-0.5228499174118042	-0.5129210948944092	-3.816164493560791	-2.5922799110412598	0.3614165186882019	-2.7710838317871094	-0.8364254832267761	-0.3564189672470093	-3.9631221294403076	-0.3663162291049957	-1.6080152988433838	-3.7922427654266357	-1.0633326768875122	0.45279282331466675	-1.6372841596603394	3.439723014831543	1.124484896659851	0.350546658039093	1.6916922330856323	0.30757033824920654	0.9584994316101074	0.5844284892082214
