Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	(1, 'NH', 1)_alpha	(1, 'NH', 1)_xi	(1, 'NH', 1)_sigma	(2, 'NH', 1)_alpha	(2, 'NH', 1)_xi	(2, 'NH', 1)_sigma	(3, 'NH', 1)_alpha	(3, 'NH', 1)_xi	(3, 'NH', 1)_sigma	(4, 'NH', 1)_alpha	(4, 'NH', 1)_xi	(4, 'NH', 1)_sigma	(5, 'NH', 1)_alpha	(5, 'NH', 1)_xi	(5, 'NH', 1)_sigma	(6, 'NH', 1)_alpha	(6, 'NH', 1)_xi	(6, 'NH', 1)_sigma	(7, 'NH', 1)_alpha	(7, 'NH', 1)_xi	(7, 'NH', 1)_sigma	(8, 'NH', 1)_alpha	(8, 'NH', 1)_xi	(8, 'NH', 1)_sigma	(9, 'NH', 1)_alpha	(9, 'NH', 1)_xi	(9, 'NH', 1)_sigma	(10, 'NH', 1)_alpha	(10, 'NH', 1)_xi	(10, 'NH', 1)_sigma	(11, 'NH', 1)_alpha	(11, 'NH', 1)_xi	(11, 'NH', 1)_sigma	(12, 'NH', 1)_alpha	(12, 'NH', 1)_xi	(12, 'NH', 1)_sigma	(13, 'NH', 1)_alpha	(13, 'NH', 1)_xi	(13, 'NH', 1)_sigma	(14, 'NH', 1)_alpha	(14, 'NH', 1)_xi	(14, 'NH', 1)_sigma	(15, 'NH', 1)_alpha	(15, 'NH', 1)_xi	(15, 'NH', 1)_sigma	(31, 'NH', 2)_alpha	(31, 'NH', 2)_xi	(31, 'NH', 2)_sigma	(32, 'NH', 2)_alpha	(32, 'NH', 2)_xi	(32, 'NH', 2)_sigma	(33, 'NH', 2)_alpha	(33, 'NH', 2)_xi	(33, 'NH', 2)_sigma	(34, 'NH', 2)_alpha	(34, 'NH', 2)_xi	(34, 'NH', 2)_sigma	(35, 'NH', 2)_alpha	(35, 'NH', 2)_xi	(35, 'NH', 2)_sigma	(36, 'NH', 2)_alpha	(36, 'NH', 2)_xi	(36, 'NH', 2)_sigma	(37, 'NH', 2)_alpha	(37, 'NH', 2)_xi	(37, 'NH', 2)_sigma	(38, 'NH', 2)_alpha	(38, 'NH', 2)_xi	(38, 'NH', 2)_sigma	(39, 'NH', 2)_alpha	(39, 'NH', 2)_xi	(39, 'NH', 2)_sigma	(40, 'NH', 2)_alpha	(40, 'NH', 2)_xi	(40, 'NH', 2)_sigma	(41, 'NH', 2)_alpha	(41, 'NH', 2)_xi	(41, 'NH', 2)_sigma	(42, 'NH', 2)_alpha	(42, 'NH', 2)_xi	(42, 'NH', 2)_sigma	(43, 'NH', 2)_alpha	(43, 'NH', 2)_xi	(43, 'NH', 2)_sigma	(44, 'NH', 2)_alpha	(44, 'NH', 2)_xi	(44, 'NH', 2)_sigma	(45, 'NH', 2)_alpha	(45, 'NH', 2)_xi	(45, 'NH', 2)_sigma	(101, 'NH', 3)_alpha	(101, 'NH', 3)_xi	(101, 'NH', 3)_sigma	(102, 'NH', 3)_alpha	(102, 'NH', 3)_xi	(102, 'NH', 3)_sigma	(103, 'NH', 3)_alpha	(103, 'NH', 3)_xi	(103, 'NH', 3)_sigma	(104, 'NH', 3)_alpha	(104, 'NH', 3)_xi	(104, 'NH', 3)_sigma	(105, 'NH', 3)_alpha	(105, 'NH', 3)_xi	(105, 'NH', 3)_sigma	(106, 'NH', 3)_alpha	(106, 'NH', 3)_xi	(106, 'NH', 3)_sigma	(107, 'NH', 3)_alpha	(107, 'NH', 3)_xi	(107, 'NH', 3)_sigma	(108, 'NH', 3)_alpha	(108, 'NH', 3)_xi	(108, 'NH', 3)_sigma	(109, 'NH', 3)_alpha	(109, 'NH', 3)_xi	(109, 'NH', 3)_sigma	(110, 'NH', 3)_alpha	(110, 'NH', 3)_xi	(110, 'NH', 3)_sigma	(111, 'NH', 3)_alpha	(111, 'NH', 3)_xi	(111, 'NH', 3)_sigma	(112, 'NH', 3)_alpha	(112, 'NH', 3)_xi	(112, 'NH', 3)_sigma	(113, 'NH', 3)_alpha	(113, 'NH', 3)_xi	(113, 'NH', 3)_sigma	(114, 'NH', 3)_alpha	(114, 'NH', 3)_xi	(114, 'NH', 3)_sigma	(115, 'NH', 3)_alpha	(115, 'NH', 3)_xi	(115, 'NH', 3)_sigma
25000.0	-13177.6826171875	-3593.4111328125	-5283.0869140625	-4301.1845703125	3.1365749835968018	1.0613502264022827	0.898693323135376	1.2288579940795898	5.195552825927734	0.003930519334971905	1.2165396213531494	3.99609112739563	0.004167297855019569	1.2444988489151	4.6085686683654785	0.0033654680009931326	1.2547276020050049	6.7051544189453125	0.004215151071548462	1.2600218057632446	4.572347164154053	0.004561364185065031	1.2389215230941772	4.969767093658447	0.004531242419034243	1.2175556421279907	3.892745018005371	0.004072604700922966	1.2613445520401	4.031806945800781	0.004297089762985706	1.2686086893081665	6.979956150054932	0.004636125639081001	1.278862476348877	4.03012752532959	0.0033834483474493027	1.2375961542129517	3.989215612411499	0.003745368681848049	1.2504453659057617	4.1523613929748535	0.0039420584216713905	1.2349562644958496	3.8111777305603027	0.005946989171206951	1.2274824380874634	3.6131033897399902	0.005132718943059444	1.2577221393585205	4.106744289398193	0.033120047301054	5.4114556312561035	14.863740921020508	0.002209122059866786	5.623654842376709	7.222167015075684	0.0023222872987389565	5.41206693649292	14.709867477416992	0.002463647862896323	5.773316383361816	7.547163009643555	0.0023632515221834183	5.615359306335449	16.618820190429688	0.0025837125722318888	5.28721284866333	14.105581283569336	0.0024477154947817326	4.98867654800415	15.262282371520996	0.002644052030518651	5.74139928817749	7.088920593261719	0.0025278867688030005	5.471663475036621	16.01798439025879	0.002614516532048583	5.676177978515625	15.953231811523438	0.0026095006614923477	5.251153469085693	15.20725154876709	0.0031372762750834227	6.0538434982299805	4.852549076080322	0.0016932333819568157	5.638150691986084	14.870488166809082	0.0029007080011069775	5.675333023071289	12.763002395629883	0.002731155138462782	5.360174179077148	16.605636596679688	0.0026492199394851923	9.421975135803223	8.79120922088623	0.0033963508903980255	7.719624996185303	15.695168495178223	0.004166204482316971	8.688316345214844	9.1129789352417	0.004233278334140778	10.703409194946289	12.410589218139648	0.004737877752631903	8.095391273498535	11.148883819580078	0.004325961694121361	10.22695541381836	14.28823184967041	0.004485100042074919	8.936378479003906	11.522547721862793	0.004141754005104303	7.717554569244385	15.235045433044434	0.003954689484089613	6.375406742095947	10.58884334564209	0.003697597188875079	8.496411323547363	10.818075180053711	0.00457041384652257	8.521236419677734	12.96072769165039	0.0030627259984612465	9.088911056518555	16.518762588500977	0.0023128234315663576	8.223471641540527	16.053386688232422	0.0032981005497276783	8.152960777282715	16.497173309326172	0.002698544878512621	8.376418113708496	12.806556701660156	0.002795921638607979
