Iteration	Total loss	Cox loss	KL loss	kl_b_rho loss	mu_b_hat_1	mu_b_hat_2	sigma_b_hat_1	sigma_b_hat_2	alpha_rho_hat_1	alpha_rho_hat_2	beta_rho_hat_1	beta_rho_hat_2	alpha_hat_1	alpha_hat_2	beta_('sensor 1', 1)	beta_('sensor 1', 2)	beta_('sensor 2', 1)	beta_('sensor 2', 2)	gamma_1	gamma_2
3300.0	540.3374633789062	504.70269775390625	3.178053855895996	32.45671844482422	-6.950395107269287	-8.136771202087402	0.12839192152023315	0.11561660468578339	40.41997528076172	19.64322280883789	2975.9658203125	326.525634765625	1.100000023841858	1.0999999046325684	0.019135452806949615	-0.005883545149117708	0.015878908336162567	-0.008427274413406849	0.30757033824920654	0.9584994316101074
3400.0	538.6224365234375	503.2702331542969	3.178053855895996	32.174171447753906	-6.951239109039307	-8.145740509033203	0.12842236459255219	0.11529409140348434	41.253074645996094	19.58467674255371	3028.8515625	327.826904296875	1.100000023841858	1.0999999046325684	0.01911894977092743	-0.005569097585976124	0.015859415754675865	-0.008354786783456802	0.30757033824920654	0.9584994316101074
3500.0	536.8801879882812	501.8223571777344	3.178054094314575	31.879764556884766	-6.951794147491455	-8.155117988586426	0.1283080130815506	0.11505479365587234	42.031578063964844	19.52394676208496	3078.521240234375	329.185302734375	1.0999999046325684	1.0999999046325684	0.01899692229926586	-0.005247413646429777	0.015730518847703934	-0.008277779445052147	0.30757033824920654	0.9584994316101074
3600.0	535.0858764648438	500.3338623046875	3.178054094314575	31.5739688873291	-6.951504707336426	-8.164922714233398	0.12831376492977142	0.11488869041204453	42.764862060546875	19.461013793945312	3124.103515625	330.6038818359375	1.0999999046325684	1.0999999046325684	0.01902260258793831	-0.004918867256492376	0.015747109428048134	-0.008195986039936543	0.30757033824920654	0.9584994316101074
3700.0	533.1913452148438	498.7561340332031	3.178054094314575	31.257192611694336	-6.952149391174316	-8.175162315368652	0.12850111722946167	0.1147862896323204	43.445892333984375	19.395843505859375	3166.3603515625	332.0832214355469	1.0999999046325684	1.0999999046325684	0.01919204741716385	-0.004583826754242182	0.015914643183350563	-0.008109064772725105	0.30757033824920654	0.9584994316101074
3800.0	531.2906494140625	497.1861572265625	3.178053855895996	30.926427841186523	-6.952641487121582	-8.185853958129883	0.12844567000865936	0.11473848670721054	44.067874908447266	19.32839584350586	3205.98583984375	333.6265869140625	1.100000023841858	1.0999999046325684	0.01912197656929493	-0.004242739640176296	0.015840457752346992	-0.008016697131097317	0.30757033824920654	0.9584994316101074
3900.0	529.3483276367188	495.5862731933594	3.178053855895996	30.584033966064453	-6.952824115753174	-8.197011947631836	0.12840178608894348	0.11473679542541504	44.6491813659668	19.25865936279297	3242.60791015625	335.2344970703125	1.100000023841858	1.100000023841858	0.019083214923739433	-0.003896089270710945	0.01579674333333969	-0.007918543182313442	0.30757033824920654	0.9584994316101074
4000.0	527.375	493.9659729003906	3.178053855895996	30.230979919433594	-6.952796459197998	-8.208654403686523	0.1286451369524002	0.11477358639240265	45.201358795166016	19.18660545349121	3275.6845703125	336.90960693359375	1.100000023841858	1.100000023841858	0.019328447058796883	-0.0035444011446088552	0.01603814959526062	-0.007814247161149979	0.30757033824920654	0.9584994316101074
4100.0	525.7817993164062	492.736083984375	3.178053855895996	29.86765480041504	-6.952262878417969	-8.220794677734375	0.12915505468845367	0.11484209448099136	45.72235870361328	19.112228393554688	3305.358154296875	338.6539611816406	1.100000023841858	1.100000023841858	0.019779132679104805	-0.003188260132446885	0.016487739980220795	-0.007703450508415699	0.30757033824920654	0.9584994316101074
4200.0	523.2828369140625	490.6186828613281	3.178053855895996	29.48612403869629	-6.95268440246582	-8.233444213867188	0.1286250799894333	0.114936463534832	46.16108322143555	19.035497665405273	3335.640869140625	340.4693603515625	1.100000023841858	1.100000023841858	0.01930440589785576	-0.0028282548300921917	0.01600523851811886	-0.007585746236145496	0.30757033824920654	0.9584994316101074
4300.0	521.287841796875	489.0181884765625	3.178053855895996	29.091611862182617	-6.953656196594238	-8.246623992919922	0.1280498504638672	0.11505167931318283	46.55819320678711	18.95641326904297	3364.278564453125	342.35748291015625	1.100000023841858	1.100000023841858	0.018704714253544807	-0.002465059282258153	0.015406100079417229	-0.00746076600626111	0.30757033824920654	0.9584994316101074
4400.0	518.99853515625	487.12939453125	3.178053855895996	28.691085815429688	-6.953248023986816	-8.260344505310059	0.128411203622818	0.11518360674381256	46.968955993652344	18.87495994567871	3387.5556640625	344.3207702636719	1.100000023841858	1.100000023841858	0.019090794026851654	-0.002099350094795227	0.0157864298671484	-0.007328095380216837	0.30757033824920654	0.9584994316101074
4500.0	516.8740234375	485.4208984375	3.178053855895996	28.275060653686523	-6.953954219818115	-8.274624824523926	0.12815585732460022	0.1153288260102272	47.31625747680664	18.791133880615234	3411.1435546875	346.3610534667969	1.100000023841858	1.100000023841858	0.01882370375096798	-0.0017318489262834191	0.015518590807914734	-0.0071873292326927185	0.30757033824920654	0.9584994316101074
4600.0	514.6070556640625	483.57733154296875	3.178053855895996	27.851701736450195	-6.952710151672363	-8.289480209350586	0.12864604592323303	0.11548469215631485	47.67970275878906	18.704936981201172	3429.7529296875	348.48052978515625	1.100000023841858	1.100000023841858	0.01937141828238964	-0.0013632980408146977	0.016068601980805397	-0.007038061041384935	0.30757033824920654	0.9584994316101074
4700.0	512.4447021484375	481.85223388671875	3.178053855895996	27.414409637451172	-6.952802658081055	-8.304924011230469	0.12881702184677124	0.1156490296125412	47.987770080566406	18.616374969482422	3448.54638671875	350.68121337890625	1.100000023841858	1.100000023841858	0.01946410909295082	-0.0009944618213921785	0.016152650117874146	-0.006879876833409071	0.30757033824920654	0.9584994316101074
4800.0	510.0855407714844	479.9439697265625	3.178053855895996	26.96352195739746	-6.953596591949463	-8.320972442626953	0.12860111892223358	0.11582019925117493	48.25542449951172	18.525461196899414	3466.999755859375	352.96478271484375	1.100000023841858	1.100000023841858	0.01927615888416767	-0.0006261462694965303	0.01596406288444996	-0.00671240221709013	0.30757033824920654	0.9584994316101074
4900.0	507.82275390625	478.14141845703125	3.178053855895996	26.5032958984375	-6.95353889465332	-8.337644577026367	0.12871654331684113	0.11599694192409515	48.51981735229492	18.432188034057617	3482.75390625	355.3337097167969	1.100000023841858	1.100000023841858	0.019384775310754776	-0.00025912391720339656	0.016071483492851257	-0.0065352339297533035	0.30757033824920654	0.9584994316101074
5000.0	505.4976501464844	476.29150390625	3.178053855895996	26.028118133544922	-6.954155445098877	-8.354949951171875	0.1281808465719223	0.11617833375930786	48.73118591308594	18.336591720581055	3499.444091796875	357.78985595703125	1.100000023841858	1.100000023841858	0.018844977021217346	0.00010578901128610596	0.015530040487647057	-0.006348026916384697	0.30757033824920654	0.9584994316101074
5100.0	503.0776672363281	474.3520812988281	3.178053855895996	25.54753303527832	-6.953376770019531	-8.372906684875488	0.12855415046215057	0.11636360734701157	48.97230529785156	18.23868179321289	3511.472412109375	360.33563232421875	1.100000023841858	1.100000023841858	0.01924794912338257	0.00046782000572420657	0.015934163704514503	-0.006150430534034967	0.30757033824920654	0.9584994316101074
5200.0	500.7111511230469	472.47882080078125	3.178053855895996	25.054285049438477	-6.953810691833496	-8.39152717590332	0.12856701016426086	0.11655227839946747	49.16812515258789	18.138490676879883	3524.1806640625	362.9725341796875	1.100000023841858	1.100000023841858	0.019237253814935684	0.0008262080955319107	0.01591915264725685	-0.005942133720964193	0.30757033824920654	0.9584994316101074
5300.0	498.35565185546875	470.6261291503906	3.178053855895996	24.55148696899414	-6.953773498535156	-8.410826683044434	0.12868328392505646	0.11674380302429199	49.357574462890625	18.036043167114258	3535.238525390625	365.7025146484375	1.100000023841858	1.100000023841858	0.019351009279489517	0.001180196413770318	0.016030732542276382	-0.005722884088754654	0.30757033824920654	0.9584994316101074
5400.0	495.9778137207031	468.76470947265625	3.178053855895996	24.035053253173828	-6.954416751861572	-8.430817604064941	0.1281568706035614	0.11693792790174484	49.499298095703125	17.931377410888672	3547.64013671875	368.5277099609375	1.100000023841858	1.100000023841858	0.01881769299507141	0.0015290908049792051	0.01549854502081871	-0.0054924520663917065	0.30757033824920654	0.9584994316101074
5500.0	493.50390625	466.8106689453125	3.178053855895996	23.515193939208984	-6.953901290893555	-8.451513290405273	0.12859247624874115	0.11713436245918274	49.67674255371094	17.824527740478516	3555.667724609375	371.4510498046875	1.100000023841858	1.100000023841858	0.019262822344899178	0.0018722390523180366	0.015941081568598747	-0.00525067001581192	0.30757033824920654	0.9584994316101074
5600.0	491.0547180175781	464.8937683105469	3.178053855895996	22.9829158782959	-6.954362869262695	-8.472925186157227	0.1285240203142166	0.11733279377222061	49.812217712402344	17.71554183959961	3564.8828125	374.4732666015625	1.100000023841858	1.100000023841858	0.019199209287762642	0.00220904010348022	0.01587720401585102	-0.0049974373541772366	0.30757033824920654	0.9584994316101074
5700.0	488.79461669921875	463.1713562011719	3.178053855895996	22.445234298706055	-6.953810214996338	-8.495064735412598	0.12888912856578827	0.11753304302692413	49.961143493652344	17.60445785522461	3571.603515625	377.596435546875	1.100000023841858	1.100000023841858	0.019536247476935387	0.0025389643851667643	0.016214843839406967	-0.00473272567614913	0.30757033824920654	0.9584994316101074
5800.0	486.17840576171875	461.105712890625	3.178053855895996	21.89464569091797	-6.953986167907715	-8.517942428588867	0.12823016941547394	0.11773493885993958	50.05201721191406	17.4913330078125	3581.033935546875	380.822998046875	1.100000023841858	1.100000023841858	0.018917692825198174	0.002861573128029704	0.015596731565892696	-0.004456555005162954	0.30757033824920654	0.9584994316101074
5900.0	483.7410583496094	459.2222900390625	3.178053855895996	21.34073257446289	-6.954115867614746	-8.541565895080566	0.12857794761657715	0.11793823540210724	50.174102783203125	17.376222610473633	3586.875	384.1551513671875	1.100000023841858	1.100000023841858	0.0192460548132658	0.003176491241902113	0.015922222286462784	-0.0041690547950565815	0.30757033824920654	0.9584994316101074
6000.0	481.3552551269531	457.397216796875	3.178053855895996	20.779998779296875	-6.9542036056518555	-8.565942764282227	0.12877099215984344	0.11814272403717041	50.28255081176758	17.259178161621094	3592.496337890625	387.59405517578125	1.100000023841858	1.100000023841858	0.01943187415599823	0.003483448177576065	0.016107188537716866	-0.0038704280741512775	0.30757033824920654	0.9584994316101074
6100.0	478.9310607910156	455.54376220703125	3.178053855895996	20.209245681762695	-6.954222679138184	-8.591081619262695	0.12813806533813477	0.11834818124771118	50.34511947631836	17.140270233154297	3600.23046875	391.1417236328125	1.100000023841858	1.100000023841858	0.0187924113124609	0.0037822718732059	0.01546376384794712	-0.003560959827154875	0.30757033824920654	0.9584994316101074
6200.0	476.4107971191406	453.5937805175781	3.178053855895996	19.638986587524414	-6.954309940338135	-8.616983413696289	0.12847819924354553	0.11855443567037582	50.44314956665039	17.019563674926758	3604.425048828125	394.8001708984375	1.100000023841858	1.100000023841858	0.01915081776678562	0.004072882235050201	0.01582503877580166	-0.0032410328276455402	0.30757033824920654	0.9584994316101074
6300.0	474.1754455566406	451.9327697753906	3.178053855895996	19.064645767211914	-6.9540696144104	-8.64365291595459	0.12894660234451294	0.11876139789819717	50.54252624511719	16.89711570739746	3607.599365234375	398.5713195800781	1.100000023841858	1.100000023841858	0.019591785967350006	0.00435529975220561	0.01626630127429962	-0.002911112504079938	0.30757033824920654	0.9584994316101074
6400.0	471.6920471191406	450.0296630859375	3.178053855895996	18.484333038330078	-6.95355224609375	-8.671091079711914	0.12876109778881073	0.11896870285272598	50.60773468017578	16.77301025390625	3612.3330078125	402.4567565917969	1.100000023841858	1.100000023841858	0.019413933157920837	0.0046296450309455395	0.016083676367998123	-0.0025717569515109062	0.30757033824920654	0.9584994316101074
6500.0	469.1833801269531	448.1058349609375	3.178053855895996	17.89950180053711	-6.954459190368652	-8.699295043945312	0.12842586636543274	0.11917644739151001	50.651939392089844	16.647315979003906	3617.77685546875	406.4585876464844	1.100000023841858	1.100000023841858	0.019094517454504967	0.004896138794720173	0.015767259523272514	-0.002223593881353736	0.30757033824920654	0.9584994316101074
6600.0	466.80810546875	446.3141784667969	3.178053855895996	17.315876007080078	-6.954667568206787	-8.728262901306152	0.12848243117332458	0.11938421428203583	50.7127685546875	16.520099639892578	3621.301025390625	410.5784912109375	1.100000023841858	1.100000023841858	0.01915077492594719	0.005155094899237156	0.015823163092136383	-0.0018673274898901582	0.30757033824920654	0.9584994316101074
6700.0	464.45611572265625	444.54632568359375	3.178053855895996	16.73175048828125	-6.954648017883301	-8.757987022399902	0.12850329279899597	0.11959182471036911	50.768226623535156	16.391448974609375	3624.5419921875	414.81829833984375	1.100000023841858	1.100000023841858	0.019170809537172318	0.005406889598816633	0.015842463821172714	-0.0015037349658086896	0.30757033824920654	0.9584994316101074
6800.0	462.1419372558594	442.8153076171875	3.178053855895996	16.14858627319336	-6.954541206359863	-8.788459777832031	0.12859977781772614	0.11979909986257553	50.822845458984375	16.261444091796875	3627.24609375	419.17962646484375	1.100000023841858	1.100000023841858	0.019266845658421516	0.005651986692100763	0.01593809388577938	-0.0011336453026160598	0.30757033824920654	0.9584994316101074
6900.0	459.8247375488281	441.080322265625	3.178053855895996	15.566386222839355	-6.953978538513184	-8.819669723510742	0.1285283863544464	0.12000615149736404	50.868980407714844	16.130165100097656	3630.03173828125	423.6641845703125	1.100000023841858	1.100000023841858	0.019209641963243484	0.005890879780054092	0.015882842242717743	-0.0007579431403428316	0.30757033824920654	0.9584994316101074
7000.0	457.5547180175781	439.38995361328125	3.178053855895996	14.986734390258789	-6.954565525054932	-8.85159683227539	0.12840524315834045	0.12021254748106003	50.89971160888672	15.997695922851562	3633.398193359375	428.2730712890625	1.100000023841858	1.100000023841858	0.0190739743411541	0.006124118808656931	0.015744971111416817	-0.0003775321238208562	0.30757033824920654	0.9584994316101074
7100.0	455.3175964355469	437.7277526855469	3.178053855895996	14.411811828613281	-6.954282760620117	-8.884230613708496	0.12844352424144745	0.12041826546192169	50.94213104248047	15.86412525177002	3635.467529296875	433.00811767578125	1.100000023841858	1.100000023841858	0.01911301352083683	0.006352294702082872	0.01578325778245926	6.68740085529862e-06	0.30757033824920654	0.9584994316101074
7200.0	453.13897705078125	436.1197814941406	3.178053855895996	13.841140747070312	-6.9546942710876465	-8.917543411254883	0.12826670706272125	0.12062293291091919	50.965858459472656	15.729519844055176	3638.43310546875	437.8722839355469	1.100000023841858	1.100000023841858	0.018932310864329338	0.006575946230441332	0.015601611696183681	0.00039373867912217975	0.30757033824920654	0.9584994316101074
7300.0	451.16998291015625	434.7102355957031	3.178053855895996	13.281709671020508	-6.954107284545898	-8.951507568359375	0.1289648711681366	0.12082656472921371	51.03217315673828	15.593977928161621	3637.97509765625	442.865234375	1.100000023841858	1.100000023841858	0.019604360684752464	0.006795679684728384	0.016275815665721893	0.0007827465306036174	0.30757033824920654	0.9584994316101074
7400.0	448.8989562988281	432.9993896484375	3.178053855895996	12.72152042388916	-6.954898357391357	-8.986099243164062	0.12814106047153473	0.1210288405418396	51.02012634277344	15.457588195800781	3642.73486328125	447.99072265625	1.100000023841858	1.100000023841858	0.01879853755235672	0.007012009155005217	0.015469331294298172	0.0011727807577699423	0.30757033824920654	0.9584994316101074
7500.0	446.850830078125	431.4981994628906	3.178053855895996	12.174600601196289	-6.954617977142334	-9.021279335021973	0.12816870212554932	0.12122968584299088	51.05026626586914	15.320441246032715	3644.17333984375	453.2479553222656	1.100000023841858	1.100000023841858	0.018826348707079887	0.007225468289107084	0.015499310567975044	0.0015630039852112532	0.30757033824920654	0.9584994316101074
7600.0	444.7168273925781	429.89898681640625	3.178053855895996	11.639805793762207	-6.954639911651611	-9.057010650634766	0.12839265167713165	0.12142879515886307	51.084163665771484	15.182602882385254	3645.038818359375	458.6403503417969	1.100000023841858	1.100000023841858	0.01906309649348259	0.007436446845531464	0.01573307439684868	0.001952541177161038	0.30757033824920654	0.9584994316101074
