Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	(1, 'P13', 1)_alpha	(1, 'P13', 1)_xi	(1, 'P13', 1)_sigma	(2, 'P13', 1)_alpha	(2, 'P13', 1)_xi	(2, 'P13', 1)_sigma	(3, 'P13', 1)_alpha	(3, 'P13', 1)_xi	(3, 'P13', 1)_sigma	(4, 'P13', 1)_alpha	(4, 'P13', 1)_xi	(4, 'P13', 1)_sigma	(5, 'P13', 1)_alpha	(5, 'P13', 1)_xi	(5, 'P13', 1)_sigma	(6, 'P13', 1)_alpha	(6, 'P13', 1)_xi	(6, 'P13', 1)_sigma	(7, 'P13', 1)_alpha	(7, 'P13', 1)_xi	(7, 'P13', 1)_sigma	(8, 'P13', 1)_alpha	(8, 'P13', 1)_xi	(8, 'P13', 1)_sigma	(9, 'P13', 1)_alpha	(9, 'P13', 1)_xi	(9, 'P13', 1)_sigma	(10, 'P13', 1)_alpha	(10, 'P13', 1)_xi	(10, 'P13', 1)_sigma	(11, 'P13', 1)_alpha	(11, 'P13', 1)_xi	(11, 'P13', 1)_sigma	(12, 'P13', 1)_alpha	(12, 'P13', 1)_xi	(12, 'P13', 1)_sigma	(13, 'P13', 1)_alpha	(13, 'P13', 1)_xi	(13, 'P13', 1)_sigma	(14, 'P13', 1)_alpha	(14, 'P13', 1)_xi	(14, 'P13', 1)_sigma	(15, 'P13', 1)_alpha	(15, 'P13', 1)_xi	(15, 'P13', 1)_sigma	(31, 'P13', 2)_alpha	(31, 'P13', 2)_xi	(31, 'P13', 2)_sigma	(32, 'P13', 2)_alpha	(32, 'P13', 2)_xi	(32, 'P13', 2)_sigma	(33, 'P13', 2)_alpha	(33, 'P13', 2)_xi	(33, 'P13', 2)_sigma	(34, 'P13', 2)_alpha	(34, 'P13', 2)_xi	(34, 'P13', 2)_sigma	(35, 'P13', 2)_alpha	(35, 'P13', 2)_xi	(35, 'P13', 2)_sigma	(36, 'P13', 2)_alpha	(36, 'P13', 2)_xi	(36, 'P13', 2)_sigma	(37, 'P13', 2)_alpha	(37, 'P13', 2)_xi	(37, 'P13', 2)_sigma	(38, 'P13', 2)_alpha	(38, 'P13', 2)_xi	(38, 'P13', 2)_sigma	(39, 'P13', 2)_alpha	(39, 'P13', 2)_xi	(39, 'P13', 2)_sigma	(40, 'P13', 2)_alpha	(40, 'P13', 2)_xi	(40, 'P13', 2)_sigma	(41, 'P13', 2)_alpha	(41, 'P13', 2)_xi	(41, 'P13', 2)_sigma	(42, 'P13', 2)_alpha	(42, 'P13', 2)_xi	(42, 'P13', 2)_sigma	(43, 'P13', 2)_alpha	(43, 'P13', 2)_xi	(43, 'P13', 2)_sigma	(44, 'P13', 2)_alpha	(44, 'P13', 2)_xi	(44, 'P13', 2)_sigma	(45, 'P13', 2)_alpha	(45, 'P13', 2)_xi	(45, 'P13', 2)_sigma	(101, 'P13', 3)_alpha	(101, 'P13', 3)_xi	(101, 'P13', 3)_sigma	(102, 'P13', 3)_alpha	(102, 'P13', 3)_xi	(102, 'P13', 3)_sigma	(103, 'P13', 3)_alpha	(103, 'P13', 3)_xi	(103, 'P13', 3)_sigma	(104, 'P13', 3)_alpha	(104, 'P13', 3)_xi	(104, 'P13', 3)_sigma	(105, 'P13', 3)_alpha	(105, 'P13', 3)_xi	(105, 'P13', 3)_sigma	(106, 'P13', 3)_alpha	(106, 'P13', 3)_xi	(106, 'P13', 3)_sigma	(107, 'P13', 3)_alpha	(107, 'P13', 3)_xi	(107, 'P13', 3)_sigma	(108, 'P13', 3)_alpha	(108, 'P13', 3)_xi	(108, 'P13', 3)_sigma	(109, 'P13', 3)_alpha	(109, 'P13', 3)_xi	(109, 'P13', 3)_sigma	(110, 'P13', 3)_alpha	(110, 'P13', 3)_xi	(110, 'P13', 3)_sigma	(111, 'P13', 3)_alpha	(111, 'P13', 3)_xi	(111, 'P13', 3)_sigma	(112, 'P13', 3)_alpha	(112, 'P13', 3)_xi	(112, 'P13', 3)_sigma	(113, 'P13', 3)_alpha	(113, 'P13', 3)_xi	(113, 'P13', 3)_sigma	(114, 'P13', 3)_alpha	(114, 'P13', 3)_xi	(114, 'P13', 3)_sigma	(115, 'P13', 3)_alpha	(115, 'P13', 3)_xi	(115, 'P13', 3)_sigma
55000.0	-13656.341796875	-3742.32421875	-5414.494140625	-4499.52294921875	1.944808840751648	2.719977617263794	2.590701103210449	2.3252079486846924	15.267461776733398	0.0048556276597082615	2.3110413551330566	14.275431632995605	0.00409709382802248	2.3792202472686768	15.242417335510254	0.004167875275015831	2.404820442199707	13.0029296875	0.002907360438257456	2.455719470977783	20.391481399536133	0.0039168004877865314	2.3089001178741455	13.49952220916748	0.004389940295368433	2.3299107551574707	22.58717918395996	0.004415391478687525	2.3998682498931885	13.764176368713379	0.0036470310296863317	2.488325595855713	27.427034378051758	0.0031794102396816015	2.413882255554199	14.801774024963379	0.00458669476211071	2.357687473297119	13.93195915222168	0.0035515327472239733	2.3146355152130127	12.288683891296387	0.0022074119187891483	2.3591132164001465	12.595860481262207	0.004117842763662338	2.3315088748931885	17.3530330657959	0.0030679218471050262	2.361278772354126	15.042505264282227	0.0037274162750691175	3.2364461421966553	10.646047592163086	0.0026332864072173834	3.214534282684326	11.390244483947754	0.002862826455384493	3.2318055629730225	11.958046913146973	0.002811680780723691	3.2655696868896484	9.717294692993164	0.0018039089627563953	3.2395951747894287	10.04715347290039	0.002619292354211211	3.2284350395202637	11.808755874633789	0.0024362315889447927	3.199211835861206	11.023736953735352	0.002582346322014928	3.2515978813171387	12.452657699584961	0.002716498915106058	3.2408504486083984	10.648114204406738	0.0024588967207819223	3.2506895065307617	10.420220375061035	0.0022799246944487095	3.252378463745117	8.932347297668457	0.0023929260205477476	3.3117029666900635	11.430255889892578	0.0014318133471533656	3.2719333171844482	12.46203899383545	0.0027617618907243013	3.2571258544921875	13.355046272277832	0.0025040535256266594	3.220794916152954	12.99998950958252	0.0019551170989871025	3.197713613510132	18.311752319335938	0.00306747667491436	3.3566129207611084	25.07891273498535	0.004021967761218548	3.2704672813415527	18.09469223022461	0.00435665063560009	3.2048709392547607	31.903230667114258	0.0041612922213971615	3.302382230758667	18.222675323486328	0.004375717137008905	3.15254807472229	23.245094299316406	0.0053048706613481045	3.2430624961853027	29.803882598876953	0.0030125705525279045	3.34336519241333	21.445390701293945	0.004392296075820923	3.4945380687713623	32.37620544433594	0.00412019481882453	3.2696192264556885	18.136600494384766	0.004712831694632769	3.2953953742980957	19.163806915283203	0.0024146789219230413	3.2665374279022217	19.884431838989258	0.0032059517689049244	3.2417569160461426	19.847429275512695	0.002357644261792302	3.2888333797454834	18.405433654785156	0.0027044934686273336	3.272127151489258	20.70888900756836	0.003141577122732997
