Iteration	Total_Loss	fm1_Loss	fm2_Loss	fm3_Loss	Lambda_hyp_1	Lambda_hyp_2	Lambda_hyp_3	(1, 'T3', 1)_alpha	(1, 'T3', 1)_xi	(1, 'T3', 1)_sigma	(2, 'T3', 1)_alpha	(2, 'T3', 1)_xi	(2, 'T3', 1)_sigma	(3, 'T3', 1)_alpha	(3, 'T3', 1)_xi	(3, 'T3', 1)_sigma	(4, 'T3', 1)_alpha	(4, 'T3', 1)_xi	(4, 'T3', 1)_sigma	(5, 'T3', 1)_alpha	(5, 'T3', 1)_xi	(5, 'T3', 1)_sigma	(6, 'T3', 1)_alpha	(6, 'T3', 1)_xi	(6, 'T3', 1)_sigma	(7, 'T3', 1)_alpha	(7, 'T3', 1)_xi	(7, 'T3', 1)_sigma	(8, 'T3', 1)_alpha	(8, 'T3', 1)_xi	(8, 'T3', 1)_sigma	(9, 'T3', 1)_alpha	(9, 'T3', 1)_xi	(9, 'T3', 1)_sigma	(10, 'T3', 1)_alpha	(10, 'T3', 1)_xi	(10, 'T3', 1)_sigma	(11, 'T3', 1)_alpha	(11, 'T3', 1)_xi	(11, 'T3', 1)_sigma	(12, 'T3', 1)_alpha	(12, 'T3', 1)_xi	(12, 'T3', 1)_sigma	(13, 'T3', 1)_alpha	(13, 'T3', 1)_xi	(13, 'T3', 1)_sigma	(14, 'T3', 1)_alpha	(14, 'T3', 1)_xi	(14, 'T3', 1)_sigma	(15, 'T3', 1)_alpha	(15, 'T3', 1)_xi	(15, 'T3', 1)_sigma	(31, 'T3', 2)_alpha	(31, 'T3', 2)_xi	(31, 'T3', 2)_sigma	(32, 'T3', 2)_alpha	(32, 'T3', 2)_xi	(32, 'T3', 2)_sigma	(33, 'T3', 2)_alpha	(33, 'T3', 2)_xi	(33, 'T3', 2)_sigma	(34, 'T3', 2)_alpha	(34, 'T3', 2)_xi	(34, 'T3', 2)_sigma	(35, 'T3', 2)_alpha	(35, 'T3', 2)_xi	(35, 'T3', 2)_sigma	(36, 'T3', 2)_alpha	(36, 'T3', 2)_xi	(36, 'T3', 2)_sigma	(37, 'T3', 2)_alpha	(37, 'T3', 2)_xi	(37, 'T3', 2)_sigma	(38, 'T3', 2)_alpha	(38, 'T3', 2)_xi	(38, 'T3', 2)_sigma	(39, 'T3', 2)_alpha	(39, 'T3', 2)_xi	(39, 'T3', 2)_sigma	(40, 'T3', 2)_alpha	(40, 'T3', 2)_xi	(40, 'T3', 2)_sigma	(41, 'T3', 2)_alpha	(41, 'T3', 2)_xi	(41, 'T3', 2)_sigma	(42, 'T3', 2)_alpha	(42, 'T3', 2)_xi	(42, 'T3', 2)_sigma	(43, 'T3', 2)_alpha	(43, 'T3', 2)_xi	(43, 'T3', 2)_sigma	(44, 'T3', 2)_alpha	(44, 'T3', 2)_xi	(44, 'T3', 2)_sigma	(45, 'T3', 2)_alpha	(45, 'T3', 2)_xi	(45, 'T3', 2)_sigma	(101, 'T3', 3)_alpha	(101, 'T3', 3)_xi	(101, 'T3', 3)_sigma	(102, 'T3', 3)_alpha	(102, 'T3', 3)_xi	(102, 'T3', 3)_sigma	(103, 'T3', 3)_alpha	(103, 'T3', 3)_xi	(103, 'T3', 3)_sigma	(104, 'T3', 3)_alpha	(104, 'T3', 3)_xi	(104, 'T3', 3)_sigma	(105, 'T3', 3)_alpha	(105, 'T3', 3)_xi	(105, 'T3', 3)_sigma	(106, 'T3', 3)_alpha	(106, 'T3', 3)_xi	(106, 'T3', 3)_sigma	(107, 'T3', 3)_alpha	(107, 'T3', 3)_xi	(107, 'T3', 3)_sigma	(108, 'T3', 3)_alpha	(108, 'T3', 3)_xi	(108, 'T3', 3)_sigma	(109, 'T3', 3)_alpha	(109, 'T3', 3)_xi	(109, 'T3', 3)_sigma	(110, 'T3', 3)_alpha	(110, 'T3', 3)_xi	(110, 'T3', 3)_sigma	(111, 'T3', 3)_alpha	(111, 'T3', 3)_xi	(111, 'T3', 3)_sigma	(112, 'T3', 3)_alpha	(112, 'T3', 3)_xi	(112, 'T3', 3)_sigma	(113, 'T3', 3)_alpha	(113, 'T3', 3)_xi	(113, 'T3', 3)_sigma	(114, 'T3', 3)_alpha	(114, 'T3', 3)_xi	(114, 'T3', 3)_sigma	(115, 'T3', 3)_alpha	(115, 'T3', 3)_xi	(115, 'T3', 3)_sigma
20000.0	-13233.21875	-3733.205810546875	-5365.0390625	-4134.97412109375	3.030156135559082	0.9777244329452515	0.8709708452224731	1.022890567779541	4.776492595672607	0.004619876854121685	1.0080188512802124	5.588217258453369	0.00356090534478426	1.0325989723205566	4.640336990356445	0.0036567794159054756	1.0255374908447266	4.8893632888793945	0.003450478194281459	1.0527313947677612	3.7027337551116943	0.00399113679304719	1.027020812034607	4.412424087524414	0.0033298227936029434	1.0002235174179077	3.77445125579834	0.0037809808272868395	1.032578706741333	3.139214277267456	0.003465523011982441	1.0362412929534912	2.8562614917755127	0.004874149803072214	1.0327222347259521	4.687187194824219	0.004056844860315323	1.0310288667678833	4.637369155883789	0.0032558725215494633	1.0200625658035278	4.620512962341309	0.0033652980346232653	1.006183385848999	4.131752967834473	0.005388027057051659	0.9924165606498718	4.000693321228027	0.00446711340919137	1.0254623889923096	4.5134100914001465	0.003358309157192707	3.109297752380371	8.891952514648438	0.0022512348368763924	3.214881181716919	7.755131721496582	0.0023798192851245403	3.115540027618408	7.9209370613098145	0.0024069221690297127	3.3397297859191895	8.029675483703613	0.002154212212190032	3.2376363277435303	8.893847465515137	0.002571988618001342	2.997452974319458	12.533117294311523	0.0024565623607486486	2.855182409286499	10.844252586364746	0.002302958397194743	3.3279147148132324	9.215662956237793	0.0029925804119557142	3.156092882156372	11.801554679870605	0.002417259383946657	3.283461093902588	8.953840255737305	0.0021461504511535168	3.1328301429748535	9.269613265991211	0.0023830607533454895	2.983937978744507	10.318254470825195	0.0020577057730406523	3.2103476524353027	8.050888061523438	0.002780442126095295	3.255887746810913	9.708569526672363	0.0019652617629617453	3.0947182178497314	9.372159957885742	0.00274335197173059	6.37553071975708	5.216213226318359	0.004091640934348106	5.2515130043029785	8.617562294006348	0.004428161773830652	5.91831636428833	8.45278549194336	0.005129912868142128	7.3482513427734375	9.354364395141602	0.004452187102288008	5.497581481933594	5.598485469818115	0.004124833736568689	7.037713050842285	6.839650630950928	0.0038931944873183966	6.066775321960449	9.543951034545898	0.004333958961069584	5.249495506286621	5.954418659210205	0.003921577241271734	4.387418270111084	6.074610233306885	0.00443992018699646	5.8099236488342285	9.386443138122559	0.004083636216819286	5.816824436187744	8.751331329345703	0.0029092158656567335	6.2475972175598145	5.906743049621582	0.0028946411330252886	5.562297344207764	6.151034355163574	0.0033414980862289667	5.7022881507873535	6.166294574737549	0.0027743480168282986	5.682964324951172	9.17155647277832	0.0031084860675036907
